rank,weight,train_ic,train_rank_ic,valid_ic,valid_rank_ic,test_ic,test_rank_ic,formula
27,0.0005083412397652864,-0.0002958696859423071,-0.010370698757469654,0.0032354434952139854,0.0036004818975925446,-0.007150972727686167,-0.004770929925143719,"Div($gross_profit_ttm,$revenue_ttm)"
28,0.00018729058501776308,0.00018729071598500013,0.00605043163523078,0.0003047930367756635,-0.019817516207695007,-0.0005998568376526237,0.0032569586765021086,"Less(TsDiv($gross_profit_ttm,20),Pow(-0.5,$ev_ttm))"
29,0.007097569759935141,0.007097570691257715,0.023771069943904877,0.012231459841132164,0.03144485503435135,0.0014864392578601837,0.013185285031795502,"Div(Inv($ev_ttm),$close)"
30,0.0005004151607863605,0.0005004157428629696,-0.03656107187271118,-0.0078002698719501495,-0.039216864854097366,-0.002039574319496751,-0.016812270507216454,"Sub(-1.0,Div($ps_ratio_ttm,Mul($ev_ttm,TsVar($pb_ratio_ttm,10))))"
31,0.0004194521752651781,0.0004194524371996522,-0.000750384118873626,-0.0041395495645701885,-0.02333981543779373,-0.00045913999201729894,0.0023449333384633064,"Mul($cash_flow_from_operating_activities_ttm,Add($pb_ratio_lf,$low))"
32,0.001579299452714622,0.0015792443882673979,0.009620053693652153,-0.002403654856607318,0.00500315660610795,-0.002974855713546276,-0.0011507434537634254,"TsStd(Mul(-10.0,TsMaxDiff($cash_flow_from_operating_activities_ttm,50)),20)"
33,0.00934302993118763,0.009343028999865055,0.001289274892769754,0.008770886808633804,-0.01726687327027321,-0.0013329077046364546,-0.0018439332488924265,"Less(10.0,Sub(TsMax(TsMax($book_to_market_ratio_lf,50),50),$close))"
34,0.0012133915442973375,0.0024124763440340757,-0.0014471729518845677,0.0009095941786654294,-0.0049764784052968025,0.0033109637442976236,-0.002760818460956216,"TsMaxDiff($revenue_ttm,20)"
35,0.010035260580480099,0.010035260580480099,0.02055911161005497,-0.00018125996575690806,0.02141839824616909,-0.003378855064511299,0.02187400870025158,"TsMaxDiff($vwap,10)"
36,0.0013474860461428761,-0.00023004597460385412,-0.004766890313476324,-0.00034935324219986796,0.018518593162298203,-0.005238701123744249,-0.0022068999242037535,"Pow($total_assets_ttm,-2.0)"
