formula,source,gp_net_excess,corr_size,finite_share,raw_net,raw_turnover,neutralised_net,neutralised_turnover,net_kept
"TsDelta(TsMinDiff(TsEMA(volume,30),50),30)",ic-frontier-mining-20260923,-0.2502115370035171,-0.022244979274942386,1.0,-0.1152693356099315,0.4148368781863261,-0.13072601577250892,0.4225271192684413,1.1340918647686358
"TsMinDiff(TsMinMaxDiff(TsMaxDiff(amount,50),30),50)",ic-frontier-mining-20260923,-0.2509325553417206,-0.30167391401271443,0.8015183812171764,-0.046091617160224266,0.7210619396755071,-0.11855990804892919,0.34752076969689294,2.572266181001845
"TsPctChange(TsDelta(ratio_ep_ttm,20),20)",ic-frontier-mining-20260923,-0.1460281133115291,-0.005334768183541997,0.8367330861909176,-0.18388630005071108,0.8581683574425023,-0.15523172268728536,0.8719680681960017,0.8441723099789189
"Sub(TsMinDiff(TsMean(Constant(1.0),40),30),market_cap)",net-scale-mining-20260923,0.2011601302027702,0.9999989678068222,0.8530892801977139,0.2169957292741524,0.08638982189633132,-0.14115464588419038,0.25988718108763836,-0.6504950413372219
"Ref(Sub(Div(ratio_bm_ttm,amount),ratio_bm_ttm),30)",net-scale-mining-20260923,-0.0956565694034099,-0.05050056183419714,0.8467732468334878,0.002250026613644677,0.056775237341173165,0.0008271517758525922,0.06290580031863202,0.3676186631911615
"TsMaxDiff(TsMean(low,40),40)",net-scale-mining-20260923,-0.1943769676923751,0.036475109696938304,0.8901143033673156,-0.22884550443076043,0.571040650895886,-0.1813190488431251,0.2858317674341445,0.7923207811931698
"SLog1p(Sub(Constant(-0.5),TsMinDiff(ratio_bm_ttm,50)))",net-scale-mining-20260923,-0.3119657339572906,-0.04745059044322348,0.832429718875502,0.0013746693808609142,0.3565348009249927,-0.03383849761724331,0.39158118214532034,-24.615735309424924
"TsMin(TsStd(amount,20),50)",ic-frontier-mining-20260923,-0.1530814027905464,-0.7020198992974106,0.825497374111832,0.14427149836308095,0.11330655576529071,-0.09182237634113782,0.12660250823545052,-0.6364554148460633
"Rank(TsSkew(Add(TsDelta(inventory,30),TsPctChange(ratio_bm_ttm,20)),10))",ic-frontier-mining-20260923,-0.1486308420449495,0.003465901454999684,0.6477494593759654,-0.14886266318141914,0.9170047290477524,-0.1601327387032578,0.9154255713012921,1.075707872484478
"Greater(amount,TsMinDiff(TsIr(ratio_pcf_ocf_ttm,10),20))",ic-frontier-mining-20260923,-0.3358167945384979,-0.6424201632183844,0.8405668829162807,0.1280563992529523,0.40839966447920045,-0.0895574911449144,0.25975449674274836,-0.699359748262246
