key,name,in_pool,platform_net_pct,platform_si,local_s_i,local_rank_ic,local_ic_ir,local_win,local_turnover,local_net,corr_size,net_size_neutral,add6_net,add6_turn,NC2,NC3,dNA,dNC2,dNC3,dNC_exp,dComb2,dComb_exp,dNC_turn,dNC_perf,dNB_steady,dNB_first,corr_pool,add6_sr,add6_dd,T2,T3,NA6,NC1,dNC1,dComb3,dpoints_exp,dpoints2
fscore_eq,NONHT-FSCORELIKE-REV40,False,1.8243760000000009,0.014324063031,0.009912687824484024,0.06566562664097779,0.2921748924612327,0.5166666666666667,0.42507140295121,0.015375480884896084,-0.05785583406650628,0.02805054542814156,0.22828810897337123,0.21738452418562046,0.6667713038228325,0.44451420254855506,-0.019184734080658267,-0.33322869617716755,-0.25758656763964977,-0.2894756209909619,-0.15378986009585704,-0.13410097626206446,-0.30332921053108025,-0.029899485646087298,-0.025579645440877707,-0.053114889397777754,0.05403025906880718,1.1125526666677854,0.2626415050399893,0.4347690483712409,0.6521535725568613,0.21983226820934174,0.9663050841476815,-0.03369491585231854,-0.11975090225397408,-5900.442955530836,-6766.75384421771
momentum20_open,WF6AA4-D0-OPEN20-MOM-20260912,False,-0.23581600000000158,0.017537799819,0.019896388530673603,0.08109783697412262,0.42667494136736744,0.575,0.7132733293461354,-0.012652476672875751,0.022214110170508436,-0.04678959302519871,0.23549085911648793,0.22928537579830408,0.649618530228493,0.4330790201523287,0.0016146423905699925,-0.35038146977150697,-0.26902175003587614,-0.30085004335993926,-0.15734873291906415,-0.13505959103385862,-0.34322802146566495,-0.007153448305842025,0.0021528565207599715,-0.053114889397777754,0.08133852986750313,1.1157960015325812,0.266473212148717,0.45857075159660815,0.6878561273949122,0.24063164468057,0.9929868588598797,-0.007013141140120305,-0.12073685903803033,-5942.622005489779,-6923.344248438822
momentum20,WF6AA4-D0-CLOSE20-MOM-20260912,False,-0.10252000000000017,0.020122383599999998,0.022395227136619338,0.08442214920364463,0.44835494565442524,0.5916666666666667,0.704491911210923,-0.012930448585909249,0.027875260248772273,-0.0481360481412704,0.23583061988095952,0.23007461540627466,0.6463422302306251,0.43089482015375014,0.00682055615295693,-0.3536577697693749,-0.2712059500344547,-0.3038042850592173,-0.15778188516562736,-0.13534781704605642,-0.34518926619984086,-0.008468503569534047,0.009094074870609259,-0.053114889397777754,0.08764671046789996,1.1155682857545755,0.2680907333940129,0.4601492308125493,0.6902238462188239,0.24583755844295693,0.9913796002742994,-0.008620399725700612,-0.12067856628491325,-5955.303950026482,-6942.402947287604
reversal_turn_eq,OSR2-RET40-TURN-BIAS-EQ,False,7.395975999999998,0.025384577988,0.020367375624446196,0.0970989974916219,0.38137975675436675,0.55,0.4620542399528347,0.07390331920458894,0.07326476655372366,0.046917944292303004,0.22251855484502409,0.21231936358613113,0.6436657987457762,0.42911053249718417,0.0025958655025962174,-0.35633420125422377,-0.27299023769102065,-0.3154269107943749,-0.15983121746388146,-0.1414229367569494,-0.2790070655578169,-0.07732713569640687,0.0034611540034616417,-0.053114889397777754,0.25394702207519426,1.08611469934153,0.2678652266389058,0.42463872717226225,0.6369580907583934,0.24161286779259622,0.9110847516790798,-0.08891524832092024,-0.12232643386044009,-6222.609217305773,-7032.573568410784
fscore_interact,NONHT-FSCORELIKE-REV40-INTERACT,False,1.8427599999999984,0.013888069812000001,0.010211062765741285,0.07092835813707142,0.2832059999122504,0.5083333333333333,0.42566841314369236,0.021152080766637382,-0.04171541056095455,0.028700113705923402,0.2248573024401586,0.2186393894881268,0.6494877953808575,0.43299186358723835,-0.018563119619705665,-0.35051220461914245,-0.2691089066009665,-0.3063585732402546,-0.1614431160025553,-0.14157398188205572,-0.3041521607627204,-0.04636004385642206,-0.024750826159607553,-0.053114889397777754,0.087509372719437,1.1058679757528216,0.26226362704580775,0.4372787789762536,0.6559181684643804,0.22045388267029434,0.9466907670804008,-0.053309232919599214,-0.12481163189437608,-6229.255202810452,-7103.497104112433
weighted_reversal_lowturn,HT-WREV-LOWTURN-21D,False,2.7122639999999993,0.027090640139999997,0.025881513251198165,0.10035471041083552,0.4239457531736064,0.6083333333333333,0.555085300069609,0.05199075612211192,0.08055094103547518,0.021899740525348085,0.21962402739901507,0.22126519652130017,0.6162671729328763,0.4108447819552508,0.01408365222499619,-0.38373282706712375,-0.291255988232954,-0.33880154278450314,-0.16986304173520644,-0.14964396380802714,-0.3060330081052254,-0.07769981896189837,0.01877820296666155,-0.053114889397777754,0.2613403072512377,1.08901396614021,0.26320996588741585,0.44253039304260033,0.6637955895639005,0.2531006545149962,0.9090565141907928,-0.09094348580920719,-0.1282484642598301,-6584.334407553194,-7473.973836349083
reversal40,OSR2-RET40,False,5.030975999999999,0.019352234872000003,0.017793764854515205,0.08883876188939302,0.34335909511472645,0.5833333333333334,0.5494255803565917,0.04118484802763936,0.046364200930792,0.015301166852255327,0.23183548719987107,0.23883487570217746,0.5985484876035192,0.39903232506901276,-0.002765823601426659,-0.4014515123964808,-0.30306844511919206,-0.34863785560478766,-0.18120634529870167,-0.15744019974243972,-0.3619166811124698,-0.03953483128401103,-0.0036877648019021936,-0.053114889397777754,0.16705396299313835,1.0992933691310294,0.2724099309729434,0.4776697514043549,0.7165046271065324,0.23625117868857334,0.9530283575900854,-0.04697164240991458,-0.1369339650239218,-6927.368788667348,-7973.079193142873
weighted_reversal,HT-WREV-21D,False,-0.8064719999999994,0.023677642575,0.020700778110627253,0.08937294007354214,0.42761065145517707,0.5416666666666666,0.7065915223231862,-0.014377971190708008,0.05343282718041631,-0.04992056745409698,0.2331992141476323,0.2546570127806505,0.5836396656496405,0.3890931104330937,0.0032904540154734263,-0.41636033435035946,-0.31300765975511113,-0.35681801503681243,-0.1867040596545671,-0.15991001596347093,-0.40787476063808564,-0.00848557371227382,0.004387272020631217,-0.053114889397777754,0.16125598263356197,1.1125566959174809,0.26046976232905683,0.509314025561301,0.7639710383419516,0.24230745630547343,0.9908528919642341,-0.009147108035765905,-0.14019535608670536,-7036.040702392721,-8214.978624800953
max_return21_low,NONHT-MAX-LOW-21D,False,-5.908552,0.010936372434,0.009312954311955576,0.08359337276862165,0.22281561333176328,0.5,0.5186389754024963,-0.04748655258556693,-0.026393693167497612,-0.035889692350079744,0.2095568798344977,0.21606242807845608,0.5968269189762979,0.39788461265086533,-0.020434178898425887,-0.4031730810237021,-0.3042161575373395,-0.3609762373273474,-0.18551472224035115,-0.16652614257699144,-0.28286857003072646,-0.12030451099297562,-0.02724557186456783,-0.053114889397777754,0.21278873028496673,1.0760283229058458,0.261457124916998,0.43212485615691215,0.6481872842353682,0.21858282339157412,0.8596791550440194,-0.14032084495598063,-0.14098410667148797,-7327.150273387623,-8162.6477785754505
exp_weighted_reversal63,HT13-EXPWRET-3M,False,-1.588487999999999,0.027275562974,0.022308275421428676,0.09327869453875728,0.41592564009136396,0.575,0.6243359843864419,-0.023146209089258657,0.05824233212485219,-0.06225577544544833,0.22668309201767128,0.2556065776666269,0.5452998028563464,0.363533201904231,0.006639406746309723,-0.4547001971436536,-0.33856756828397383,-0.3963830334790971,-0.2032872073653822,-0.1770444837163317,-0.39732426224223055,-0.057375934901423065,0.008852542328412982,-0.053114889397777754,0.1830007402358649,1.0913612879008732,0.2699296347819432,0.5112131553332538,0.7668197329998807,0.24565640903630973,0.9292147760693138,-0.0707852239306862,-0.15102752437852632,-7789.9572835185945,-8944.637124076817
reversal20,OSR2-RET20,False,-0.10252000000000017,0.020150242571999998,0.0176478507025011,0.08442218172381609,0.374405045747981,0.5583333333333333,0.704491911210923,-0.012930448585909249,0.027875294553698204,-0.057440192059932185,0.23146523909644195,0.2700894402584345,0.5357348887037503,0.35715659246916687,-0.0030698114181227365,-0.4642651112962497,-0.34494417771903796,-0.40032976101803464,-0.20953326236693692,-0.18076235474174007,-0.43561941289692074,-0.028645698399328956,-0.004093081890830297,-0.053114889397777754,0.087646754577771,1.1002137714759508,0.2651419032963933,0.540178880516869,0.8102683207753035,0.23594719087187727,0.9646422414460708,-0.0353577585539292,-0.15583884225719166,-7953.5436086365635,-9219.463544145225
rsi14,OSR-RSI14-20D,False,-4.676759999999999,0.009376061136,0.008797108618971245,0.06589536143248007,0.2670023633753109,0.5,0.6755741384697773,-0.04649367301294889,0.014077009439168616,-0.06966612950935736,0.21425308974438054,0.28778734848607246,0.44323382511493625,0.2954892167432908,-0.021508857425476563,-0.5567661748850637,-0.406611553444914,-0.4917698187186207,-0.254846550183374,-0.22559818990847463,-0.4418864399680047,-0.11487973491705905,-0.028678476567302102,-0.053114889397777754,0.08236730535104621,1.0508096503275157,0.26676349930078835,0.5755746969721449,0.8633620454582174,0.21750814486452344,0.8503805819277803,-0.14961941807221968,-0.18727697053530667,-9926.320355972884,-11213.248208068455
alpha13,HT13-ALPHA13,False,-9.010624,0.005541272154,0.006522738625273984,0.04753881046407961,0.28886043176747683,0.475,0.8565407109493296,-0.10099418002620372,-0.08282860551535914,-0.09194167829216704,0.20663048110504414,0.3070016663526015,0.3858440049952287,0.2572293366634858,-0.026247128245679208,-0.6141559950047712,-0.44487143352471903,-0.5494110756976056,-0.281619623401283,-0.25248440971305836,-0.4566184383316366,-0.15753755667313463,-0.03499617099423896,-0.053114889397777754,0.01626981634866316,1.030887762348781,0.2772412420972462,0.614003332705203,0.9210049990578045,0.2127698740443208,0.7716880099904574,-0.2283119900095426,-0.20544157073525943,-11109.314027374568,-12391.263429656452
alpha44,HT13-ALPHA44,False,-9.623712,0.0045926080200000005,0.00346718639009013,0.03610659091534412,0.230463389792916,0.4166666666666667,0.8755437736302036,-0.0993921187957153,-0.02029059047401159,-0.08488193436315941,0.1989005750410677,0.3332148437632114,0.334587035800677,0.22305802386711798,-0.032612862068978926,-0.6654129641993229,-0.47904274632108684,-0.604650711398574,-0.30595840630349114,-0.27861539254315404,-0.47832679471803896,-0.18708616948128398,-0.04348381609197188,-0.053114889397777754,0.05282818090950823,1.0096215893849423,0.2781469810821835,0.6664296875264228,0.9996445312896343,0.20640414022102108,0.669174071601354,-0.330825928398646,-0.2220918082582849,-12259.077271898777,-13462.16987735361
max5_low21,NONHT-MAX5-LOW-21D,False,-11.930792,0.00071342625,0.0004394663574077805,0.013919983256992886,0.0773164824066737,0.4083333333333333,0.8806580555705715,-0.12063667791524876,-0.04055962571917011,-0.09314363639172318,0.1922958149804692,0.32006589236618127,0.33638675480791586,0.22425783653861056,-0.03892061213706713,-0.6636132451920842,-0.4778429336495943,-0.6027111542244726,-0.3064100827638513,-0.2790041418284261,-0.45539715188195906,-0.20821609331012514,-0.051894149516089505,-0.053114889397777754,0.0015165487276176967,0.9954410238092012,0.27087168396518946,0.6401317847323625,0.9601976770985439,0.20009639015293287,0.6727735096158317,-0.3272264903841683,-0.2228134425697309,-12276.182240450747,-13482.043641609456
