factor_id,factor_name,report,handler,formula,direction,platform_factor_direction,platform_factor_id,platform_run_id,configured_cycle,platform_rank_ic,platform_ic_mean,platform_ic_ir,platform_ic_p_value,platform_monotonicity,platform_gross_excess_pct,platform_turnover_pct,platform_annual_cost_pct,platform_net_excess_pct,platform_long_sharpe,platform_long_max_drawdown_pct,platform_long_monthly_win_rate_pct,local_net_excess_pct,local_net_positive,high_threshold,high_neighbor_count,high_neighbor_names,high_neighbors,nearest_factor,nearest_correlation,nearest_abs_correlation,neighbor_rows_written
osr2-ret40-turn-bias-paper-2026-ytd-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD,OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD,osr2-ret40-turn-bias-paper-2026-ytd-candidates.report.csv,reversal_turn_paper,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)) - ZSCORE(RANK(MARKET_CAP)))) / 3",1,1,6aa0c7b56df2a192a47e77e2,6aa0c7b55d52c44d2f55c0c0,10,0.0888,0.0277,0.1279,0.6163,0.57,14.21,43.06,6.5106720000000005,7.699328,0.4691,22.09,62.5,,,0.8,15,OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (+1.000000); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (+0.946460); OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ [osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates] (+0.941491); OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD [osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates] (+0.941491); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (+0.867864); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (+0.863652); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (+0.863652); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (+0.860999); OSR2-RET40-TURN-BIAS-EQ [osr2-ret40-turn-bias-composite-cycle10-candidates] (+0.860749); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (+0.839560); COMBO-DIRECT-OSR2-CHIP-TURN-EQ [combo-direct-3factor-20260909-candidates] (+0.829989); T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (+0.824737); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (+0.818097); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (+0.807917); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (+0.800711),"OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (net=11.64%, rho=+1.000000); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (net=12.77%, rho=+0.946460); OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ [osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates] (net=5.22%, rho=+0.941491); OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD [osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates] (net=4.67%, rho=+0.941491); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (net=18.09%, rho=+0.867864); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (net=16.38%, rho=+0.863652); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (net=10.73%, rho=+0.863652); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (net=14.23%, rho=+0.860999); OSR2-RET40-TURN-BIAS-EQ [osr2-ret40-turn-bias-composite-cycle10-candidates] (net=7.40%, rho=+0.860749); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (net=14.58%, rho=+0.839560); COMBO-DIRECT-OSR2-CHIP-TURN-EQ [combo-direct-3factor-20260909-candidates] (net=8.66%, rho=+0.829989); T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (net=18.16%, rho=+0.824737); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (net=17.48%, rho=+0.818097); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (net=17.44%, rho=+0.807917); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (net=16.83%, rho=+0.800711)",OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (+1.000000),1.0,1.0,15
osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates.report.csv,reversal_turn_paper_nomcap,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",1,1,6aa0c0435d52c44d2f55c0b9,6aa0c0433e7967143f8fabf6,10,0.1015,0.0531,0.3612,0.0001,0.95,11.12,38.99,5.895288,5.224711999999999,0.8338,24.0,60.0,,,0.8,6,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD [osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates] (+1.000000); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (+0.941491); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (+0.941491); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (+0.897504); OSR2-RET40-TURN-BIAS-EQ [osr2-ret40-turn-bias-composite-cycle10-candidates] (+0.855185); COMBO-DIRECT-OSR2-CHIP-TURN-EQ [combo-direct-3factor-20260909-candidates] (+0.818818),"OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD [osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates] (net=4.67%, rho=+1.000000); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (net=11.64%, rho=+0.941491); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (net=7.70%, rho=+0.941491); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (net=12.77%, rho=+0.897504); OSR2-RET40-TURN-BIAS-EQ [osr2-ret40-turn-bias-composite-cycle10-candidates] (net=7.40%, rho=+0.855185); COMBO-DIRECT-OSR2-CHIP-TURN-EQ [combo-direct-3factor-20260909-candidates] (net=8.66%, rho=+0.818818)",OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD [osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates] (+1.000000),1.0,1.0,6
osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates.report.csv,reversal_turn_paper_nomcap,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",1,1,6aa0ca52a7f535324660b497,6aa0ca52a7f535324660b498,10,0.0682,0.0133,0.0622,0.807,0.34,11.07,42.31,6.397272000000001,4.672727999999999,0.4203,16.46,62.5,,,0.8,6,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ [osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates] (+1.000000); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (+0.941491); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (+0.941491); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (+0.897504); OSR2-RET40-TURN-BIAS-EQ [osr2-ret40-turn-bias-composite-cycle10-candidates] (+0.855185); COMBO-DIRECT-OSR2-CHIP-TURN-EQ [combo-direct-3factor-20260909-candidates] (+0.818818),"OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ [osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates] (net=5.22%, rho=+1.000000); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (net=11.64%, rho=+0.941491); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (net=7.70%, rho=+0.941491); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (net=12.77%, rho=+0.897504); OSR2-RET40-TURN-BIAS-EQ [osr2-ret40-turn-bias-composite-cycle10-candidates] (net=7.40%, rho=+0.855185); COMBO-DIRECT-OSR2-CHIP-TURN-EQ [combo-direct-3factor-20260909-candidates] (net=8.66%, rho=+0.818818)",OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ [osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates] (+1.000000),1.0,1.0,6
osr3-ret40-value-candidates.report:OSR3-RET40-BP-CFP,OSR3-RET40-BP-CFP,osr3-ret40-value-candidates.report.csv,reversal_bm_cfp,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm)) / 3",1,1,6a9f735ccffa1665a2100e03,6a9f735ccffa1665a2100e04,5,0.067,0.0319,0.2646,0.0001,0.91,10.12,21.69,6.559056,3.560943999999999,0.8024,31.14,61.67,,,0.8,5,OSR4-RET40-BP-CFP-VAL2 [osr4-ret40-value-refine-candidates] (+0.961428); OSR4-RET40-BP-CFP-SP [osr4-ret40-value-refine-candidates] (+0.906791); OSR4-RET40-BP-CFP-PCF [osr4-ret40-value-refine-candidates] (+0.879124); OSR3-RET40-BP-EQ [osr3-ret40-value-candidates] (+0.813702); OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (+0.804805),"OSR4-RET40-BP-CFP-VAL2 [osr4-ret40-value-refine-candidates] (net=3.56%, rho=+0.961428); OSR4-RET40-BP-CFP-SP [osr4-ret40-value-refine-candidates] (net=2.88%, rho=+0.906791); OSR4-RET40-BP-CFP-PCF [osr4-ret40-value-refine-candidates] (net=2.67%, rho=+0.879124); OSR3-RET40-BP-EQ [osr3-ret40-value-candidates] (net=3.16%, rho=+0.813702); OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (net=2.41%, rho=+0.804805)",OSR4-RET40-BP-CFP-VAL2 [osr4-ret40-value-refine-candidates] (+0.961428),0.9614277501278048,0.9614277501278048,5
osr3-ret40-value-candidates.report:OSR3-RET40-BP-EP-CFP,OSR3-RET40-BP-EP-CFP,osr3-ret40-value-candidates.report.csv,reversal_bm_ep_cfp,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_ep_ttm) + RANK(ratio_cfp_ttm)) / 4",1,1,6a9f73b9a7f535324660b21c,6a9f73ba6df2a192a47e755c,5,0.0605,0.0237,0.1833,0.0048,0.82,5.3,17.07,5.161968,0.13803199999999993,0.6873,25.28,58.33,,,0.8,0,,,OSR3-RET40-BP-VAL2 [osr3-ret40-value-candidates] (+0.780427),0.7804267654297495,0.7804267654297495,1
osr3-ret40-value-candidates.report:OSR3-RET40-BP-EQ,OSR3-RET40-BP-EQ,osr3-ret40-value-candidates.report.csv,reversal_bm_eq,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm)) / 2",1,1,6a9f71b551cdfe29b2e0b49c,6a9f71b56df2a192a47e7551,5,0.0844,0.0415,0.282,0.0,0.94,12.06,29.43,8.899632,3.160368,0.8247,34.26,60.0,,,0.8,7,OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (+0.994014); OSR3-RET40-BP-VAL2 [osr3-ret40-value-candidates] (+0.944494); OSR3-RET40-BP-REV2 [osr3-ret40-value-candidates] (+0.940773); OSR3-RET40-BP-INTERACT [osr3-ret40-value-candidates] (+0.890951); OSR4-RET40-BP-CFP-REV2 [osr4-ret40-value-refine-candidates] (+0.880339); OSR4-RET40-BP-CFP-REV3 [osr4-ret40-value-refine-candidates] (+0.866102); OSR3-RET40-BP-CFP [osr3-ret40-value-candidates] (+0.813702),"OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (net=2.41%, rho=+0.994014); OSR3-RET40-BP-VAL2 [osr3-ret40-value-candidates] (net=3.17%, rho=+0.944494); OSR3-RET40-BP-REV2 [osr3-ret40-value-candidates] (net=2.48%, rho=+0.940773); OSR3-RET40-BP-INTERACT [osr3-ret40-value-candidates] (net=2.73%, rho=+0.890951); OSR4-RET40-BP-CFP-REV2 [osr4-ret40-value-refine-candidates] (net=2.37%, rho=+0.880339); OSR4-RET40-BP-CFP-REV3 [osr4-ret40-value-refine-candidates] (net=1.63%, rho=+0.866102); OSR3-RET40-BP-CFP [osr3-ret40-value-candidates] (net=3.56%, rho=+0.813702)",OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (+0.994014),0.9940141968325672,0.9940141968325672,7
osr3-ret40-value-candidates.report:OSR3-RET40-BP-INTERACT,OSR3-RET40-BP-INTERACT,osr3-ret40-value-candidates.report.csv,reversal_bm_interact,"RANK(1 - RETURNS(CLOSE,40)) * (0.5 + 0.5 * RANK(ratio_bm_ttm))",1,1,6a9f75703e7967143f8faa67,6a9f7571a7f535324660b21f,5,0.0848,0.0417,0.2928,0.0,0.9,13.18,34.57,10.453968,2.726032,0.8193,37.23,60.0,,,0.8,9,OSR3-RET40-BP-REV2 [osr3-ret40-value-candidates] (+0.985756); OSR4-RET40-BP-CFP-REV3 [osr4-ret40-value-refine-candidates] (+0.947385); OSR2-RET40 [oversold-rebound-recovery-candidates] (+0.942864); OSR2-RET40 [positive-cycle10-candidates] (+0.942864); OSR4-RET40-BP-CFP-REV2 [osr4-ret40-value-refine-candidates] (+0.892870); OSR3-RET40-BP-EQ [osr3-ret40-value-candidates] (+0.890951); COMBO-DIRECT-OSR2-CHIP-EQ [combo-direct-20260909-candidates] (+0.860170); OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (+0.859809); OSR3-RET40-BP-TSRANK756 [osr3-ret40-value-candidates] (+0.837724),"OSR3-RET40-BP-REV2 [osr3-ret40-value-candidates] (net=2.48%, rho=+0.985756); OSR4-RET40-BP-CFP-REV3 [osr4-ret40-value-refine-candidates] (net=1.63%, rho=+0.947385); OSR2-RET40 [oversold-rebound-recovery-candidates] (net=1.03%, rho=+0.942864); OSR2-RET40 [positive-cycle10-candidates] (net=5.03%, rho=+0.942864); OSR4-RET40-BP-CFP-REV2 [osr4-ret40-value-refine-candidates] (net=2.37%, rho=+0.892870); OSR3-RET40-BP-EQ [osr3-ret40-value-candidates] (net=3.16%, rho=+0.890951); COMBO-DIRECT-OSR2-CHIP-EQ [combo-direct-20260909-candidates] (net=7.88%, rho=+0.860170); OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (net=2.41%, rho=+0.859809); OSR3-RET40-BP-TSRANK756 [osr3-ret40-value-candidates] (net=1.64%, rho=+0.837724)",OSR3-RET40-BP-REV2 [osr3-ret40-value-candidates] (+0.985756),0.9857560176145608,0.9857560176145608,9
osr3-ret40-value-candidates.report:OSR3-RET40-BP-MA63,OSR3-RET40-BP-MA63,osr3-ret40-value-candidates.report.csv,reversal_bm_ma63,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(MA(ratio_bm_ttm,63))) / 2",1,1,6a9f74c7cffa1665a2100e07,6a9f74c7cffa1665a2100e08,5,0.0793,0.0374,0.2707,0.0,0.95,11.09,28.7,8.67888,2.4111200000000004,0.7931,33.04,60.0,,,0.8,8,OSR3-RET40-BP-EQ [osr3-ret40-value-candidates] (+0.994014); OSR3-RET40-BP-VAL2 [osr3-ret40-value-candidates] (+0.956769); OSR3-RET40-BP-REV2 [osr3-ret40-value-candidates] (+0.917731); OSR4-RET40-BP-CFP-REV2 [osr4-ret40-value-refine-candidates] (+0.861697); OSR3-RET40-BP-INTERACT [osr3-ret40-value-candidates] (+0.859809); OSR4-RET40-BP-CFP-REV3 [osr4-ret40-value-refine-candidates] (+0.839674); OSR3-RET40-BP-CFP [osr3-ret40-value-candidates] (+0.804805); OSR4-RET40-BP-CFP-SP [osr4-ret40-value-refine-candidates] (+0.800315),"OSR3-RET40-BP-EQ [osr3-ret40-value-candidates] (net=3.16%, rho=+0.994014); OSR3-RET40-BP-VAL2 [osr3-ret40-value-candidates] (net=3.17%, rho=+0.956769); OSR3-RET40-BP-REV2 [osr3-ret40-value-candidates] (net=2.48%, rho=+0.917731); OSR4-RET40-BP-CFP-REV2 [osr4-ret40-value-refine-candidates] (net=2.37%, rho=+0.861697); OSR3-RET40-BP-INTERACT [osr3-ret40-value-candidates] (net=2.73%, rho=+0.859809); OSR4-RET40-BP-CFP-REV3 [osr4-ret40-value-refine-candidates] (net=1.63%, rho=+0.839674); OSR3-RET40-BP-CFP [osr3-ret40-value-candidates] (net=3.56%, rho=+0.804805); OSR4-RET40-BP-CFP-SP [osr4-ret40-value-refine-candidates] (net=2.88%, rho=+0.800315)",OSR3-RET40-BP-EQ [osr3-ret40-value-candidates] (+0.994014),0.9940141968325672,0.9940141968325672,8
osr3-ret40-value-candidates.report:OSR3-RET40-BP-REV2,OSR3-RET40-BP-REV2,osr3-ret40-value-candidates.report.csv,reversal_bm_rev2,"(2 * RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm)) / 3",1,1,6a9f7209a7f535324660b21b,6a9f720a0f6165ec8f7f349a,5,0.0843,0.0435,0.2973,0.0,0.93,12.98,34.73,10.502351999999998,2.477648000000002,0.8131,37.08,60.0,,,0.8,9,OSR3-RET40-BP-INTERACT [osr3-ret40-value-candidates] (+0.985756); OSR4-RET40-BP-CFP-REV3 [osr4-ret40-value-refine-candidates] (+0.952036); OSR3-RET40-BP-EQ [osr3-ret40-value-candidates] (+0.940773); OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (+0.917731); OSR4-RET40-BP-CFP-REV2 [osr4-ret40-value-refine-candidates] (+0.914059); OSR2-RET40 [oversold-rebound-recovery-candidates] (+0.907752); OSR2-RET40 [positive-cycle10-candidates] (+0.907752); COMBO-DIRECT-OSR2-CHIP-EQ [combo-direct-20260909-candidates] (+0.828925); OSR3-RET40-BP-TSRANK756 [osr3-ret40-value-candidates] (+0.820810),"OSR3-RET40-BP-INTERACT [osr3-ret40-value-candidates] (net=2.73%, rho=+0.985756); OSR4-RET40-BP-CFP-REV3 [osr4-ret40-value-refine-candidates] (net=1.63%, rho=+0.952036); OSR3-RET40-BP-EQ [osr3-ret40-value-candidates] (net=3.16%, rho=+0.940773); OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (net=2.41%, rho=+0.917731); OSR4-RET40-BP-CFP-REV2 [osr4-ret40-value-refine-candidates] (net=2.37%, rho=+0.914059); OSR2-RET40 [oversold-rebound-recovery-candidates] (net=1.03%, rho=+0.907752); OSR2-RET40 [positive-cycle10-candidates] (net=5.03%, rho=+0.907752); COMBO-DIRECT-OSR2-CHIP-EQ [combo-direct-20260909-candidates] (net=7.88%, rho=+0.828925); OSR3-RET40-BP-TSRANK756 [osr3-ret40-value-candidates] (net=1.64%, rho=+0.820810)",OSR3-RET40-BP-INTERACT [osr3-ret40-value-candidates] (+0.985756),0.9857560176145608,0.9857560176145608,9
osr3-ret40-value-candidates.report:OSR3-RET40-BP-TSRANK756,OSR3-RET40-BP-TSRANK756,osr3-ret40-value-candidates.report.csv,reversal_bm_tsrank756,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(TS_RANK(ratio_bm_ttm,756))) / 2",1,1,6a9f751c51cdfe29b2e0b49e,6a9f751c51cdfe29b2e0b49f,5,0.0715,0.036,0.2558,0.0001,0.86,12.26,35.11,10.617264,1.6427359999999993,0.742,40.2,60.0,,,0.8,6,OSR4-RET40-BP-CFP-TSRANK756 [osr4-ret40-value-refine-candidates] (+0.869653); COMBO-DIRECT-OSR2-CHIP-EQ [combo-direct-20260909-candidates] (+0.842487); OSR3-RET40-BP-INTERACT [osr3-ret40-value-candidates] (+0.837724); OSR3-RET40-BP-REV2 [osr3-ret40-value-candidates] (+0.820810); OSR2-RET40 [oversold-rebound-recovery-candidates] (+0.812266); OSR2-RET40 [positive-cycle10-candidates] (+0.812266),"OSR4-RET40-BP-CFP-TSRANK756 [osr4-ret40-value-refine-candidates] (net=2.46%, rho=+0.869653); COMBO-DIRECT-OSR2-CHIP-EQ [combo-direct-20260909-candidates] (net=7.88%, rho=+0.842487); OSR3-RET40-BP-INTERACT [osr3-ret40-value-candidates] (net=2.73%, rho=+0.837724); OSR3-RET40-BP-REV2 [osr3-ret40-value-candidates] (net=2.48%, rho=+0.820810); OSR2-RET40 [oversold-rebound-recovery-candidates] (net=1.03%, rho=+0.812266); OSR2-RET40 [positive-cycle10-candidates] (net=5.03%, rho=+0.812266)",OSR4-RET40-BP-CFP-TSRANK756 [osr4-ret40-value-refine-candidates] (+0.869653),0.8696532759744203,0.8696532759744203,6
osr3-ret40-value-candidates.report:OSR3-RET40-BP-VAL2,OSR3-RET40-BP-VAL2,osr3-ret40-value-candidates.report.csv,reversal_bm_val2,"(RANK(1 - RETURNS(CLOSE,40)) + 2 * RANK(ratio_bm_ttm)) / 3",1,1,6a9f725e5d52c44d2f55bf62,6a9f725e5d52c44d2f55bf63,5,0.076,0.0358,0.2408,0.0002,0.9,10.02,22.66,6.852384,3.1676159999999998,0.798,30.46,60.0,,,0.8,4,OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (+0.956769); OSR3-RET40-BP-EQ [osr3-ret40-value-candidates] (+0.944494); HT13-VALUE-BP [huatai-series13-candidates] (+0.907927); OSR4-RET40-BP-CFP-SP [osr4-ret40-value-refine-candidates] (+0.813557),"OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (net=2.41%, rho=+0.956769); OSR3-RET40-BP-EQ [osr3-ret40-value-candidates] (net=3.16%, rho=+0.944494); HT13-VALUE-BP [huatai-series13-candidates] (net=2.10%, rho=+0.907927); OSR4-RET40-BP-CFP-SP [osr4-ret40-value-refine-candidates] (net=2.88%, rho=+0.813557)",OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (+0.956769),0.9567686087649627,0.9567686087649627,4
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-MA63,OSR4-RET40-BP-CFP-MA63,osr4-ret40-value-refine-candidates.report.csv,reversal_bm_cfp_ma63,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(MA(ratio_bm_ttm,63)) + RANK(MA(ratio_cfp_ttm,63))) / 3",1,1,6a9f786e5d52c44d2f55bf6b,6a9f786e51cdfe29b2e0b4af,5,0.064,0.0288,0.2538,0.0001,0.9,8.58,19.81,5.990544,2.589456,0.7437,31.55,61.67,,,0.8,1,OSR4-RET40-BP-CFP-VAL3 [osr4-ret40-value-refine-candidates] (+0.864713),"OSR4-RET40-BP-CFP-VAL3 [osr4-ret40-value-refine-candidates] (net=3.31%, rho=+0.864713)",OSR4-RET40-BP-CFP-VAL3 [osr4-ret40-value-refine-candidates] (+0.864713),0.864712867124092,0.864712867124092,1
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-PCF,OSR4-RET40-BP-CFP-PCF,osr4-ret40-value-refine-candidates.report.csv,reversal_bm_cfp_pcf,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm) + 1 - RANK(ratio_pcf_ocf_ttm)) / 4",1,1,6a9f797aa7f535324660b238,6a9f797ba7f535324660b239,5,0.06,0.0281,0.2335,0.0004,0.91,8.39,18.92,5.721408,2.6685920000000003,0.7493,30.77,61.67,,,0.8,3,OSR3-RET40-BP-CFP [osr3-ret40-value-candidates] (+0.879124); OSR4-RET40-BP-CFP-VAL2 [osr4-ret40-value-refine-candidates] (+0.856506); OSR4-RET40-BP-CFP-SP [osr4-ret40-value-refine-candidates] (+0.848855),"OSR3-RET40-BP-CFP [osr3-ret40-value-candidates] (net=3.56%, rho=+0.879124); OSR4-RET40-BP-CFP-VAL2 [osr4-ret40-value-refine-candidates] (net=3.56%, rho=+0.856506); OSR4-RET40-BP-CFP-SP [osr4-ret40-value-refine-candidates] (net=2.88%, rho=+0.848855)",OSR3-RET40-BP-CFP [osr3-ret40-value-candidates] (+0.879124),0.8791241551696015,0.8791241551696015,3
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-REV2,OSR4-RET40-BP-CFP-REV2,osr4-ret40-value-refine-candidates.report.csv,reversal_bm_cfp_rev2,"(2 * RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm)) / 4",1,1,6a9f771bcffa1665a2100e10,6a9f771ca7f535324660b221,5,0.0758,0.0382,0.2881,0.0,0.93,11.5,30.2,9.13248,2.3675200000000007,0.7929,35.17,60.0,,,0.8,7,OSR4-RET40-BP-CFP-REV3 [osr4-ret40-value-refine-candidates] (+0.981831); OSR3-RET40-BP-REV2 [osr3-ret40-value-candidates] (+0.914059); OSR3-RET40-BP-INTERACT [osr3-ret40-value-candidates] (+0.892870); OSR3-RET40-BP-EQ [osr3-ret40-value-candidates] (+0.880339); OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (+0.861697); OSR2-RET40 [oversold-rebound-recovery-candidates] (+0.809362); OSR2-RET40 [positive-cycle10-candidates] (+0.809362),"OSR4-RET40-BP-CFP-REV3 [osr4-ret40-value-refine-candidates] (net=1.63%, rho=+0.981831); OSR3-RET40-BP-REV2 [osr3-ret40-value-candidates] (net=2.48%, rho=+0.914059); OSR3-RET40-BP-INTERACT [osr3-ret40-value-candidates] (net=2.73%, rho=+0.892870); OSR3-RET40-BP-EQ [osr3-ret40-value-candidates] (net=3.16%, rho=+0.880339); OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (net=2.41%, rho=+0.861697); OSR2-RET40 [oversold-rebound-recovery-candidates] (net=1.03%, rho=+0.809362); OSR2-RET40 [positive-cycle10-candidates] (net=5.03%, rho=+0.809362)",OSR4-RET40-BP-CFP-REV3 [osr4-ret40-value-refine-candidates] (+0.981831),0.981830706957961,0.981830706957961,7
