id,name,handler,cycle,platform_net_excess_pct,five_year_local_net_pct,recent_local_net_pct,recent_minus_five_year_net_pp,five_year_local_gross_pct,recent_local_gross_pct,five_year_turnover_pct,recent_turnover_pct,five_year_rank_ic,recent_rank_ic,recent_periods,five_year_alignment_quality,five_year_local_status,recent_local_status,recent_reason
osr2-ret40-turn-bias-paper-2026-ytd-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD,OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD,reversal_turn_paper,10,7.699328,7.267762530756988,7.267762530756988,0.0,12.889096268690686,12.889096268690686,37.178133187392184,37.178133187392184,0.08602407427149539,0.08602407427149539,16,field_or_path_mismatch,available,available,
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-MA63,OSR4-RET40-BP-CFP-MA63,reversal_bm_cfp_ma63,5,2.589456,2.2524803974488536,6.974015950347587,4.721535552898733,8.210187175161959,12.843900654018697,19.70141130196133,19.410994390446795,0.058532743345616936,0.0433854452591881,31,field_or_path_mismatch,available,available,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-EP-CFP,OSR3-RET40-BP-EP-CFP,reversal_bm_ep_cfp,5,0.13803199999999993,-1.3590445137478153,6.681492928588872,8.040537442336687,3.384140801092952,11.707136435876148,15.685136623150687,16.619191492352098,0.05923381210459001,0.04097627626295401,31,field_or_path_mismatch,available,available,
t10-more-additions-20260911-candidates.report:T10-ADD-DOWNSIDE-IMPACT-20260911,T10-ADD-DOWNSIDE-IMPACT-20260911,t10_size_plus_impact_downside,10,19.39004,14.147981461209175,6.596644534966094,-7.551336926243081,18.24120606464705,10.50989096672897,27.071591292578525,25.88125946933119,0.10620308041502319,0.07344593848316763,15,field_or_path_mismatch,available,available,
t10-more-additions-20260911-candidates.report:T10-ADD-AGG-IMPACT-20260911,T10-ADD-AGG-IMPACT-20260911,t10_size_plus_impact_aggregate,10,19.759592,14.227426606404908,6.503013429794559,-7.724413176610349,18.26140905623083,10.326021021608671,26.679778107314295,25.284441744802326,0.10548387490081428,0.07267321267483214,15,field_or_path_mismatch,available,available,
t10-additions-20260911-candidates.report:T10-ADD-G13-20260911,T10-ADD-G13-20260911,t10_size_plus_impact_g13,10,19.622616,13.617550976658165,6.0292965218651835,-7.588254454792982,17.645067363860097,9.860862489515634,26.637013142869897,25.34104475959293,0.10412165183229308,0.07136958435613137,15,field_or_path_mismatch,available,available,
t10-more-additions-20260911-candidates.report:T10-ADD-FSCORE-20260911,T10-ADD-FSCORE-20260911,t10_size_plus_impact_fscore,10,17.476064,13.36371640984068,5.887094364963907,-7.476622044876773,18.15521967749519,10.413987424170386,31.689836426286444,29.939768910095765,0.1112039696214608,0.07820270568292509,15,field_or_path_mismatch,available,available,
t10-newdirections-20260911-candidates.report:T10-SIZE-PLUS-IMPACT-WC,T10-SIZE-PLUS-IMPACT-WC,t10_size_plus_impact_wc,10,17.443168,14.344148526806094,5.581315241257815,-8.762833285548279,18.568135344512548,9.620677376538788,27.93642075202682,26.715358037572578,0.1086571524870723,0.0704890390353585,15,aligned,available,available,
nonhuatai-factor-6-20260909.report:NONHT-FSCORELIKE-REV40,NONHT-FSCORELIKE-REV40,fscore_eq,10,1.8243760000000009,0.6028938111637974,5.057264742073099,4.454370930909302,6.986931180879743,11.588029793674883,42.222469376428215,43.19289055292185,0.06394885078864095,0.0617377823428477,15,field_or_path_mismatch,available,available,
t10-additions-20260911-candidates.report:T10-ADD-BM-20260911,T10-ADD-BM-20260911,t10_size_plus_impact_bm,10,18.092280000000002,13.876266880434995,4.6144085887705115,-9.261858291664485,18.35692164873478,8.903341183834,29.633960107802814,28.365956316557465,0.1155015856968174,0.07912241569197523,15,aligned,available,available,
literature-rankic-optimization-20260909-formula.report:NONHT-FSCORELIKE-REV40-INTERACT,NONHT-FSCORELIKE-REV40-INTERACT,fscore_interact,10,1.8427599999999984,1.1001997004364508,4.299217866827264,3.199018166390813,7.49998962252368,10.853639651599224,42.32665292385733,43.34935042838598,0.0692645365563946,0.0637457897588067,15,field_or_path_mismatch,available,available,
osr2-ret40-turn-bias-paper-composite-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-EQ,OSR2-RET40-TURN-BIAS-PAPER-EQ,reversal_turn_paper,10,11.643647999999999,8.667626215381578,3.9380281245536137,-4.729598090827964,14.42157284035174,9.476890302082325,38.05520254609897,36.63268635931687,0.11030264901607846,0.0805920847679641,15,aligned,available,available,
t10-newdirections-20260911-candidates.report:T10-SIZE-PLUS-IMPACT,T10-SIZE-PLUS-IMPACT,t10_size_plus_impact,10,18.157232,13.146870768467577,3.8118856622843533,-9.334985106183224,17.73124899655884,8.127487311421834,30.319961826000412,28.54233894932196,0.1087814882724068,0.07098239868944965,15,field_or_path_mismatch,available,available,
combo-direct-4factor-size-2026-ytd-candidates.report:COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD,COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD,reversal_chip_turn_size_eq,10,10.726920000000002,3.799455595096162,3.799455595096162,0.0,8.776465901563107,8.776465901563107,32.91673483113059,32.91673483113059,0.07603271346503082,0.07603271346503082,16,field_or_path_mismatch,available,available,
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-REV2,OSR4-RET40-BP-CFP-REV2,reversal_bm_cfp_rev2,5,2.3675200000000007,0.4036221063907386,3.6116733309651914,3.2080512245744526,9.355478693987445,12.580634606546933,29.602700355809215,29.659263477452853,0.07506809219545717,0.05312500925886191,31,field_or_path_mismatch,available,available,
t10-nomcap-plus-impact-20260911-candidates.report:T10-NOMCAP-PLUS-IMPACT,T10-NOMCAP-PLUS-IMPACT,t10_nomcap_plus_impact,10,14.225216,10.910325711014758,3.1690345166464344,-7.7412911943683245,16.093906225981176,8.065339547591096,34.282939913799055,32.382969781380034,0.10726530412657038,0.07110417652695986,15,aligned,available,available,
paper-derived-full.report:paper-derived-composite,paper-derived-composite,paper_composite,5,11.408832,9.54425016372129,2.9718974986231013,-6.572352665098189,11.421247736308757,4.900719229221881,6.207002554852732,6.378378738752579,0.05738435475027647,0.04428383371430414,31,aligned,available,available,
t10-additions-20260911-candidates.report:T10-ADD-DD120-20260911,T10-ADD-DD120-20260911,t10_size_plus_impact_dd120,10,16.834384,12.495545700665785,2.9348957601097103,-9.560649940556075,17.296351678181725,7.480791579695619,31.751362285158347,30.06544854223484,0.10209338862951824,0.06181966692067053,15,aligned,available,available,
paper-derived-composite-cycle10-candidates.report:paper-derived-composite,paper-derived-composite,paper_composite,10,11.202328,9.515744354688325,2.770441897581167,-6.745302457107158,10.919716172524643,4.255303900256133,9.285527895742838,9.820515890707451,0.06903211076073731,0.05480051393578929,15,aligned,available,available,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-CFP,OSR3-RET40-BP-CFP,reversal_bm_cfp,5,3.560943999999999,3.435596702458288,2.6182712051718307,-0.8173254972864572,9.915443204941388,9.053431942866714,21.428063830962632,21.280293444758218,0.0644611881741208,0.04336226164565253,31,field_or_path_mismatch,available,available,
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-VAL2,OSR4-RET40-BP-CFP-VAL2,reversal_bm_cfp_val2,5,3.5587040000000005,3.401672277313457,2.4077721749879126,-0.9939001023255445,7.542464771769783,6.414651626695298,13.693096873202135,13.2502627371276,0.05353888215826129,0.036911597324888495,31,field_or_path_mismatch,available,available,
huatai-series13-candidates.report:HT13-VALUE-BP,HT13-VALUE-BP,value_bm,5,2.098992,0.5106491135510319,2.2959851080420957,1.7853359944910636,1.7105341057179633,3.549358337480963,3.967873651345672,4.144752742853397,0.050649834362457936,0.036786626883384,31,field_or_path_mismatch,available,available,
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-SP,OSR4-RET40-BP-CFP-SP,reversal_bm_cfp_sp,5,2.8768000000000002,1.8810140240676523,1.515622181935651,-0.36539184213200127,7.145431646403605,6.879251222433562,17.40878843365064,17.73686852016505,0.06150372191924821,0.04270968160905926,31,field_or_path_mismatch,available,available,
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-TSRANK756,OSR4-RET40-BP-CFP-TSRANK756,reversal_bm_cfp_tsrank756,5,2.461280000000002,0.9438663596446101,1.385843500128421,0.441977140483811,9.11629842249654,9.528010253006572,27.025238303081778,26.92515460607854,0.0668271563475796,0.04764623580309626,31,field_or_path_mismatch,available,available,
t10-newdirections-20260911-candidates.report:T10-SIZE-PLUS-WC-MCAP,T10-SIZE-PLUS-WC-MCAP,t10_size_plus_wc_mcap,10,14.581016,12.299403953628113,1.2732637897259715,-11.026140163902141,17.155938352388038,5.786311289856756,32.11993649973494,29.848197752187726,0.10517271820654064,0.06433387804117566,15,aligned,available,available,
osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,reversal_turn_paper_nomcap,10,4.672727999999999,1.096440126845219,1.096440126845219,0.0,6.691521310320605,6.691521310320605,37.00450518171551,37.00450518171551,0.07426710129000731,0.07426710129000731,16,field_or_path_mismatch,available,available,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-VAL2,OSR3-RET40-BP-VAL2,reversal_bm_val2,5,3.1676159999999998,0.5871758561905429,1.0876504449693543,0.5004745887788113,7.447679125090688,7.954705080648897,22.686849434193604,22.708514006876793,0.07050747662338576,0.04813238705590872,31,aligned,available,available,
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-PCF,OSR4-RET40-BP-CFP-PCF,reversal_bm_cfp_pcf,5,2.6685920000000003,1.3379344104529975,0.8988804126158836,-0.43905399783711396,6.926836612524019,6.402709520218183,18.48181945129306,18.200493080695438,0.05720707819025384,0.041659972059109984,31,field_or_path_mismatch,available,available,
huatai-turn-bias-positive.report:HT13-TURN-BIAS-1M-POS,HT13-TURN-BIAS-1M-POS,turn_signal,5,6.395344000000001,5.160140925953936,0.6512655305160917,-4.508875395437844,9.737691626722173,4.891218209952457,15.137403111006073,14.021007537818667,0.06455928516431265,0.05192151247548932,32,aligned,available,available,
huatai-series13-candidates.report:HT13-TURN-BIAS-1M,HT13-TURN-BIAS-1M,turn_bias,5,6.428368,5.161556434994162,0.6433991429294544,-4.518157292064707,9.740974400350451,4.885096547880559,15.143577927765506,14.026777132774814,-0.06455928516431265,-0.05192151247548932,32,field_or_path_mismatch,available,available,
combo-direct-4factor-paper-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ,COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ,reversal_chip_turn_paper,10,12.774432000000001,8.684765339695533,0.40515079030402845,-8.279614549391503,14.131201727550765,5.619748556855094,36.02140468158223,34.48808046660758,0.1077722413386193,0.06884247768714723,15,aligned,available,available,
osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,reversal_turn_paper_nomcap,10,5.224711999999999,2.9208838100258103,-0.14683557583755474,-3.067719385863365,8.642318313388639,5.3661280376169,37.8401752867912,36.46139955988396,0.09842012918477397,0.07537146580873084,15,aligned,available,available,
nonhuatai-factor-6-20260909.report:NONHT-RESVOL-LOW,NONHT-RESVOL-LOW,residual_volatility,10,0.37087199999999987,-0.18572728725726062,-0.49020492854455033,-0.3044776412872897,0.9745697405466637,0.4687381255862319,7.673922141560347,6.342215966473427,0.06706429713676111,0.06905702817713326,6,field_or_path_mismatch,available,available,
combo-direct-4factor-size-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ,COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ,reversal_chip_turn_size_eq,10,16.383983999999998,11.16609953828009,-0.7268962414282876,-11.892995779708377,16.571555731566516,4.283492592059662,35.750371648719735,33.13749228497321,0.1053370060779643,0.06444411174963563,15,field_or_path_mismatch,available,available,
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-REV3,OSR4-RET40-BP-CFP-REV3,reversal_bm_cfp_rev3,5,1.6346559999999997,-0.4736687918690072,-0.7819798790003274,-0.3083110871313202,9.714623017556297,9.37761677299453,33.69144116873447,33.59654977511528,0.07550279935475966,0.051555273538152625,31,field_or_path_mismatch,available,available,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-EQ,OSR3-RET40-BP-EQ,reversal_bm_eq,5,3.160368,0.04457766272758373,-1.0979489160920133,-1.142526578819597,8.885238945315512,7.9256515473056774,29.234991013848973,29.839948622346864,0.078600246421744,0.05335511620820261,31,aligned,available,available,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-MA63,OSR3-RET40-BP-MA63,reversal_bm_ma63,5,2.4111200000000004,-0.330817758028816,-1.261277265254701,-0.930459507225885,8.251517690034426,7.443189127856711,28.38073891555305,28.784611088331392,0.07550763697018327,0.052014145004152273,31,aligned,available,available,
positive-cycle10-candidates.report:HT13-TURN-BIAS-1M,HT13-TURN-BIAS-1M,turn_bias,10,4.962135999999999,3.9152730622813317,-1.5051577567011771,-5.420430818982509,7.8921671165726295,2.2583387973461067,26.302209353778423,24.890850225180447,-0.07366677931420199,-0.06335893375463164,16,field_or_path_mismatch,available,available,
huatai-series13-candidates.report:HT13-VALUE-SP,HT13-VALUE-SP,value_sp,5,0.11094400000000004,-0.37191114915573675,-2.93726650693697,-2.5653553577812334,0.44622250887740483,-2.139193005569128,2.705468445876791,2.6391319489677314,0.0318064499219282,0.026563240847613526,31,field_or_path_mismatch,available,available,
osr2-ret40-turn-bias-composite-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-EQ,OSR2-RET40-TURN-BIAS-EQ,reversal_turn_eq,10,7.395975999999998,4.989673652263361,-3.1410009905588017,-8.130674642822163,11.978965758087986,3.32105788511236,46.22547689037449,42.738484627454774,0.09450534013869433,0.07224558915969666,15,aligned,available,available,
high-potential-5-20260910-candidates.report:NEW-VALUE-EVEBITDA,NEW-VALUE-EVEBITDA,ev_ebitda_proxy,10,3.3196399999999997,1.4370781164442432,-3.323133516355578,-4.760211632799821,2.278602623460117,-2.5663154557268353,5.565638273914509,5.0054104538937985,-0.007074875429773295,-0.006773263725495172,15,field_or_path_mismatch,available,available,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-TSRANK756,OSR3-RET40-BP-TSRANK756,reversal_bm_tsrank756,5,1.6427359999999993,-2.7713924299712396,-3.7153293919941253,-0.9439369620228857,6.516840474255385,5.673010675087466,30.715055900220317,31.046098105428545,0.07362622453781764,0.05110848764153773,31,field_or_path_mismatch,available,available,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-REV2,OSR3-RET40-BP-REV2,reversal_bm_rev2,5,2.477648000000002,-0.529783329674019,-3.833712320300578,-3.303928990626559,9.87508955658415,6.655354923121931,34.40764843339342,34.68606892666174,0.07833509165767691,0.051625681770461125,31,aligned,available,available,
positive-cycle10-candidates.report:OSR2-RET40,OSR2-RET40,reversal40,10,5.030975999999999,1.7140200901006124,-4.112651823520961,-5.826671913621574,9.953000190222086,3.999440652413022,54.49060912778753,53.65140526411365,0.08526468873307808,0.06870522082344889,15,aligned,available,available,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-INTERACT,OSR3-RET40-BP-INTERACT,reversal_bm_interact,5,2.726032,-0.7226235909746872,-4.670122867230462,-3.9474992762557743,9.632568931109068,5.7900668984704176,34.243361514827235,34.590574622026715,0.07918199881213103,0.051956723622166,31,aligned,available,available,
oversold-rebound-recovery-candidates.report:OSR2-DD120,OSR2-DD120,drawdown120,5,4.791456,2.4956661465460743,-6.395252399805733,-8.890918546351807,8.14497728910785,-0.23322032120864372,18.681584466143438,20.377090207000954,0.027020204004800742,0.002069794927245624,31,aligned,available,available,
combo-direct-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-EQ,COMBO-DIRECT-OSR2-CHIP-EQ,reversal_chip_eq,10,7.8760639999999995,3.575875281052064,-6.421218538908488,-9.997093819960552,9.872770248280565,-0.02791905833264155,41.646130735638245,42.28372672338523,0.08702654894750055,0.05408825392423213,15,aligned,available,available,
combo-direct-3factor-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-TURN-EQ,COMBO-DIRECT-OSR2-CHIP-TURN-EQ,reversal_chip_turn_eq,10,8.662416,6.130629086441827,-6.728356387794994,-12.858985474236821,12.081669719406335,-1.1761692700602575,39.35873434500336,36.72081427073238,0.095251364524128,0.06028434406829717,15,aligned,available,available,
turnover-cost-cycle10-candidates.report:HT-WREV-LOWTURN-21D,HT-WREV-LOWTURN-21D,weighted_reversal_lowturn,10,2.7122639999999993,3.3222063612874013,-6.830891092098082,-10.153097453385485,11.71129608749542,1.2009853925281513,55.483397660105936,53.120876221072976,0.09841945765856028,0.07798668139229746,15,aligned,available,available,
paper-derived-full.report:paper-derived-asset-growth,paper-derived-asset-growth,asset_growth,5,0.76496,-2.346837688827086,-10.587127863050993,-8.240290174223908,-1.7830699340338585,-9.849349512226523,1.8643113584432123,2.439743223625895,-0.009747839202350596,0.009400134137983077,31,aligned,available,available,
oversold-rebound-recovery-candidates.report:OSR2-RET40,OSR2-RET40,reversal40,5,1.0300160000000016,-3.089652757058002,-11.453532645643163,-8.36387988858516,8.880453743096231,0.60124692273632,39.58368551638305,39.863689048873944,0.06810134339662002,0.03975545232009221,31,aligned,available,available,
nonht-report-directions-20260909-formula.report:NONHT-CHIP-COST-250,NONHT-CHIP-COST-250,chip250,10,4.279336,2.63332467513993,-12.787802973963913,-15.421127649103843,6.223470188397146,-9.133857504544414,23.74434863265354,24.16630601467922,0.07323056240442466,0.027489306329804782,15,aligned,available,available,
positive-cycle10-candidates.report:OSR2-DD120,OSR2-DD120,drawdown120,10,4.246232,1.8107466161883954,-13.393153572426986,-15.203900188615382,5.902850150254166,-9.325023815876056,27.064176812604305,26.905620083008795,0.034691201893205695,0.006310259173151112,15,aligned,available,available,
oversold-rebound-recovery-candidates.report:OSR2-DD60,OSR2-DD60,drawdown60,5,1.9485279999999996,-2.348999547577954,-13.685976707948697,-11.336977160370743,5.394118772649407,-5.844631850682687,25.605550000751858,25.930373205244745,0.024647448770017392,0.008408066238123771,31,aligned,available,available,
alphaprobe-mainline-20260918-candidates.report:F-AP-MAIN-20260918-01,F-AP-MAIN-20260918-01,,5,18.161312000000002,,,,,,,,,,,,missing,no_recent_window,book_to_market_ratio_lf is not mapped in the local financial cache
size-impact-platform-20260918-candidates.report:F-I10-01,F-I10-01,,10,21.424008,,,,,,,,,,,,missing,no_recent_window,market formula needs high/low/amount; use the rich market cache or the explicit local proxy
pandaai-net15-20260915-candidates.report:F-NET01-PLAT-20260915,F-NET01-PLAT-20260915,,5,5.049664,,,,,,,,,,,,missing,no_recent_window,no local handler for this formula
pandaai-orthogonal-net-20260916-candidates.report:F-NET03-PLAT-20260916,F-NET03-PLAT-20260916,,5,2.794191999999999,,,,,,,,,,,,missing,no_recent_window,EV/EBITDA fields are not mapped in the local financial cache
ht13-momentum-120d-d0.report:HT13-MOMENTUM-120D-D0,HT13-MOMENTUM-120D-D0,momentum120,10,2.291336000000001,0.4159613260869152,,,5.730575068873722,,35.149561790918035,,-0.0679293800879737,,,field_or_path_mismatch,available,no_recent_window,no usable signal dates in the recent window
