id,name,formula,handler,direction,cycle,platform_five_year_net_pct,five_year_local_net_pct,five_year_local_gross_pct,five_year_turnover_pct,five_year_rank_ic,five_year_periods,five_year_period_coverage,five_year_alignment_quality,five_year_fidelity,five_year_turnover_alignment,five_year_top20_overlap,five_year_status,five_year_reason,recent_2026_local_net_pct,recent_2026_local_gross_pct,recent_2026_turnover_pct,recent_2026_rank_ic,recent_2026_periods,recent_2026_start,recent_2026_end,recent_2026_status,recent_2026_reason,june_2026_local_net_pct,june_2026_local_gross_pct,june_2026_turnover_pct,june_2026_rank_ic,june_2026_periods,june_2026_start,june_2026_end,june_2026_status,june_2026_reason
t10-additions-20260911-candidates.report:T10-ADD-DD120-20260911,T10-ADD-DD120-20260911,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(1-CLOSE/TS_MAX(CLOSE,120))) / 6",t10_size_plus_impact_dd120,1,10,16.834384,12.742618215827786,17.561174273925083,31.868756997997995,0.1021601792269749,120,1.0,aligned,market proxy: cached high/low/amount when present; otherwise open/close range and volume*average-price proxies,comparable,18,available,,2.9348957601097103,7.480791579695619,30.06544854223484,0.06181966692067053,15,2026-01-09,2026-08-10,available,,46.452560157911826,50.48033597313998,26.638728936694132,0.18900014139903548,5,2026-06-12,2026-08-10,available,
t10-additions-20260911-candidates.report:T10-ADD-G13-20260911,T10-ADD-G13-20260911,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)) / 6",t10_size_plus_impact_g13,1,10,19.622616,14.329951776203536,18.382372438988693,26.80172396021928,0.10495664861787185,120,1.0,field_or_path_mismatch,market proxy: cached high/low/amount when present; otherwise open/close range and volume*average-price proxies,comparable,18,available,,6.0292965218651835,9.860862489515634,25.34104475959293,0.07136958435613137,15,2026-01-09,2026-08-10,available,,45.80455805721258,49.28377409564335,23.01068808485959,0.18151266055535356,5,2026-06-12,2026-08-10,available,
verify-field-scan-cycle10-20260910-candidates.report:VERIFY10-F260910-12,VERIFY10-F260910-12,"RANK(book_to_market_ratio_lf) + RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",book_to_market_lf_plus_impact,1,10,15.046176,13.478979746814387,14.836178691354885,8.976183495638216,0.07659465705707998,120,1.0,aligned,market proxy: cached high/low/amount when present; otherwise open/close range and volume*average-price proxies,comparable,17,available,,10.181856437699762,11.561790759060765,9.126549744451077,0.07178434641262327,15,2026-01-09,2026-08-10,available,,44.958267031545766,46.242988090302,8.496832399181436,0.1546740263077069,5,2026-06-12,2026-08-10,available,
combo-direct-4factor-paper-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ,COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)) - ZSCORE(RANK(MARKET_CAP)))) / 4",reversal_chip_turn_paper,1,10,12.774432000000001,8.690440551534607,14.137377373083174,36.02471442823126,0.10775381547358874,120,1.0,aligned,Tushare PIT financial proxy; consolidated statements and reconstructed TTM,comparable,20,available,,0.40515079030402845,5.619748556855094,34.48808046660758,0.06884247768714723,15,2026-01-09,2026-08-10,available,,44.883537441263044,49.88553038715482,33.0819639278557,0.20043431501942083,5,2026-06-12,2026-08-10,available,
t10-nomcap-plus-impact-20260911-candidates.report:T10-NOMCAP-PLUS-IMPACT,T10-NOMCAP-PLUS-IMPACT,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))) / 4",t10_nomcap_plus_impact,1,10,14.225216,11.057916708243205,16.248717761922947,34.33069479946918,0.10744864649804277,120,1.0,aligned,market proxy: cached high/low/amount when present; otherwise open/close range and volume*average-price proxies,comparable,19,available,,3.1690345166464344,8.065339547591096,32.382969781380034,0.07110417652695986,15,2026-01-09,2026-08-10,available,,44.78763924284414,49.521669028274985,31.309720803114026,0.19213730614690666,5,2026-06-12,2026-08-10,available,
h03-t10-single-20260911-candidates.report:H03-T10-SINGLE,H03-T10-SINGLE,"RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))",impact60,1,10,16.443255999999998,15.015905748754058,16.40982102244536,9.219016360392212,0.06097827728605307,120,1.0,aligned,market proxy: cached high/low/amount when present; otherwise open/close range and volume*average-price proxies,comparable,17,available,,16.97457236830738,18.321743860289633,8.909864364961976,0.06365449650221296,15,2026-01-09,2026-08-10,available,,44.235082913905075,45.67265314667516,9.507739634722787,0.12790342129681337,5,2026-06-12,2026-08-10,available,
t10-newdirections-20260911-candidates.report:T10-SIZE-PLUS-WC-MCAP,T10-SIZE-PLUS-WC-MCAP,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK((CURRENT_ASSETS-INVENTORY-CURRENT_LIABILITIES)/(ABS(MARKET_CAP)+1))) / 5",t10_size_plus_wc_mcap,1,10,14.581016,11.284797530487545,16.443979832138954,34.12157606912308,0.11273948349776368,120,1.0,field_or_path_mismatch,"PIT proxy: working-capital term uses current balance fields when present, otherwise total assets - total liabilities",comparable,6,available,,1.2732637897259715,5.786311289856756,29.848197752187726,0.06433387804117566,15,2026-01-09,2026-08-10,available,,43.46580499721247,47.702837305355644,28.022700450682358,0.1873751295054514,5,2026-06-12,2026-08-10,available,
osr2-ret40-turn-bias-paper-composite-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-EQ,OSR2-RET40-TURN-BIAS-PAPER-EQ,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)) - ZSCORE(RANK(MARKET_CAP)))) / 3",reversal_turn_paper,1,10,11.643647999999999,8.650681354205688,14.405294510396654,38.059610821368835,0.1102826422740622,120,1.0,aligned,Tushare PIT financial proxy; consolidated statements and reconstructed TTM,comparable,20,available,,3.9380281245536137,9.476890302082325,36.63268635931687,0.0805920847679641,15,2026-01-09,2026-08-10,available,,42.66691117568476,48.123049532398184,36.085571142284564,0.1985400542134618,5,2026-06-12,2026-08-10,available,
combo-direct-4factor-size-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ,COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP)))) / 4",reversal_chip_turn_size_eq,1,10,16.383983999999998,11.16609953828009,16.571555731566516,35.750371648719735,0.1053370060779643,120,1.0,field_or_path_mismatch,direct local market-data reconstruction,comparable,19,available,,-0.7268962414282876,4.283492592059662,33.13749228497321,0.06444411174963563,15,2026-01-09,2026-08-10,available,,41.781638590676515,46.66623527352761,32.30553361674008,0.1893908040480347,5,2026-06-12,2026-08-10,available,
paper-derived-composite-cycle10-candidates.report:paper-derived-composite,paper-derived-composite,ZSCORE(RANK(book_to_market_ratio_lyr))+ZSCORE(RANK(oper_roe_lyr))-ZSCORE(RANK(gr_total_asset_lyr))-ZSCORE(RANK(MARKET_CAP)),paper_composite,1,10,11.202328,9.538055285987037,10.941020189912967,9.278868412208539,0.06900212415895936,120,1.0,aligned,Tushare PIT financial proxy; consolidated statements and reconstructed TTM,comparable,19,available,,2.770441897581167,4.255303900256133,9.820515890707451,0.05480051393578929,15,2026-01-09,2026-08-10,available,,41.70594243103351,42.94239479788914,8.17759501888646,0.14724228546129972,5,2026-06-12,2026-08-10,available,
osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",reversal_turn_paper_nomcap,1,10,4.672727999999999,1.1138226881990363,6.708899815369039,37.00447835429897,0.0742699221149382,16,1.0,field_or_path_mismatch,Tushare PIT financial proxy; consolidated statements and reconstructed TTM,comparable,0,available,,1.096440126845219,6.691521310320605,37.00450518171551,0.07426710129000731,16,2026-01-05,2026-08-18,available,,39.97427374063995,45.57891534384637,37.067735470941884,0.18152155612280416,6,2026-06-08,2026-08-18,available,
verify-field-scan-cycle10-20260910-candidates.report:VERIFY10-G260910-13,VERIFY10-G260910-13,"RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",impact_abs_return60,1,10,13.944184,10.796367915648295,12.109438627118886,8.684330102318729,0.050864769033325735,120,1.0,aligned,market proxy: cached high/low/amount when present; otherwise open/close range and volume*average-price proxies,comparable,15,available,,14.789761408829666,16.224807335034008,9.491044485478445,0.05303531144198366,15,2026-01-09,2026-08-10,available,,38.45017827665658,39.85145903035893,9.267729852528772,0.12184233940491493,5,2026-06-12,2026-08-10,available,
osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",reversal_turn_paper_nomcap,1,10,5.224711999999999,2.9065836187128116,8.626124763350719,37.82765307300203,0.09840114451128831,120,1.0,aligned,Tushare PIT financial proxy; consolidated statements and reconstructed TTM,comparable,20,available,,-0.14683557583755474,5.3661280376169,36.46139955988396,0.07537146580873084,15,2026-01-09,2026-08-10,available,,38.355384478632836,43.977948887450474,37.18627254509018,0.18618338937671797,5,2026-06-12,2026-08-10,available,
nonht-report-directions-20260909-formula.report:NONHT-CHIP-COST-250,NONHT-CHIP-COST-250,"RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1)",chip250,1,10,4.279336,2.63332467513993,6.223470188397146,23.74434863265354,0.07323056240442466,120,1.0,aligned,direct local market-data reconstruction,comparable,18,available,,-12.787802973963913,-9.133857504544414,24.16630601467922,0.027489306329804782,15,2026-01-09,2026-08-10,available,,37.34439960239346,40.89563991421754,23.487039099365614,0.16395204766768684,5,2026-06-12,2026-08-10,available,
combo-direct-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-EQ,COMBO-DIRECT-OSR2-CHIP-EQ,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1)) / 2",reversal_chip_eq,1,10,7.8760639999999995,3.575875281052064,9.872770248280565,41.646130735638245,0.08702654894750055,120,1.0,aligned,direct local market-data reconstruction,comparable,18,available,,-6.421218538908488,-0.02791905833264155,42.28372672338523,0.05408825392423213,15,2026-01-09,2026-08-10,available,,36.26960693649066,42.8401192832823,43.45576948936268,0.1849765694642304,5,2026-06-12,2026-08-10,available,
combo-direct-3factor-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-TURN-EQ,COMBO-DIRECT-OSR2-CHIP-TURN-EQ,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504))) / 3",reversal_chip_turn_eq,1,10,8.662416,6.130629086441827,12.081669719406335,39.35873434500336,0.095251364524128,120,1.0,aligned,direct local market-data reconstruction,comparable,18,available,,-6.728356387794994,-1.1761692700602575,36.72081427073238,0.06028434406829717,15,2026-01-09,2026-08-10,available,,33.753846006952976,39.359472229696195,37.07424750491549,0.18439501197437486,5,2026-06-12,2026-08-10,available,
verify-field-scan-20260910-candidates.report:VERIFY-E260910-04,VERIFY-E260910-04,RANK(book_to_market_ratio_lf) - RANK(MARKET_CAP),book_to_market_lf_minus_size,1,5,17.75808,15.109613953827852,17.157807419706856,6.773126540605172,0.06543723205850356,241,1.0,aligned,PIT proxy: book_to_market_ratio_lf mapped to latest announced equity / market cap,comparable,18,available,,9.49790068128741,11.540157110204076,6.753493481867285,0.05560111461562852,31,2026-01-09,2026-08-24,available,,33.47071673440121,35.544333324150976,6.857197717426492,0.1004254197572154,12,2026-06-05,2026-08-24,available,
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-TSRANK756,OSR4-RET40-BP-CFP-TSRANK756,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(TS_RANK(ratio_bm_ttm,756)) + RANK(TS_RANK(ratio_cfp_ttm,756))) / 3",reversal_bm_cfp_tsrank756,1,5,2.461280000000002,0.9286003004310872,9.09906331551166,27.018726901721475,0.0668320277307792,229,0.950207468879668,field_or_path_mismatch,Tushare PIT financial proxy; CFP component uses ocf_ttm_mv selected by the offline proxy diagnosis,comparable,4,available,,1.385843500128421,9.528010253006572,26.92515460607854,0.04764623580309626,31,2026-01-09,2026-08-24,available,,32.33534768625681,41.208730261801165,29.34319634769958,0.10099047090109074,12,2026-06-05,2026-08-24,available,
literature-rankic-optimization-20260909-formula.report:NONHT-FSCORELIKE-REV40-INTERACT,NONHT-FSCORELIKE-REV40-INTERACT,"RANK(1 - RETURNS(CLOSE,40)) * RANK((IF(oper_roa_net_ttm > 0,1,0) + IF(cfd_ocf_to_debt_ttm > 0,1,0) + IF(oper_roa_net_ttm > oper_roa_net_lyr,1,0) + IF(cfd_surplus_cash_multi_ttm > 1,1,0) + IF(fin_debt_to_asset_ttm < fin_debt_to_asset_lyr,1,0) + IF(fin_current_ratio_ttm > fin_current_ratio_lyr,1,0) + IF(oper_gross_margin_ttm > oper_gross_margin_lyr,1,0) + IF(oper_total_asset_turnover_ttm > oper_total_asset_turnover_lyr,1,0)) / 8)",fscore_interact,1,10,1.8427599999999984,1.1027706081048998,7.502602029508498,42.32692739023543,0.06927058083127348,120,1.0,field_or_path_mismatch,Tushare PIT financial proxy; consolidated statements and reconstructed TTM,comparable,11,available,,4.299217866827264,10.853639651599224,43.34935042838598,0.0637457897588067,15,2026-01-09,2026-08-10,available,,30.575406253407934,36.566623947244906,39.624455647069965,0.13756995953978637,5,2026-06-12,2026-08-10,available,
nonhuatai-factor-6-20260909.report:NONHT-FSCORELIKE-REV40,NONHT-FSCORELIKE-REV40,"(RANK(1 - RETURNS(CLOSE,40)) + RANK((IF(oper_roa_net_ttm > 0,1,0) + IF(cfd_ocf_to_debt_ttm > 0,1,0) + IF(oper_roa_net_ttm > oper_roa_net_lyr,1,0) + IF(cfd_surplus_cash_multi_ttm > 1,1,0) + IF(fin_debt_to_asset_ttm < fin_debt_to_asset_lyr,1,0) + IF(fin_current_ratio_ttm > fin_current_ratio_lyr,1,0) + IF(oper_gross_margin_ttm > oper_gross_margin_lyr,1,0) + IF(oper_total_asset_turnover_ttm > oper_total_asset_turnover_lyr,1,0)) / 8)) / 2",fscore_eq,1,10,1.8243760000000009,0.6078827410010507,6.992441036099958,42.225914650125056,0.0639512329904622,120,1.0,field_or_path_mismatch,Tushare PIT financial proxy; consolidated statements and reconstructed TTM,comparable,9,available,,5.057264742073099,11.588029793674883,43.19289055292185,0.0617377823428477,15,2026-01-09,2026-08-10,available,,30.500444702796674,36.506677307170435,39.723760610937546,0.13091064239207878,5,2026-06-12,2026-08-10,available,
