factor_a_id,factor_a_name,factor_a_report,factor_a_handler,factor_a_formula,factor_a_direction,factor_a_platform_factor_direction,factor_a_platform_factor_id,factor_a_platform_run_id,factor_a_configured_cycle,factor_a_platform_rank_ic,factor_a_platform_ic_mean,factor_a_platform_ic_ir,factor_a_platform_ic_p_value,factor_a_platform_monotonicity,factor_a_platform_gross_excess_pct,factor_a_platform_turnover_pct,factor_a_platform_annual_cost_pct,factor_a_platform_net_excess_pct,factor_a_platform_long_sharpe,factor_a_platform_long_max_drawdown_pct,factor_a_platform_long_monthly_win_rate_pct,factor_a_local_net_excess_pct,factor_b_id,factor_b_name,factor_b_report,factor_b_handler,factor_b_formula,factor_b_direction,factor_b_platform_factor_direction,factor_b_platform_factor_id,factor_b_platform_run_id,factor_b_configured_cycle,factor_b_platform_rank_ic,factor_b_platform_ic_mean,factor_b_platform_ic_ir,factor_b_platform_ic_p_value,factor_b_platform_monotonicity,factor_b_platform_gross_excess_pct,factor_b_platform_turnover_pct,factor_b_platform_annual_cost_pct,factor_b_platform_net_excess_pct,factor_b_platform_long_sharpe,factor_b_platform_long_max_drawdown_pct,factor_b_platform_long_monthly_win_rate_pct,factor_b_local_net_excess_pct,correlation,abs_correlation,high_correlation,days,std,pair_rows,common_stocks_mean,common_stocks_min,common_stocks_max
alphaprobe-net1-platform-20260914-candidates.report:F-NET01-PLAT-20260914,F-NET01-PLAT-20260914,alphaprobe-net1-platform-20260914-candidates.report.csv,wma_low_volume40,"WMA((((1/LOW)/LOW)/VOLUME),40)",1,1,6aa7cd278b01f62dc5146aed,6aa7cd283e7967143f8fb524,5,0.0577,0.0281,0.3041,0.0,0.99,16.06,8.04,2.4312959999999997,13.628703999999999,0.9352,33.95,63.33,,report-backed-untested-candidates.report:HT13-NEW-HIST-GPM-6Q,HT13-NEW-HIST-GPM-6Q,report-backed-untested-candidates.report.csv,quality_gross_margin_tsrank756,"TS_RANK(oper_gross_margin_ttm,756)",1,1,6a9fa567a7f535324660b2ce,6a9fa568a7f535324660b2cf,5,-0.0002,-0.002,-0.0577,0.5509,0.34,-3.42,11.21,3.389904,-6.8099039999999995,0.985,21.63,62.96,,-0.06782458736939119,0.06782458736939119,False,1211,0.02952834174514474,4830087,3988.511147811726,3286.0,4803.0
huatai-series13-candidates.report:HT13-VALUE-SP,HT13-VALUE-SP,huatai-series13-candidates.report.csv,value_sp,ratio_sp_ttm,1,1,6a9e899ca7f535324660b053,6a9e899d5d52c44d2f55be5b,5,0.0333,0.0045,0.0446,0.4893,0.8,1.0,2.94,0.889056,0.11094400000000004,0.4758,26.03,61.67,,report-backed-20260910-candidates.report:REPORT-ROIC-TTM-10D-20260910,REPORT-ROIC-TTM-10D-20260910,report-backed-20260910-candidates.report.csv,quality_roic,RANK(oper_roic_ttm),1,1,6aa2537ccffa1665a21014b0,6aa2537da7f535324660b768,10,-0.0062,-0.0125,-0.1224,0.1821,0.68,-9.05,3.0,0.45360000000000006,-9.5036,-0.0117,48.03,50.0,,0.0675226926531533,0.0675226926531533,False,1211,0.07236783670352635,5806555,4794.843104872007,4330.0,5098.0
huatai-series13-candidates.report:HT13-VALUE-BP,HT13-VALUE-BP,huatai-series13-candidates.report.csv,value_bm,ratio_bm_ttm,1,1,6a9e891a0f6165ec8f7f33d9,6a9e891acffa1665a2100bcd,5,0.0524,0.0154,0.1068,0.0985,0.88,3.36,4.17,1.261008,2.098992,0.6007,22.69,60.0,,huatai-series13-candidates.report:HT13-QUALITY-ROE,HT13-QUALITY-ROE,huatai-series13-candidates.report.csv,quality_roe,oper_roe_ttm,1,1,6a9e8be9a7f535324660b058,6a9e8beacffa1665a2100bd7,5,-0.0069,-0.0088,-0.131,0.043,0.9,-10.67,1.77,0.5352480000000001,-11.205248,-0.019,50.17,53.33,,-0.0673705581023999,0.0673705581023999,False,1211,0.08903024448431106,6017649,4969.156895127993,4427.0,5193.0
huatai-series13-candidates.report:HT13-VALUE-SP,HT13-VALUE-SP,huatai-series13-candidates.report.csv,value_sp,ratio_sp_ttm,1,1,6a9e899ca7f535324660b053,6a9e899d5d52c44d2f55be5b,5,0.0333,0.0045,0.0446,0.4893,0.8,1.0,2.94,0.889056,0.11094400000000004,0.4758,26.03,61.67,,oversold-rebound-recovery-candidates.report:OSR2-SMOOTH-RSI28,OSR2-SMOOTH-RSI28,oversold-rebound-recovery-candidates.report.csv,smooth_rsi28,"RANK(MA(1 - RSI(CLOSE,28) / 100,10))",1,1,6a9e7790ecb163ea7228ca65,6a9e7b8f5d52c44d2f55be49,5,0.0578,0.0266,0.1933,0.003,0.83,5.48,24.26,7.3362240000000005,-1.856224,0.5529,35.93,56.67,,0.0673291689286728,0.0673291689286728,False,1211,0.12711400130443054,5913150,4882.865400495459,4370.0,5181.0
h03-t10-single-20260911-candidates.report:H03-T10-SINGLE,H03-T10-SINGLE,h03-t10-single-20260911-candidates.report.csv,impact60,"RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))",1,1,6aa36bd3cffa1665a2101716,6aa36bd3ecb163ea7228cffe,10,0.0665,0.0486,0.3606,0.0001,0.98,17.86,9.37,1.416744,16.443255999999998,0.9367,30.85,65.0,,huatai-series13-candidates.report:HT13-VALUE-SP,HT13-VALUE-SP,huatai-series13-candidates.report.csv,value_sp,ratio_sp_ttm,1,1,6a9e899ca7f535324660b053,6a9e899d5d52c44d2f55be5b,5,0.0333,0.0045,0.0446,0.4893,0.8,1.0,2.94,0.889056,0.11094400000000004,0.4758,26.03,61.67,,-0.04825524560024145,0.04825524560024145,False,1211,0.05826636255323575,5907520,4878.216350123865,4319.0,5180.0
nonht-report-directions-20260909-formula.report:NONHT-CHIP-COST-250,NONHT-CHIP-COST-250,nonht-report-directions-20260909-formula.report.csv,chip250,"RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1)",1,1,6aa1239c6df2a192a47e78d4,6aa1239c6df2a192a47e78d5,10,0.0677,0.0373,0.2694,0.0038,0.96,9.34,33.47,5.060664,4.279336,0.6102,29.22,53.33,,oversold-rebound-recovery-candidates.report:OSR2-RSI-CROSS30,OSR2-RSI-CROSS30,oversold-rebound-recovery-candidates.report.csv,rsi_cross30,"RANK(1 - RSI(CLOSE,14) / 100) * AS_FLOAT(CROSS(RSI(CLOSE,14),30))",1,1,6a9e778d6df2a192a47e7346,6a9e79c0a7f535324660b00a,5,0.0018,-0.001,-0.0374,0.5614,0.42,1.57,89.86,27.173664,-25.603664,0.4305,35.13,58.33,,0.06694874290949117,0.06694874290949117,False,1090,0.07185039366759147,5754216,4751.623451692816,3946.0,5125.0
huatai-series13-candidates.report:HT13-QUALITY-CASH-DEBT,HT13-QUALITY-CASH-DEBT,huatai-series13-candidates.report.csv,quality_cash_debt,cfd_ocf_to_debt_ttm,1,1,6a9e8c26cffa1665a2100bd9,6a9e8c2751cdfe29b2e0b32c,5,0.0042,-0.0038,-0.0753,0.2427,0.71,-2.55,1.85,0.55944,-3.1094399999999998,0.2921,37.73,61.67,,huatai-series13-candidates.report:HT13-HIST-EP-2Q,HT13-HIST-EP-2Q,huatai-series13-candidates.report.csv,value_ep_tsrank126,"TS_RANK(ratio_ep_ttm,126)",1,1,6a9e8c64a7f535324660b059,6a9e8c643e7967143f8fa936,5,0.0211,0.0063,0.0957,0.1453,0.76,2.11,47.23,14.282351999999998,-12.172351999999998,0.4851,31.25,60.34,,0.06668959810041614,0.06668959810041614,False,1211,0.07619816629626704,5776154,4769.739058629232,3947.0,5107.0
alphaprobe-final-20260914-candidates.report:F-A18,F-A18,alphaprobe-final-20260914-candidates.report.csv,ma_reversion40,"0 - CLOSE / MA(CLOSE,40)",1,1,6aa7ac1c51cdfe29b2e0c5d6,6aa7ac1c5d52c44d2f55cad8,5,0.0674,0.0471,0.3188,0.0,0.71,8.1,39.54,11.956896,-3.8568960000000008,0.5736,41.09,56.67,,report-backed-20260910-candidates.report:REPORT-HIST-NETMARGIN-6Q-10D-20260910,REPORT-HIST-NETMARGIN-6Q-10D-20260910,report-backed-20260910-candidates.report.csv,quality_net_margin_tsrank378,"TS_RANK(oper_net_margin_ttm,378)",1,1,6aa253b9cffa1665a21014b8,6aa253baa7f535324660b76f,10,0.0056,0.0049,0.0871,0.408,0.41,-0.85,22.26,3.3657120000000003,-4.215712,0.5692,22.65,52.17,,-0.0666468575508254,0.0666468575508254,False,1211,0.090940291740386,5558561,4590.0586292320395,3739.0,5077.0
alphaprobe-gfn-platform-20260916-candidates.report:F-A18,F-A18,alphaprobe-gfn-platform-20260916-candidates.report.csv,ma_reversion40,"0 - CLOSE / MA(CLOSE,40)",1,1,6aaa43735d52c44d2f55ce57,6aaa43736df2a192a47e8d43,5,0.0646,0.0384,0.2892,0.0,0.67,3.51,38.73,11.711951999999998,-8.201951999999999,0.4393,43.66,53.33,,report-backed-20260910-candidates.report:REPORT-HIST-NETMARGIN-6Q-10D-20260910,REPORT-HIST-NETMARGIN-6Q-10D-20260910,report-backed-20260910-candidates.report.csv,quality_net_margin_tsrank378,"TS_RANK(oper_net_margin_ttm,378)",1,1,6aa253b9cffa1665a21014b8,6aa253baa7f535324660b76f,10,0.0056,0.0049,0.0871,0.408,0.41,-0.85,22.26,3.3657120000000003,-4.215712,0.5692,22.65,52.17,,-0.0666468575508254,0.0666468575508254,False,1211,0.090940291740386,5558561,4590.0586292320395,3739.0,5077.0
huatai-series13-candidates.report:HT13-QUALITY-ROE,HT13-QUALITY-ROE,huatai-series13-candidates.report.csv,quality_roe,oper_roe_ttm,1,1,6a9e8be9a7f535324660b058,6a9e8beacffa1665a2100bd7,5,-0.0069,-0.0088,-0.131,0.043,0.9,-10.67,1.77,0.5352480000000001,-11.205248,-0.019,50.17,53.33,,oversold-rebound-candidates.report:OSR-DD20-20D,OSR-DD20-20D,oversold-rebound-candidates.report.csv,drawdown20,"RANK(1 - CLOSE / TS_MAX(CLOSE,20))",1,1,6a9e6f5305a51446c21e76b5,6a9e701605a51446c21e76b9,5,0.0133,0.0151,0.1233,0.0567,0.53,0.91,44.78,13.541472,-12.631472,0.3256,42.79,56.67,,-0.06655854531133906,0.06655854531133906,False,1211,0.14210056263788548,6004500,4958.298926507019,4400.0,5185.0
nonhuatai-factor-6-20260909.report:NONHT-RESVOL-LOW,NONHT-RESVOL-LOW,nonhuatai-factor-6-20260909.report.csv,residual_volatility,RANK(-residual_volatility),1,1,6aa0e8ef5d52c44d2f55c0f1,6aa0e8f0a7f535324660b4ce,10,0.0884,0.0347,0.2831,0.0073,0.74,2.97,17.19,2.5991280000000003,0.37087199999999987,0.7367,23.77,52.73,,huatai-series13-candidates.report:HT13-HIST-ROA-6Q,HT13-HIST-ROA-6Q,huatai-series13-candidates.report.csv,quality_roa_tsrank756,"TS_RANK(oper_roa_net_ttm,756)",1,1,6a9e8ca3a7f535324660b05a,6a9e8ca4a7f535324660b05b,5,-0.0008,-0.0004,-0.009,0.9249,0.08,-2.93,6.0,1.8144000000000002,-4.744400000000001,0.9946,18.7,66.67,,-0.06639842416280793,0.06639842416280793,False,1211,0.05386160516912102,4268678,3524.9199009083404,9.0,4762.0
paper-derived-full.report:paper-derived-asset-growth,paper-derived-asset-growth,paper-derived-full.report.csv,asset_growth,RANK(gr_total_asset_lyr),0,0,6a9e2fde05a51446c21e7672,6a9e2fdf05a51446c21e7673,5,-0.0115,-0.0093,-0.1111,0.0856,0.86,1.4,2.1,0.6350399999999999,0.76496,0.3692,41.26,60.0,,huatai-series13-candidates.report:HT13-HIST-ROA-6Q,HT13-HIST-ROA-6Q,huatai-series13-candidates.report.csv,quality_roa_tsrank756,"TS_RANK(oper_roa_net_ttm,756)",1,1,6a9e8ca3a7f535324660b05a,6a9e8ca4a7f535324660b05b,5,-0.0008,-0.0004,-0.009,0.9249,0.08,-2.93,6.0,1.8144000000000002,-4.744400000000001,0.9946,18.7,66.67,,0.066333941077497,0.066333941077497,False,1211,0.0859092338745316,4268646,3524.8934764657306,9.0,4762.0
size-only-20260911-candidates.report:SIZE-ONLY-20260911,SIZE-ONLY-20260911,size-only-20260911-candidates.report.csv,size_only,RANK(MARKET_CAP),0,0,6aa3b8573e7967143f8faf29,6aa3b8576df2a192a47e7cfe,10,-0.0558,-0.0475,-0.2789,0.0028,0.93,22.72,8.51,1.286712,21.433287999999997,0.9965,36.67,63.33,,report-backed-untested-candidates.report:HT13-NEW-HIST-GPM-6Q,HT13-NEW-HIST-GPM-6Q,report-backed-untested-candidates.report.csv,quality_gross_margin_tsrank756,"TS_RANK(oper_gross_margin_ttm,756)",1,1,6a9fa567a7f535324660b2ce,6a9fa568a7f535324660b2cf,5,-0.0002,-0.002,-0.0577,0.5509,0.34,-3.42,11.21,3.389904,-6.8099039999999995,0.985,21.63,62.96,,0.06597520435101706,0.06597520435101706,False,1211,0.025194269644460112,4830087,3988.511147811726,3286.0,4803.0
oversold-rebound-recovery-candidates.report:OSR2-DD120,OSR2-DD120,oversold-rebound-recovery-candidates.report.csv,drawdown120,"RANK(1 - CLOSE / TS_MAX(CLOSE,120))",1,1,6a9e77906df2a192a47e7347,6a9e7b46ecb163ea7228ca6d,5,0.0329,0.0239,0.1841,0.0046,0.89,11.16,21.06,6.368544,4.791456,0.6278,38.08,58.33,,huatai-series13-candidates.report:HT13-ALPHA44,HT13-ALPHA44,huatai-series13-candidates.report.csv,alpha44,"-1 * CORR(HIGH, RANK(VOLUME), 5)",1,1,6a9e8dd7cffa1665a2100be0,6a9e8dd8cffa1665a2100be1,5,0.0454,0.0186,0.3351,0.0,0.99,7.97,86.24,26.078976,-18.108976000000002,0.6736,36.29,61.67,,0.06587604236063789,0.06587604236063789,False,1211,0.0708505945979165,5916671,4885.772914946326,4191.0,5169.0
oversold-rebound-recovery-candidates.report:OSR2-DD120,OSR2-DD120,oversold-rebound-recovery-candidates.report.csv,drawdown120,"RANK(1 - CLOSE / TS_MAX(CLOSE,120))",1,1,6a9e77906df2a192a47e7347,6a9e7b46ecb163ea7228ca6d,5,0.0329,0.0239,0.1841,0.0046,0.89,11.16,21.06,6.368544,4.791456,0.6278,38.08,58.33,,turnover-cost-cycle10-candidates.report:HT13-ALPHA44,HT13-ALPHA44,turnover-cost-cycle10-candidates.report.csv,alpha44,"-1 * CORR(HIGH, RANK(VOLUME), 5)",1,1,6a9fb90aa7f535324660b2fa,6a9fb90aa7f535324660b2fb,10,0.0396,0.0135,0.2485,0.0075,0.94,3.57,87.26,13.193712,-9.623712,0.4992,27.42,61.67,,0.06587604236063789,0.06587604236063789,False,1211,0.0708505945979165,5916671,4885.772914946326,4191.0,5169.0
positive-cycle10-candidates.report:OSR2-DD120,OSR2-DD120,positive-cycle10-candidates.report.csv,drawdown120,"RANK(1 - CLOSE / TS_MAX(CLOSE,120))",1,1,6a9fcd73ecb163ea7228cbed,6a9fcd73ecb163ea7228cbee,10,0.0405,0.0285,0.2085,0.0241,0.9,8.69,29.39,4.4437679999999995,4.246232,0.5506,28.55,55.0,,huatai-series13-candidates.report:HT13-ALPHA44,HT13-ALPHA44,huatai-series13-candidates.report.csv,alpha44,"-1 * CORR(HIGH, RANK(VOLUME), 5)",1,1,6a9e8dd7cffa1665a2100be0,6a9e8dd8cffa1665a2100be1,5,0.0454,0.0186,0.3351,0.0,0.99,7.97,86.24,26.078976,-18.108976000000002,0.6736,36.29,61.67,,0.06587604236063789,0.06587604236063789,False,1211,0.0708505945979165,5916671,4885.772914946326,4191.0,5169.0
positive-cycle10-candidates.report:OSR2-DD120,OSR2-DD120,positive-cycle10-candidates.report.csv,drawdown120,"RANK(1 - CLOSE / TS_MAX(CLOSE,120))",1,1,6a9fcd73ecb163ea7228cbed,6a9fcd73ecb163ea7228cbee,10,0.0405,0.0285,0.2085,0.0241,0.9,8.69,29.39,4.4437679999999995,4.246232,0.5506,28.55,55.0,,turnover-cost-cycle10-candidates.report:HT13-ALPHA44,HT13-ALPHA44,turnover-cost-cycle10-candidates.report.csv,alpha44,"-1 * CORR(HIGH, RANK(VOLUME), 5)",1,1,6a9fb90aa7f535324660b2fa,6a9fb90aa7f535324660b2fb,10,0.0396,0.0135,0.2485,0.0075,0.94,3.57,87.26,13.193712,-9.623712,0.4992,27.42,61.67,,0.06587604236063789,0.06587604236063789,False,1211,0.0708505945979165,5916671,4885.772914946326,4191.0,5169.0
h03-t10-single-20260911-candidates.report:H03-T10-SINGLE,H03-T10-SINGLE,h03-t10-single-20260911-candidates.report.csv,impact60,"RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))",1,1,6aa36bd3cffa1665a2101716,6aa36bd3ecb163ea7228cffe,10,0.0665,0.0486,0.3606,0.0001,0.98,17.86,9.37,1.416744,16.443255999999998,0.9367,30.85,65.0,,huatai-series13-candidates.report:HT13-VOL-STD-1M,HT13-VOL-STD-1M,huatai-series13-candidates.report.csv,volatility21,"STDDEV(RETURNS(CLOSE,1),21)",0,0,6a9e8ba8cffa1665a2100bd6,6a9e8ba85d52c44d2f55be5d,5,-0.0722,-0.029,-0.1639,0.0115,0.64,-0.74,24.78,7.493472,-8.233471999999999,0.5121,20.92,58.33,,-0.06564100744494888,0.06564100744494888,False,1211,0.1485459687877072,5982830,4940.404624277457,4331.0,5192.0
nonhuatai-factor-6-20260909.report:NONHT-RESVOL-LOW,NONHT-RESVOL-LOW,nonhuatai-factor-6-20260909.report.csv,residual_volatility,RANK(-residual_volatility),1,1,6aa0e8ef5d52c44d2f55c0f1,6aa0e8f0a7f535324660b4ce,10,0.0884,0.0347,0.2831,0.0073,0.74,2.97,17.19,2.5991280000000003,0.37087199999999987,0.7367,23.77,52.73,,high-potential-5-20260910-candidates.report:NEW-HIST-ROE-6Q,NEW-HIST-ROE-6Q,high-potential-5-20260910-candidates.report.csv,quality_roe_tsrank756,"TS_RANK(oper_roe_ttm,756)",1,1,6aa2335b3e7967143f8fad87,6aa2335b6df2a192a47e79ef,10,-0.0022,0.0003,0.0057,0.9669,0.11,-1.34,9.07,1.371384,-2.711384,1.0689,17.16,62.96,,-0.06531954946481769,0.06531954946481769,False,1211,0.13625008332644725,4852040,4006.639141205615,3298.0,4811.0
nonhuatai-factor-6-20260909.report:NONHT-CASH-CONVERSION,NONHT-CASH-CONVERSION,nonhuatai-factor-6-20260909.report.csv,cash_conversion,RANK(cfd_surplus_cash_multi_ttm),1,1,6aa0e9d6cffa1665a21011ab,6aa0e9d7cffa1665a21011ac,10,0.012,0.0026,0.0467,0.6097,0.07,1.02,6.88,1.0402559999999998,-0.02025599999999983,0.4158,24.7,58.33,,report-backed-untested-candidates.report:HT13-NEW-HIST-GPM-6Q,HT13-NEW-HIST-GPM-6Q,report-backed-untested-candidates.report.csv,quality_gross_margin_tsrank756,"TS_RANK(oper_gross_margin_ttm,756)",1,1,6a9fa567a7f535324660b2ce,6a9fa568a7f535324660b2cf,5,-0.0002,-0.002,-0.0577,0.5509,0.34,-3.42,11.21,3.389904,-6.8099039999999995,0.985,21.63,62.96,,0.06515065682318234,0.06515065682318234,False,1211,0.019575381809344566,4830087,3988.511147811726,3286.0,4803.0
oversold-rebound-candidates.report:OSR-DD20-20D,OSR-DD20-20D,oversold-rebound-candidates.report.csv,drawdown20,"RANK(1 - CLOSE / TS_MAX(CLOSE,20))",1,1,6a9e6f5305a51446c21e76b5,6a9e701605a51446c21e76b9,5,0.0133,0.0151,0.1233,0.0567,0.53,0.91,44.78,13.541472,-12.631472,0.3256,42.79,56.67,,paper-derived-full.report:paper-derived-profitability,paper-derived-profitability,paper-derived-full.report.csv,profitability,RANK(profitability),1,1,6a9e30249a167ed86a7f1ae1,6a9e30249a167ed86a7f1ae2,5,0.0287,0.0018,0.0147,0.8403,0.25,-2.81,5.48,1.6571520000000002,-4.4671520000000005,0.4366,19.45,50.0,,-0.06507961221540658,0.06507961221540658,False,1211,0.11499906734271888,5912868,4882.632535094963,4408.0,5178.0
high-potential-5-20260910-candidates.report:NEW-GROWTH-ROE-TTM,NEW-GROWTH-ROE-TTM,high-potential-5-20260910-candidates.report.csv,growth_roe,RANK(gr_roe_ttm),1,1,6aa2331b51cdfe29b2e0b957,6aa2331cecb163ea7228ce53,10,0.0113,-0.0019,-0.0209,0.8185,0.69,-1.44,6.56,0.991872,-2.431872,0.3062,31.75,56.67,,huatai-series13-candidates.report:HT13-GROWTH-OCF,HT13-GROWTH-OCF,huatai-series13-candidates.report.csv,growth_ocf,gr_ocf_ttm,1,1,6a9e8a61ecb163ea7228ca81,6a9e8a61ecb163ea7228ca82,5,0.0034,-0.0003,-0.0189,0.768,0.09,1.08,5.57,1.6843680000000003,-0.6043680000000002,0.4113,33.73,55.0,,0.06505103143019625,0.06505103143019625,False,1211,0.02228206946846584,5358273,4424.668042939719,3612.0,5025.0
h03-t10-single-20260911-candidates.report:H03-T10-SINGLE,H03-T10-SINGLE,h03-t10-single-20260911-candidates.report.csv,impact60,"RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))",1,1,6aa36bd3cffa1665a2101716,6aa36bd3ecb163ea7228cffe,10,0.0665,0.0486,0.3606,0.0001,0.98,17.86,9.37,1.416744,16.443255999999998,0.9367,30.85,65.0,,huatai-series13-candidates.report:HT13-QUALITY-CASH-DEBT,HT13-QUALITY-CASH-DEBT,huatai-series13-candidates.report.csv,quality_cash_debt,cfd_ocf_to_debt_ttm,1,1,6a9e8c26cffa1665a2100bd9,6a9e8c2751cdfe29b2e0b32c,5,0.0042,-0.0038,-0.0753,0.2427,0.71,-2.55,1.85,0.55944,-3.1094399999999998,0.2921,37.73,61.67,,-0.06492608857005441,0.06492608857005441,False,1211,0.036363657857807624,5982718,4940.312138728324,4331.0,5192.0
oversold-rebound-recovery-candidates.report:OSR2-DD120,OSR2-DD120,oversold-rebound-recovery-candidates.report.csv,drawdown120,"RANK(1 - CLOSE / TS_MAX(CLOSE,120))",1,1,6a9e77906df2a192a47e7347,6a9e7b46ecb163ea7228ca6d,5,0.0329,0.0239,0.1841,0.0046,0.89,11.16,21.06,6.368544,4.791456,0.6278,38.08,58.33,,oversold-rebound-recovery-candidates.report:OSR2-RSI-CROSS30,OSR2-RSI-CROSS30,oversold-rebound-recovery-candidates.report.csv,rsi_cross30,"RANK(1 - RSI(CLOSE,14) / 100) * AS_FLOAT(CROSS(RSI(CLOSE,14),30))",1,1,6a9e778d6df2a192a47e7346,6a9e79c0a7f535324660b00a,5,0.0018,-0.001,-0.0374,0.5614,0.42,1.57,89.86,27.173664,-25.603664,0.4305,35.13,58.33,,0.06464556527581203,0.06464556527581203,False,1092,0.06229397844892597,5917527,4886.479768786127,4192.0,5170.0
positive-cycle10-candidates.report:OSR2-DD120,OSR2-DD120,positive-cycle10-candidates.report.csv,drawdown120,"RANK(1 - CLOSE / TS_MAX(CLOSE,120))",1,1,6a9fcd73ecb163ea7228cbed,6a9fcd73ecb163ea7228cbee,10,0.0405,0.0285,0.2085,0.0241,0.9,8.69,29.39,4.4437679999999995,4.246232,0.5506,28.55,55.0,,oversold-rebound-recovery-candidates.report:OSR2-RSI-CROSS30,OSR2-RSI-CROSS30,oversold-rebound-recovery-candidates.report.csv,rsi_cross30,"RANK(1 - RSI(CLOSE,14) / 100) * AS_FLOAT(CROSS(RSI(CLOSE,14),30))",1,1,6a9e778d6df2a192a47e7346,6a9e79c0a7f535324660b00a,5,0.0018,-0.001,-0.0374,0.5614,0.42,1.57,89.86,27.173664,-25.603664,0.4305,35.13,58.33,,0.06464556527581203,0.06464556527581203,False,1092,0.06229397844892597,5917527,4886.479768786127,4192.0,5170.0
verify-field-scan-20260910-candidates.report:VERIFY-G260910-13,VERIFY-G260910-13,verify-field-scan-20260910-candidates.report.csv,impact_abs_return60,"RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",1,1,6aa28d80cffa1665a210157c,6aa28d80cffa1665a210157d,5,0.045,0.0346,0.2731,0.0,0.99,16.4,5.62,1.6994879999999999,14.700511999999998,0.8539,42.66,65.0,,report-backed-untested-candidates.report:HT13-NEW-ALPHA40,HT13-NEW-ALPHA40,report-backed-untested-candidates.report.csv,alpha40,"-1 * RANK(STDDEV(HIGH,10)) * CORR(HIGH,VOLUME,10)",1,1,6a9fa5a2cffa1665a2100ecf,6a9fa5a3cffa1665a2100ed0,5,0.069,0.034,0.3415,0.0,0.87,4.87,72.39,21.890736,-17.020736,0.5666,37.76,61.67,,0.06454561054925077,0.06454561054925077,False,1211,0.09374395314489722,5982829,4940.403798513625,4331.0,5192.0
verify-field-scan-cycle10-20260910-candidates.report:VERIFY10-G260910-13,VERIFY10-G260910-13,verify-field-scan-cycle10-20260910-candidates.report.csv,impact_abs_return60,"RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",1,1,6aa28ea3a7f535324660b83a,6aa28ea43e7967143f8fae33,10,0.0559,0.043,0.3041,0.0012,0.98,15.37,9.43,1.425816,13.944184,0.8357,32.54,61.67,,report-backed-untested-candidates.report:HT13-NEW-ALPHA40,HT13-NEW-ALPHA40,report-backed-untested-candidates.report.csv,alpha40,"-1 * RANK(STDDEV(HIGH,10)) * CORR(HIGH,VOLUME,10)",1,1,6a9fa5a2cffa1665a2100ecf,6a9fa5a3cffa1665a2100ed0,5,0.069,0.034,0.3415,0.0,0.87,4.87,72.39,21.890736,-17.020736,0.5666,37.76,61.67,,0.06454561054925077,0.06454561054925077,False,1211,0.09374395314489722,5982829,4940.403798513625,4331.0,5192.0
ht13-momentum-120d-d0.report:HT13-MOMENTUM-120D-D0,HT13-MOMENTUM-120D-D0,ht13-momentum-120d-d0.report.csv,momentum120,"RETURNS(CLOSE,120)",0,0,6aa4e3bd6df2a192a47e7ea3,6aa4e3bfa7f535324660bc2d,10,-0.0665,-0.0438,-0.2947,0.0018,0.83,7.73,35.97,5.438663999999999,2.291336000000001,0.6588,39.84,53.45,,high-potential-5-20260910-candidates.report:NEW-GROWTH-ROE-TTM,NEW-GROWTH-ROE-TTM,high-potential-5-20260910-candidates.report.csv,growth_roe,RANK(gr_roe_ttm),1,1,6aa2331b51cdfe29b2e0b957,6aa2331cecb163ea7228ce53,10,0.0113,-0.0019,-0.0209,0.8185,0.69,-1.44,6.56,0.991872,-2.431872,0.3062,31.75,56.67,,0.06454240844505343,0.06454240844505343,False,1211,0.06188264528915971,5358385,4424.760528488852,3612.0,5025.0
high-potential-5-20260910-candidates.report:NEW-GROWTH-ROE-TTM,NEW-GROWTH-ROE-TTM,high-potential-5-20260910-candidates.report.csv,growth_roe,RANK(gr_roe_ttm),1,1,6aa2331b51cdfe29b2e0b957,6aa2331cecb163ea7228ce53,10,0.0113,-0.0019,-0.0209,0.8185,0.69,-1.44,6.56,0.991872,-2.431872,0.3062,31.75,56.67,,huatai-series13-candidates.report:HT13-MOMENTUM-120D,HT13-MOMENTUM-120D,huatai-series13-candidates.report.csv,momentum120,"RETURNS(CLOSE,120)",1,1,6a9e8ae0ecb163ea7228ca86,6a9e8ae0ecb163ea7228ca87,5,-0.0562,-0.037,-0.2386,0.0003,0.83,-26.98,19.46,5.884704,-32.864704,-0.4728,111.98,46.55,,0.06454240844505343,0.06454240844505343,False,1211,0.06188264528915971,5358385,4424.760528488852,3612.0,5025.0
