factor_a_id,factor_a_name,factor_a_report,factor_a_handler,factor_a_formula,factor_a_direction,factor_a_platform_factor_direction,factor_a_platform_factor_id,factor_a_platform_run_id,factor_a_configured_cycle,factor_a_platform_rank_ic,factor_a_platform_ic_mean,factor_a_platform_ic_ir,factor_a_platform_ic_p_value,factor_a_platform_monotonicity,factor_a_platform_gross_excess_pct,factor_a_platform_turnover_pct,factor_a_platform_annual_cost_pct,factor_a_platform_net_excess_pct,factor_a_platform_long_sharpe,factor_a_platform_long_max_drawdown_pct,factor_a_platform_long_monthly_win_rate_pct,factor_a_local_net_excess_pct,factor_b_id,factor_b_name,factor_b_report,factor_b_handler,factor_b_formula,factor_b_direction,factor_b_platform_factor_direction,factor_b_platform_factor_id,factor_b_platform_run_id,factor_b_configured_cycle,factor_b_platform_rank_ic,factor_b_platform_ic_mean,factor_b_platform_ic_ir,factor_b_platform_ic_p_value,factor_b_platform_monotonicity,factor_b_platform_gross_excess_pct,factor_b_platform_turnover_pct,factor_b_platform_annual_cost_pct,factor_b_platform_net_excess_pct,factor_b_platform_long_sharpe,factor_b_platform_long_max_drawdown_pct,factor_b_platform_long_monthly_win_rate_pct,factor_b_local_net_excess_pct,correlation,abs_correlation,high_correlation,days,std,pair_rows,common_stocks_mean,common_stocks_min,common_stocks_max
huatai-series13-candidates.report:HT13-VALUE-BP,HT13-VALUE-BP,huatai-series13-candidates.report.csv,value_bm,ratio_bm_ttm,1,1,6a9e891a0f6165ec8f7f33d9,6a9e891acffa1665a2100bcd,5,0.0524,0.0154,0.1068,0.0985,0.88,3.36,4.17,1.261008,2.098992,0.6007,22.69,60.0,,high-potential-5-20260910-candidates.report:NEW-GROWTH-ROE-TTM,NEW-GROWTH-ROE-TTM,high-potential-5-20260910-candidates.report.csv,growth_roe,RANK(gr_roe_ttm),1,1,6aa2331b51cdfe29b2e0b957,6aa2331cecb163ea7228ce53,10,0.0113,-0.0019,-0.0209,0.8185,0.69,-1.44,6.56,0.991872,-2.431872,0.3062,31.75,56.67,,-0.06442306839442549,0.06442306839442549,False,1211,0.02786314761570041,5358385,4424.760528488852,3612.0,5025.0
oversold-rebound-recovery-candidates.report:OSR2-DD120,OSR2-DD120,oversold-rebound-recovery-candidates.report.csv,drawdown120,"RANK(1 - CLOSE / TS_MAX(CLOSE,120))",1,1,6a9e77906df2a192a47e7347,6a9e7b46ecb163ea7228ca6d,5,0.0329,0.0239,0.1841,0.0046,0.89,11.16,21.06,6.368544,4.791456,0.6278,38.08,58.33,,paper-derived-full.report:paper-derived-roe,paper-derived-roe,paper-derived-full.report.csv,quality_roe_lyr,RANK(oper_roe_lyr),1,1,6a9e2f96b2a0c66c6431012a,6a9e2f97b2a0c66c6431012b,5,-0.0114,-0.0173,-0.1795,0.0057,0.89,-12.73,1.87,0.565488,-13.295488,-0.1215,59.55,55.0,,-0.06430794655351212,0.06430794655351212,False,1211,0.14557576249159412,5888665,4862.646573080099,4163.0,5144.0
positive-cycle10-candidates.report:OSR2-DD120,OSR2-DD120,positive-cycle10-candidates.report.csv,drawdown120,"RANK(1 - CLOSE / TS_MAX(CLOSE,120))",1,1,6a9fcd73ecb163ea7228cbed,6a9fcd73ecb163ea7228cbee,10,0.0405,0.0285,0.2085,0.0241,0.9,8.69,29.39,4.4437679999999995,4.246232,0.5506,28.55,55.0,,paper-derived-full.report:paper-derived-roe,paper-derived-roe,paper-derived-full.report.csv,quality_roe_lyr,RANK(oper_roe_lyr),1,1,6a9e2f96b2a0c66c6431012a,6a9e2f97b2a0c66c6431012b,5,-0.0114,-0.0173,-0.1795,0.0057,0.89,-12.73,1.87,0.565488,-13.295488,-0.1215,59.55,55.0,,-0.06430794655351212,0.06430794655351212,False,1211,0.14557576249159412,5888665,4862.646573080099,4163.0,5144.0
high-potential-5-20260910-candidates.report:NEW-VALUE-EVEBITDA,NEW-VALUE-EVEBITDA,high-potential-5-20260910-candidates.report.csv,ev_ebitda_proxy,RANK(-ratio_ev_ebitda_ttm),1,1,6aa233bf6df2a192a47e79f1,6aa233c051cdfe29b2e0b958,10,0.0202,0.0125,0.1731,0.0604,0.87,4.31,6.55,0.99036,3.3196399999999997,0.4379,37.18,58.33,,oversold-rebound-recovery-candidates.report:OSR2-MODERATE-DD60,OSR2-MODERATE-DD60,oversold-rebound-recovery-candidates.report.csv,moderate_drawdown60,"RANK(-ABS((1 - CLOSE / TS_MAX(CLOSE,60)) - 0.10))",1,1,6a9e778b51cdfe29b2e0b2f5,6a9e783ecffa1665a2100b89,5,-0.0077,-0.0136,-0.1281,0.0478,0.96,-8.98,74.3,22.46832,-31.44832,0.0348,43.28,56.67,,-0.06423667021174394,0.06423667021174394,False,1211,0.055361764334161345,5908689,4879.18166804294,4324.0,5176.0
paper-derived-full.report:paper-derived-asset-growth,paper-derived-asset-growth,paper-derived-full.report.csv,asset_growth,RANK(gr_total_asset_lyr),0,0,6a9e2fde05a51446c21e7672,6a9e2fdf05a51446c21e7673,5,-0.0115,-0.0093,-0.1111,0.0856,0.86,1.4,2.1,0.6350399999999999,0.76496,0.3692,41.26,60.0,,nonhuatai-factor-6-20260909.report:NONHT-CASH-CONVERSION,NONHT-CASH-CONVERSION,nonhuatai-factor-6-20260909.report.csv,cash_conversion,RANK(cfd_surplus_cash_multi_ttm),1,1,6aa0e9d6cffa1665a21011ab,6aa0e9d7cffa1665a21011ac,10,0.012,0.0026,0.0467,0.6097,0.07,1.02,6.88,1.0402559999999998,-0.02025599999999983,0.4158,24.7,58.33,,0.0640699203510547,0.0640699203510547,False,1211,0.04776425936475344,5913921,4883.502064409578,4424.0,5185.0
high-potential-5-20260910-candidates.report:NEW-VALUE-EVEBITDA,NEW-VALUE-EVEBITDA,high-potential-5-20260910-candidates.report.csv,ev_ebitda_proxy,RANK(-ratio_ev_ebitda_ttm),1,1,6aa233bf6df2a192a47e79f1,6aa233c051cdfe29b2e0b958,10,0.0202,0.0125,0.1731,0.0604,0.87,4.31,6.55,0.99036,3.3196399999999997,0.4379,37.18,58.33,,huatai-series13-candidates.report:HT13-HIST-ROA-6Q,HT13-HIST-ROA-6Q,huatai-series13-candidates.report.csv,quality_roa_tsrank756,"TS_RANK(oper_roa_net_ttm,756)",1,1,6a9e8ca3a7f535324660b05a,6a9e8ca4a7f535324660b05b,5,-0.0008,-0.0004,-0.009,0.9249,0.08,-2.93,6.0,1.8144000000000002,-4.744400000000001,0.9946,18.7,66.67,,-0.06392956025827913,0.06392956025827913,False,1211,0.07446642316201377,4268653,3524.899256812552,9.0,4762.0
huatai-series13-candidates.report:HT13-VALUE-SP,HT13-VALUE-SP,huatai-series13-candidates.report.csv,value_sp,ratio_sp_ttm,1,1,6a9e899ca7f535324660b053,6a9e899d5d52c44d2f55be5b,5,0.0333,0.0045,0.0446,0.4893,0.8,1.0,2.94,0.889056,0.11094400000000004,0.4758,26.03,61.67,,literature-rankic-optimization-20260909-python.report:NONHT-MAX5-LOW-21D,NONHT-MAX5-LOW-21D,literature-rankic-optimization-20260909-python.report.csv,max5_low21,literature-rankic-optimization-20260909-max5.py,1,1,6aa1061451cdfe29b2e0b76f,6aa106153e7967143f8fac67,10,0.0155,0.007,0.1083,0.2377,0.6,1.21,86.91,13.140792000000001,-11.930792,0.401,28.18,53.33,,0.06387535619482086,0.06387535619482086,False,1211,0.1303828130700997,5879496,4855.075144508671,4349.0,5171.0
oversold-rebound-candidates.report:OSR-RET10-20D,OSR-RET10-20D,oversold-rebound-candidates.report.csv,reversal10,"RANK(1 - RETURNS(CLOSE,10))",1,1,6a9e6f53b2a0c66c643101c1,6a9e6fcfb2a0c66c643101cb,5,0.0453,0.0235,0.1885,0.0038,0.5,-0.32,67.84,20.514816,-20.834816,0.299,42.2,53.33,,oversold-rebound-recovery-candidates.report:OSR2-RSI-CROSS30,OSR2-RSI-CROSS30,oversold-rebound-recovery-candidates.report.csv,rsi_cross30,"RANK(1 - RSI(CLOSE,14) / 100) * AS_FLOAT(CROSS(RSI(CLOSE,14),30))",1,1,6a9e778d6df2a192a47e7346,6a9e79c0a7f535324660b00a,5,0.0018,-0.001,-0.0374,0.5614,0.42,1.57,89.86,27.173664,-25.603664,0.4305,35.13,58.33,,0.06368579977890268,0.06368579977890268,False,1118,0.06734388816181536,6032684,4981.57225433526,4444.0,5205.0
h03-t10-single-20260911-candidates.report:H03-T10-SINGLE,H03-T10-SINGLE,h03-t10-single-20260911-candidates.report.csv,impact60,"RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))",1,1,6aa36bd3cffa1665a2101716,6aa36bd3ecb163ea7228cffe,10,0.0665,0.0486,0.3606,0.0001,0.98,17.86,9.37,1.416744,16.443255999999998,0.9367,30.85,65.0,,huatai-series13-candidates.report:HT13-HIST-EP-2Q,HT13-HIST-EP-2Q,huatai-series13-candidates.report.csv,value_ep_tsrank126,"TS_RANK(ratio_ep_ttm,126)",1,1,6a9e8c64a7f535324660b059,6a9e8c643e7967143f8fa936,5,0.0211,0.0063,0.0957,0.1453,0.76,2.11,47.23,14.282351999999998,-12.172351999999998,0.4851,31.25,60.34,,-0.06347902666666998,0.06347902666666998,False,1211,0.08200044868662275,5776266,4769.831544178365,3947.0,5107.0
verify-field-scan-20260910-candidates.report:VERIFY-G260910-13,VERIFY-G260910-13,verify-field-scan-20260910-candidates.report.csv,impact_abs_return60,"RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",1,1,6aa28d80cffa1665a210157c,6aa28d80cffa1665a210157d,5,0.045,0.0346,0.2731,0.0,0.99,16.4,5.62,1.6994879999999999,14.700511999999998,0.8539,42.66,65.0,,oversold-rebound-recovery-candidates.report:OSR2-MODERATE-RSI35,OSR2-MODERATE-RSI35,oversold-rebound-recovery-candidates.report.csv,rsi35,"RANK(IF(RSI(CLOSE,14)<50,-ABS(RSI(CLOSE,14)-35),-99999))",1,1,6a9e778a3e7967143f8fa90c,6a9e77a3a7f535324660afff,5,0.0389,0.0169,0.1565,0.0159,0.82,2.76,68.82,20.811168,-18.051167999999997,0.452,38.16,53.33,,-0.06343114833113533,0.06343114833113533,False,1211,0.14828438630888646,5982830,4940.404624277457,4331.0,5192.0
verify-field-scan-cycle10-20260910-candidates.report:VERIFY10-G260910-13,VERIFY10-G260910-13,verify-field-scan-cycle10-20260910-candidates.report.csv,impact_abs_return60,"RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",1,1,6aa28ea3a7f535324660b83a,6aa28ea43e7967143f8fae33,10,0.0559,0.043,0.3041,0.0012,0.98,15.37,9.43,1.425816,13.944184,0.8357,32.54,61.67,,oversold-rebound-recovery-candidates.report:OSR2-MODERATE-RSI35,OSR2-MODERATE-RSI35,oversold-rebound-recovery-candidates.report.csv,rsi35,"RANK(IF(RSI(CLOSE,14)<50,-ABS(RSI(CLOSE,14)-35),-99999))",1,1,6a9e778a3e7967143f8fa90c,6a9e77a3a7f535324660afff,5,0.0389,0.0169,0.1565,0.0159,0.82,2.76,68.82,20.811168,-18.051167999999997,0.452,38.16,53.33,,-0.06343114833113533,0.06343114833113533,False,1211,0.14828438630888646,5982830,4940.404624277457,4331.0,5192.0
huatai-series13-candidates.report:HT13-TURN-BIAS-1M,HT13-TURN-BIAS-1M,huatai-series13-candidates.report.csv,turn_bias,"MA(TURNOVER,21) / MA(TURNOVER,504) - 1",0,0,6a9e8b253e7967143f8fa933,6a9e8b263e7967143f8fa934,5,-0.0652,-0.0368,-0.3172,0.0001,0.87,11.17,15.68,4.741632,6.428368,0.9929,24.89,61.54,,paper-derived-full.report:paper-derived-roe,paper-derived-roe,paper-derived-full.report.csv,quality_roe_lyr,RANK(oper_roe_lyr),1,1,6a9e2f96b2a0c66c6431012a,6a9e2f97b2a0c66c6431012b,5,-0.0114,-0.0173,-0.1795,0.0057,0.89,-12.73,1.87,0.565488,-13.295488,-0.1215,59.55,55.0,,-0.06292284125706127,0.06292284125706127,False,1211,0.0876547845656737,5339819,4409.429397192403,3591.0,5010.0
positive-cycle10-candidates.report:HT13-TURN-BIAS-1M,HT13-TURN-BIAS-1M,positive-cycle10-candidates.report.csv,turn_bias,"MA(TURNOVER,21) / MA(TURNOVER,504) - 1",0,0,6a9fcdb251cdfe29b2e0b56b,6a9fcdb23e7967143f8faaee,10,-0.0737,-0.0442,-0.3612,0.0019,0.86,9.04,26.97,4.077864,4.962135999999999,0.9491,22.94,58.97,,paper-derived-full.report:paper-derived-roe,paper-derived-roe,paper-derived-full.report.csv,quality_roe_lyr,RANK(oper_roe_lyr),1,1,6a9e2f96b2a0c66c6431012a,6a9e2f97b2a0c66c6431012b,5,-0.0114,-0.0173,-0.1795,0.0057,0.89,-12.73,1.87,0.565488,-13.295488,-0.1215,59.55,55.0,,-0.06292284125706127,0.06292284125706127,False,1211,0.0876547845656737,5339819,4409.429397192403,3591.0,5010.0
huatai-turn-bias-positive.report:HT13-TURN-BIAS-1M-POS,HT13-TURN-BIAS-1M-POS,huatai-turn-bias-positive.report.csv,turn_signal,"1 - MA(TURNOVER,21) / MA(TURNOVER,504)",1,1,6a9e9449a7f535324660b07d,6a9e944aa7f535324660b07e,5,0.0653,0.0369,0.3173,0.0001,0.87,11.14,15.69,4.744656,6.395344000000001,0.9915,24.89,61.54,,paper-derived-full.report:paper-derived-roe,paper-derived-roe,paper-derived-full.report.csv,quality_roe_lyr,RANK(oper_roe_lyr),1,1,6a9e2f96b2a0c66c6431012a,6a9e2f97b2a0c66c6431012b,5,-0.0114,-0.0173,-0.1795,0.0057,0.89,-12.73,1.87,0.565488,-13.295488,-0.1215,59.55,55.0,,0.06292284125706127,0.06292284125706127,False,1211,0.0876547845656737,5339819,4409.429397192403,3591.0,5010.0
huatai-series13-candidates.report:HT13-GROWTH-NP,HT13-GROWTH-NP,huatai-series13-candidates.report.csv,growth_net_profit,gr_net_profit_ttm,1,1,6a9e8a21cffa1665a2100bd3,6a9e8a22a7f535324660b054,5,-0.0042,-0.0026,-0.0753,0.2427,0.81,-3.3,3.76,1.137024,-4.437024,0.2239,48.23,51.67,,oversold-rebound-candidates.report:OSR-RSI14-20D,OSR-RSI14-20D,oversold-rebound-candidates.report.csv,rsi14,"RANK(1 - RSI(CLOSE,14) / 100)",1,1,6a9e6f5405a51446c21e76b6,6a9e70a8b2a0c66c643101cd,5,0.0565,0.0264,0.2153,0.001,0.71,5.28,50.53,15.280272,-10.000271999999999,0.5283,35.01,55.0,,-0.06265615995084875,0.06265615995084875,False,1211,0.11343598773547985,6028863,4978.41701073493,4436.0,5203.0
huatai-series13-candidates.report:HT13-GROWTH-NP,HT13-GROWTH-NP,huatai-series13-candidates.report.csv,growth_net_profit,gr_net_profit_ttm,1,1,6a9e8a21cffa1665a2100bd3,6a9e8a22a7f535324660b054,5,-0.0042,-0.0026,-0.0753,0.2427,0.81,-3.3,3.76,1.137024,-4.437024,0.2239,48.23,51.67,,turnover-cost-cycle10-candidates.report:OSR-RSI14-20D,OSR-RSI14-20D,turnover-cost-cycle10-candidates.report.csv,rsi14,"RANK(1 - RSI(CLOSE,14) / 100)",1,1,6a9fb8c8a7f535324660b2f5,6a9fb8c9a7f535324660b2f6,10,0.0664,0.0348,0.2778,0.0029,0.81,5.31,66.05,9.986759999999999,-4.676759999999999,0.5404,30.44,53.33,,-0.06265615995084875,0.06265615995084875,False,1211,0.11343598773547985,6028863,4978.41701073493,4436.0,5203.0
alphaprobe-net1-platform-20260914-candidates.report:F-NET01-PLAT-20260914,F-NET01-PLAT-20260914,alphaprobe-net1-platform-20260914-candidates.report.csv,wma_low_volume40,"WMA((((1/LOW)/LOW)/VOLUME),40)",1,1,6aa7cd278b01f62dc5146aed,6aa7cd283e7967143f8fb524,5,0.0577,0.0281,0.3041,0.0,0.99,16.06,8.04,2.4312959999999997,13.628703999999999,0.9352,33.95,63.33,,high-potential-5-20260910-candidates.report:NEW-VALUE-EVEBITDA,NEW-VALUE-EVEBITDA,high-potential-5-20260910-candidates.report.csv,ev_ebitda_proxy,RANK(-ratio_ev_ebitda_ttm),1,1,6aa233bf6df2a192a47e79f1,6aa233c051cdfe29b2e0b958,10,0.0202,0.0125,0.1731,0.0604,0.87,4.31,6.55,0.99036,3.3196399999999997,0.4379,37.18,58.33,,0.04873136948464324,0.04873136948464324,False,1211,0.02592812070680478,5913403,4883.074318744839,4367.0,5177.0
nonhuatai-factor-6-20260909.report:NONHT-CASH-CONVERSION,NONHT-CASH-CONVERSION,nonhuatai-factor-6-20260909.report.csv,cash_conversion,RANK(cfd_surplus_cash_multi_ttm),1,1,6aa0e9d6cffa1665a21011ab,6aa0e9d7cffa1665a21011ac,10,0.012,0.0026,0.0467,0.6097,0.07,1.02,6.88,1.0402559999999998,-0.02025599999999983,0.4158,24.7,58.33,,oversold-rebound-candidates.report:OSR-DD20-20D,OSR-DD20-20D,oversold-rebound-candidates.report.csv,drawdown20,"RANK(1 - CLOSE / TS_MAX(CLOSE,20))",1,1,6a9e6f5305a51446c21e76b5,6a9e701605a51446c21e76b9,5,0.0133,0.0151,0.1233,0.0567,0.53,0.91,44.78,13.541472,-12.631472,0.3256,42.79,56.67,,-0.06253100552995004,0.06253100552995004,False,1211,0.050758591986955155,5912593,4882.4054500412885,4410.0,5179.0
nonhuatai-factor-6-20260909.report:NONHT-RESVOL-LOW,NONHT-RESVOL-LOW,nonhuatai-factor-6-20260909.report.csv,residual_volatility,RANK(-residual_volatility),1,1,6aa0e8ef5d52c44d2f55c0f1,6aa0e8f0a7f535324660b4ce,10,0.0884,0.0347,0.2831,0.0073,0.74,2.97,17.19,2.5991280000000003,0.37087199999999987,0.7367,23.77,52.73,,report-backed-20260910-candidates.report:REPORT-HIST-NETMARGIN-6Q-10D-20260910,REPORT-HIST-NETMARGIN-6Q-10D-20260910,report-backed-20260910-candidates.report.csv,quality_net_margin_tsrank378,"TS_RANK(oper_net_margin_ttm,378)",1,1,6aa253b9cffa1665a21014b8,6aa253baa7f535324660b76f,10,0.0056,0.0049,0.0871,0.408,0.41,-0.85,22.26,3.3657120000000003,-4.215712,0.5692,22.65,52.17,,-0.06248156391104263,0.06248156391104263,False,1211,0.044950143616227796,5362448,4428.115606936416,3611.0,5029.0
huatai-series13-candidates.report:HT13-GROWTH-NP,HT13-GROWTH-NP,huatai-series13-candidates.report.csv,growth_net_profit,gr_net_profit_ttm,1,1,6a9e8a21cffa1665a2100bd3,6a9e8a22a7f535324660b054,5,-0.0042,-0.0026,-0.0753,0.2427,0.81,-3.3,3.76,1.137024,-4.437024,0.2239,48.23,51.67,,nonhuatai-factor-6-20260909.report:NONHT-CASH-CONVERSION,NONHT-CASH-CONVERSION,nonhuatai-factor-6-20260909.report.csv,cash_conversion,RANK(cfd_surplus_cash_multi_ttm),1,1,6aa0e9d6cffa1665a21011ab,6aa0e9d7cffa1665a21011ac,10,0.012,0.0026,0.0467,0.6097,0.07,1.02,6.88,1.0402559999999998,-0.02025599999999983,0.4158,24.7,58.33,,0.06246347132471958,0.06246347132471958,False,1211,0.024234548846752916,5913953,4883.528488852188,4424.0,5185.0
size-only-20260911-candidates.report:SIZE-ONLY-20260911,SIZE-ONLY-20260911,size-only-20260911-candidates.report.csv,size_only,RANK(MARKET_CAP),0,0,6aa3b8573e7967143f8faf29,6aa3b8576df2a192a47e7cfe,10,-0.0558,-0.0475,-0.2789,0.0028,0.93,22.72,8.51,1.286712,21.433287999999997,0.9965,36.67,63.33,,huatai-series13-candidates.report:HT13-VOL-STD-1M,HT13-VOL-STD-1M,huatai-series13-candidates.report.csv,volatility21,"STDDEV(RETURNS(CLOSE,1),21)",0,0,6a9e8ba8cffa1665a2100bd6,6a9e8ba85d52c44d2f55be5d,5,-0.0722,-0.029,-0.1639,0.0115,0.64,-0.74,24.78,7.493472,-8.233471999999999,0.5121,20.92,58.33,,-0.0624425819036566,0.0624425819036566,False,1211,0.18830300398293368,6022110,4972.840627580512,4419.0,5199.0
alphaprobe-net1-platform-20260914-candidates.report:F-NET01-PLAT-20260914,F-NET01-PLAT-20260914,alphaprobe-net1-platform-20260914-candidates.report.csv,wma_low_volume40,"WMA((((1/LOW)/LOW)/VOLUME),40)",1,1,6aa7cd278b01f62dc5146aed,6aa7cd283e7967143f8fb524,5,0.0577,0.0281,0.3041,0.0,0.99,16.06,8.04,2.4312959999999997,13.628703999999999,0.9352,33.95,63.33,,huatai-series13-candidates.report:HT13-ALPHA44,HT13-ALPHA44,huatai-series13-candidates.report.csv,alpha44,"-1 * CORR(HIGH, RANK(VOLUME), 5)",1,1,6a9e8dd7cffa1665a2100be0,6a9e8dd8cffa1665a2100be1,5,0.0454,0.0186,0.3351,0.0,0.99,7.97,86.24,26.078976,-18.108976000000002,0.6736,36.29,61.67,,0.062300204564162104,0.062300204564162104,False,1211,0.07878334543558013,6003499,4957.472336911644,4378.0,5195.0
alphaprobe-net1-platform-20260914-candidates.report:F-NET01-PLAT-20260914,F-NET01-PLAT-20260914,alphaprobe-net1-platform-20260914-candidates.report.csv,wma_low_volume40,"WMA((((1/LOW)/LOW)/VOLUME),40)",1,1,6aa7cd278b01f62dc5146aed,6aa7cd283e7967143f8fb524,5,0.0577,0.0281,0.3041,0.0,0.99,16.06,8.04,2.4312959999999997,13.628703999999999,0.9352,33.95,63.33,,turnover-cost-cycle10-candidates.report:HT13-ALPHA44,HT13-ALPHA44,turnover-cost-cycle10-candidates.report.csv,alpha44,"-1 * CORR(HIGH, RANK(VOLUME), 5)",1,1,6a9fb90aa7f535324660b2fa,6a9fb90aa7f535324660b2fb,10,0.0396,0.0135,0.2485,0.0075,0.94,3.57,87.26,13.193712,-9.623712,0.4992,27.42,61.67,,0.062300204564162104,0.062300204564162104,False,1211,0.07878334543558013,6003499,4957.472336911644,4378.0,5195.0
alphaprobe-net1-platform-20260914-candidates.report:F-NET01-PLAT-20260914,F-NET01-PLAT-20260914,alphaprobe-net1-platform-20260914-candidates.report.csv,wma_low_volume40,"WMA((((1/LOW)/LOW)/VOLUME),40)",1,1,6aa7cd278b01f62dc5146aed,6aa7cd283e7967143f8fb524,5,0.0577,0.0281,0.3041,0.0,0.99,16.06,8.04,2.4312959999999997,13.628703999999999,0.9352,33.95,63.33,,report-backed-20260910-candidates.report:REPORT-HIST-ASSETTURN-6Q-10D-20260910,REPORT-HIST-ASSETTURN-6Q-10D-20260910,report-backed-20260910-candidates.report.csv,quality_asset_turnover_tsrank378,"TS_RANK(oper_total_asset_turnover_ttm,378)",1,1,6aa253f4a7f535324660b773,6aa253f5cffa1665a21014bd,10,0.0053,0.0094,0.1716,0.1051,0.93,2.57,25.4,3.84048,-1.27048,0.6248,27.88,56.52,,-0.062256671584234126,0.062256671584234126,False,1211,0.043604943312009675,5562777,4593.54004954583,3747.0,5079.0
oversold-rebound-candidates.report:OSR-DD20-20D,OSR-DD20-20D,oversold-rebound-candidates.report.csv,drawdown20,"RANK(1 - CLOSE / TS_MAX(CLOSE,20))",1,1,6a9e6f5305a51446c21e76b5,6a9e701605a51446c21e76b9,5,0.0133,0.0151,0.1233,0.0567,0.53,0.91,44.78,13.541472,-12.631472,0.3256,42.79,56.67,,oversold-rebound-recovery-candidates.report:OSR2-RSI-CROSS30,OSR2-RSI-CROSS30,oversold-rebound-recovery-candidates.report.csv,rsi_cross30,"RANK(1 - RSI(CLOSE,14) / 100) * AS_FLOAT(CROSS(RSI(CLOSE,14),30))",1,1,6a9e778d6df2a192a47e7346,6a9e79c0a7f535324660b00a,5,0.0018,-0.001,-0.0374,0.5614,0.42,1.57,89.86,27.173664,-25.603664,0.4305,35.13,58.33,,0.06210158085181896,0.06210158085181896,False,1113,0.06266337865784012,6024051,4974.443435177539,4423.0,5200.0
nonhuatai-factor-6-20260909.report:NONHT-MAX-LOW-21D,NONHT-MAX-LOW-21D,nonhuatai-factor-6-20260909.report.csv,max_return21_low,"RANK(-TS_MAX(RETURNS(CLOSE,1),21))",1,1,6aa0e8a76df2a192a47e781e,6aa0e8a8cffa1665a21011a8,10,0.0862,0.0351,0.2379,0.0103,0.78,1.91,51.71,7.818552,-5.908552,0.5569,20.9,61.67,,report-backed-20260910-candidates.report:REPORT-ROIC-TTM-10D-20260910,REPORT-ROIC-TTM-10D-20260910,report-backed-20260910-candidates.report.csv,quality_roic,RANK(oper_roic_ttm),1,1,6aa2537ccffa1665a21014b0,6aa2537da7f535324660b768,10,-0.0062,-0.0125,-0.1224,0.1821,0.68,-9.05,3.0,0.45360000000000006,-9.5036,-0.0117,48.03,50.0,,0.06169034196312772,0.06169034196312772,False,1211,0.09350814454614255,5902323,4873.924855491329,4322.0,5099.0
oversold-rebound-recovery-candidates.report:OSR2-RET40,OSR2-RET40,oversold-rebound-recovery-candidates.report.csv,reversal40,"RANK(1 - RETURNS(CLOSE,40))",1,1,6a9e778fecb163ea7228ca64,6a9e7abba7f535324660b013,5,0.0731,0.0389,0.2718,0.0,0.88,13.25,40.41,12.219983999999998,1.0300160000000016,0.7374,40.2,58.33,,literature-rankic-optimization-20260909-python.report:NONHT-MAX5-LOW-21D,NONHT-MAX5-LOW-21D,literature-rankic-optimization-20260909-python.report.csv,max5_low21,literature-rankic-optimization-20260909-max5.py,1,1,6aa1061451cdfe29b2e0b76f,6aa106153e7967143f8fac67,10,0.0155,0.007,0.1083,0.2377,0.6,1.21,86.91,13.140792000000001,-11.930792,0.401,28.18,53.33,,0.06163897265572432,0.06163897265572432,False,1211,0.0810214917703983,5963629,4924.549132947976,4304.0,5176.0
positive-cycle10-candidates.report:OSR2-RET40,OSR2-RET40,positive-cycle10-candidates.report.csv,reversal40,"RANK(1 - RETURNS(CLOSE,40))",1,1,6a9fcd2d6df2a192a47e765b,6a9fcd2e6df2a192a47e765c,10,0.0908,0.0512,0.3602,0.0001,0.91,13.35,55.02,8.319024,5.030975999999999,0.738,30.05,60.0,,literature-rankic-optimization-20260909-python.report:NONHT-MAX5-LOW-21D,NONHT-MAX5-LOW-21D,literature-rankic-optimization-20260909-python.report.csv,max5_low21,literature-rankic-optimization-20260909-max5.py,1,1,6aa1061451cdfe29b2e0b76f,6aa106153e7967143f8fac67,10,0.0155,0.007,0.1083,0.2377,0.6,1.21,86.91,13.140792000000001,-11.930792,0.401,28.18,53.33,,0.06163897265572432,0.06163897265572432,False,1211,0.0810214917703983,5963629,4924.549132947976,4304.0,5176.0
literature-rankic-optimization-20260909-python.report:NONHT-MAX5-LOW-21D,NONHT-MAX5-LOW-21D,literature-rankic-optimization-20260909-python.report.csv,max5_low21,literature-rankic-optimization-20260909-max5.py,1,1,6aa1061451cdfe29b2e0b76f,6aa106153e7967143f8fac67,10,0.0155,0.007,0.1083,0.2377,0.6,1.21,86.91,13.140792000000001,-11.930792,0.401,28.18,53.33,,oversold-rebound-candidates.report:OSR-DD20-20D,OSR-DD20-20D,oversold-rebound-candidates.report.csv,drawdown20,"RANK(1 - CLOSE / TS_MAX(CLOSE,20))",1,1,6a9e6f5305a51446c21e76b5,6a9e701605a51446c21e76b9,5,0.0133,0.0151,0.1233,0.0567,0.53,0.91,44.78,13.541472,-12.631472,0.3256,42.79,56.67,,0.06145615359979545,0.06145615359979545,False,1211,0.08101291120298557,5983352,4940.835672997523,4351.0,5180.0
