index,depth,sequence,path,parent_index,scale,label
58,3,LME>LME>OP,H>H>H,10.0,0.3535533905932738,LME>LME>OP [H>H>H]
59,3,LME>LME>Investment,L>L>L,7.0,0.3535533905932738,LME>LME>Investment [L>L>L]
60,3,LME>LME>Investment,L>L>H,7.0,0.3535533905932738,LME>LME>Investment [L>L>H]
61,3,LME>LME>Investment,L>H>L,8.0,0.3535533905932738,LME>LME>Investment [L>H>L]
62,3,LME>LME>Investment,L>H>H,8.0,0.3535533905932738,LME>LME>Investment [L>H>H]
63,3,LME>LME>Investment,H>L>L,9.0,0.3535533905932738,LME>LME>Investment [H>L>L]
64,3,LME>LME>Investment,H>L>H,9.0,0.3535533905932738,LME>LME>Investment [H>L>H]
65,3,LME>LME>Investment,H>H>L,10.0,0.3535533905932738,LME>LME>Investment [H>H>L]
66,3,LME>LME>Investment,H>H>H,10.0,0.3535533905932738,LME>LME>Investment [H>H>H]
67,3,LME>OP>LME,L>L>L,11.0,0.3535533905932738,LME>OP>LME [L>L>L]
68,3,LME>OP>LME,L>L>H,11.0,0.3535533905932738,LME>OP>LME [L>L>H]
69,3,LME>OP>LME,L>H>L,12.0,0.3535533905932738,LME>OP>LME [L>H>L]
70,3,LME>OP>LME,L>H>H,12.0,0.3535533905932738,LME>OP>LME [L>H>H]
71,3,LME>OP>LME,H>L>L,13.0,0.3535533905932738,LME>OP>LME [H>L>L]
72,3,LME>OP>LME,H>L>H,13.0,0.3535533905932738,LME>OP>LME [H>L>H]
73,3,LME>OP>LME,H>H>L,14.0,0.3535533905932738,LME>OP>LME [H>H>L]
74,3,LME>OP>LME,H>H>H,14.0,0.3535533905932738,LME>OP>LME [H>H>H]
75,3,LME>OP>OP,L>L>L,11.0,0.3535533905932738,LME>OP>OP [L>L>L]
76,3,LME>OP>OP,L>L>H,11.0,0.3535533905932738,LME>OP>OP [L>L>H]
77,3,LME>OP>OP,L>H>L,12.0,0.3535533905932738,LME>OP>OP [L>H>L]
78,3,LME>OP>OP,L>H>H,12.0,0.3535533905932738,LME>OP>OP [L>H>H]
79,3,LME>OP>OP,H>L>L,13.0,0.3535533905932738,LME>OP>OP [H>L>L]
80,3,LME>OP>OP,H>L>H,13.0,0.3535533905932738,LME>OP>OP [H>L>H]
81,3,LME>OP>OP,H>H>L,14.0,0.3535533905932738,LME>OP>OP [H>H>L]
82,3,LME>OP>OP,H>H>H,14.0,0.3535533905932738,LME>OP>OP [H>H>H]
83,3,LME>OP>Investment,L>L>L,11.0,0.3535533905932738,LME>OP>Investment [L>L>L]
84,3,LME>OP>Investment,L>L>H,11.0,0.3535533905932738,LME>OP>Investment [L>L>H]
85,3,LME>OP>Investment,L>H>L,12.0,0.3535533905932738,LME>OP>Investment [L>H>L]
86,3,LME>OP>Investment,L>H>H,12.0,0.3535533905932738,LME>OP>Investment [L>H>H]
87,3,LME>OP>Investment,H>L>L,13.0,0.3535533905932738,LME>OP>Investment [H>L>L]
88,3,LME>OP>Investment,H>L>H,13.0,0.3535533905932738,LME>OP>Investment [H>L>H]
89,3,LME>OP>Investment,H>H>L,14.0,0.3535533905932738,LME>OP>Investment [H>H>L]
90,3,LME>OP>Investment,H>H>H,14.0,0.3535533905932738,LME>OP>Investment [H>H>H]
91,3,LME>Investment>LME,L>L>L,15.0,0.3535533905932738,LME>Investment>LME [L>L>L]
92,3,LME>Investment>LME,L>L>H,15.0,0.3535533905932738,LME>Investment>LME [L>L>H]
93,3,LME>Investment>LME,L>H>L,16.0,0.3535533905932738,LME>Investment>LME [L>H>L]
94,3,LME>Investment>LME,L>H>H,16.0,0.3535533905932738,LME>Investment>LME [L>H>H]
95,3,LME>Investment>LME,H>L>L,17.0,0.3535533905932738,LME>Investment>LME [H>L>L]
96,3,LME>Investment>LME,H>L>H,17.0,0.3535533905932738,LME>Investment>LME [H>L>H]
97,3,LME>Investment>LME,H>H>L,18.0,0.3535533905932738,LME>Investment>LME [H>H>L]
98,3,LME>Investment>LME,H>H>H,18.0,0.3535533905932738,LME>Investment>LME [H>H>H]
99,3,LME>Investment>OP,L>L>L,15.0,0.3535533905932738,LME>Investment>OP [L>L>L]
100,3,LME>Investment>OP,L>L>H,15.0,0.3535533905932738,LME>Investment>OP [L>L>H]
101,3,LME>Investment>OP,L>H>L,16.0,0.3535533905932738,LME>Investment>OP [L>H>L]
102,3,LME>Investment>OP,L>H>H,16.0,0.3535533905932738,LME>Investment>OP [L>H>H]
103,3,LME>Investment>OP,H>L>L,17.0,0.3535533905932738,LME>Investment>OP [H>L>L]
104,3,LME>Investment>OP,H>L>H,17.0,0.3535533905932738,LME>Investment>OP [H>L>H]
105,3,LME>Investment>OP,H>H>L,18.0,0.3535533905932738,LME>Investment>OP [H>H>L]
106,3,LME>Investment>OP,H>H>H,18.0,0.3535533905932738,LME>Investment>OP [H>H>H]
107,3,LME>Investment>Investment,L>L>L,15.0,0.3535533905932738,LME>Investment>Investment [L>L>L]
108,3,LME>Investment>Investment,L>L>H,15.0,0.3535533905932738,LME>Investment>Investment [L>L>H]
109,3,LME>Investment>Investment,L>H>L,16.0,0.3535533905932738,LME>Investment>Investment [L>H>L]
110,3,LME>Investment>Investment,L>H>H,16.0,0.3535533905932738,LME>Investment>Investment [L>H>H]
111,3,LME>Investment>Investment,H>L>L,17.0,0.3535533905932738,LME>Investment>Investment [H>L>L]
112,3,LME>Investment>Investment,H>L>H,17.0,0.3535533905932738,LME>Investment>Investment [H>L>H]
113,3,LME>Investment>Investment,H>H>L,18.0,0.3535533905932738,LME>Investment>Investment [H>H>L]
114,3,LME>Investment>Investment,H>H>H,18.0,0.3535533905932738,LME>Investment>Investment [H>H>H]
115,3,OP>LME>LME,L>L>L,19.0,0.3535533905932738,OP>LME>LME [L>L>L]
116,3,OP>LME>LME,L>L>H,19.0,0.3535533905932738,OP>LME>LME [L>L>H]
117,3,OP>LME>LME,L>H>L,20.0,0.3535533905932738,OP>LME>LME [L>H>L]
118,3,OP>LME>LME,L>H>H,20.0,0.3535533905932738,OP>LME>LME [L>H>H]
119,3,OP>LME>LME,H>L>L,21.0,0.3535533905932738,OP>LME>LME [H>L>L]
120,3,OP>LME>LME,H>L>H,21.0,0.3535533905932738,OP>LME>LME [H>L>H]
121,3,OP>LME>LME,H>H>L,22.0,0.3535533905932738,OP>LME>LME [H>H>L]
122,3,OP>LME>LME,H>H>H,22.0,0.3535533905932738,OP>LME>LME [H>H>H]
123,3,OP>LME>OP,L>L>L,19.0,0.3535533905932738,OP>LME>OP [L>L>L]
124,3,OP>LME>OP,L>L>H,19.0,0.3535533905932738,OP>LME>OP [L>L>H]
125,3,OP>LME>OP,L>H>L,20.0,0.3535533905932738,OP>LME>OP [L>H>L]
126,3,OP>LME>OP,L>H>H,20.0,0.3535533905932738,OP>LME>OP [L>H>H]
127,3,OP>LME>OP,H>L>L,21.0,0.3535533905932738,OP>LME>OP [H>L>L]
128,3,OP>LME>OP,H>L>H,21.0,0.3535533905932738,OP>LME>OP [H>L>H]
129,3,OP>LME>OP,H>H>L,22.0,0.3535533905932738,OP>LME>OP [H>H>L]
130,3,OP>LME>OP,H>H>H,22.0,0.3535533905932738,OP>LME>OP [H>H>H]
131,3,OP>LME>Investment,L>L>L,19.0,0.3535533905932738,OP>LME>Investment [L>L>L]
132,3,OP>LME>Investment,L>L>H,19.0,0.3535533905932738,OP>LME>Investment [L>L>H]
133,3,OP>LME>Investment,L>H>L,20.0,0.3535533905932738,OP>LME>Investment [L>H>L]
134,3,OP>LME>Investment,L>H>H,20.0,0.3535533905932738,OP>LME>Investment [L>H>H]
135,3,OP>LME>Investment,H>L>L,21.0,0.3535533905932738,OP>LME>Investment [H>L>L]
136,3,OP>LME>Investment,H>L>H,21.0,0.3535533905932738,OP>LME>Investment [H>L>H]
137,3,OP>LME>Investment,H>H>L,22.0,0.3535533905932738,OP>LME>Investment [H>H>L]
138,3,OP>LME>Investment,H>H>H,22.0,0.3535533905932738,OP>LME>Investment [H>H>H]
139,3,OP>OP>LME,L>L>L,23.0,0.3535533905932738,OP>OP>LME [L>L>L]
140,3,OP>OP>LME,L>L>H,23.0,0.3535533905932738,OP>OP>LME [L>L>H]
141,3,OP>OP>LME,L>H>L,24.0,0.3535533905932738,OP>OP>LME [L>H>L]
142,3,OP>OP>LME,L>H>H,24.0,0.3535533905932738,OP>OP>LME [L>H>H]
143,3,OP>OP>LME,H>L>L,25.0,0.3535533905932738,OP>OP>LME [H>L>L]
144,3,OP>OP>LME,H>L>H,25.0,0.3535533905932738,OP>OP>LME [H>L>H]
145,3,OP>OP>LME,H>H>L,26.0,0.3535533905932738,OP>OP>LME [H>H>L]
146,3,OP>OP>LME,H>H>H,26.0,0.3535533905932738,OP>OP>LME [H>H>H]
147,3,OP>OP>OP,L>L>L,23.0,0.3535533905932738,OP>OP>OP [L>L>L]
148,3,OP>OP>OP,L>L>H,23.0,0.3535533905932738,OP>OP>OP [L>L>H]
149,3,OP>OP>OP,L>H>L,24.0,0.3535533905932738,OP>OP>OP [L>H>L]
150,3,OP>OP>OP,L>H>H,24.0,0.3535533905932738,OP>OP>OP [L>H>H]
151,3,OP>OP>OP,H>L>L,25.0,0.3535533905932738,OP>OP>OP [H>L>L]
152,3,OP>OP>OP,H>L>H,25.0,0.3535533905932738,OP>OP>OP [H>L>H]
153,3,OP>OP>OP,H>H>L,26.0,0.3535533905932738,OP>OP>OP [H>H>L]
154,3,OP>OP>OP,H>H>H,26.0,0.3535533905932738,OP>OP>OP [H>H>H]
155,3,OP>OP>Investment,L>L>L,23.0,0.3535533905932738,OP>OP>Investment [L>L>L]
156,3,OP>OP>Investment,L>L>H,23.0,0.3535533905932738,OP>OP>Investment [L>L>H]
157,3,OP>OP>Investment,L>H>L,24.0,0.3535533905932738,OP>OP>Investment [L>H>L]
158,3,OP>OP>Investment,L>H>H,24.0,0.3535533905932738,OP>OP>Investment [L>H>H]
159,3,OP>OP>Investment,H>L>L,25.0,0.3535533905932738,OP>OP>Investment [H>L>L]
160,3,OP>OP>Investment,H>L>H,25.0,0.3535533905932738,OP>OP>Investment [H>L>H]
161,3,OP>OP>Investment,H>H>L,26.0,0.3535533905932738,OP>OP>Investment [H>H>L]
162,3,OP>OP>Investment,H>H>H,26.0,0.3535533905932738,OP>OP>Investment [H>H>H]
163,3,OP>Investment>LME,L>L>L,27.0,0.3535533905932738,OP>Investment>LME [L>L>L]
164,3,OP>Investment>LME,L>L>H,27.0,0.3535533905932738,OP>Investment>LME [L>L>H]
165,3,OP>Investment>LME,L>H>L,28.0,0.3535533905932738,OP>Investment>LME [L>H>L]
166,3,OP>Investment>LME,L>H>H,28.0,0.3535533905932738,OP>Investment>LME [L>H>H]
167,3,OP>Investment>LME,H>L>L,29.0,0.3535533905932738,OP>Investment>LME [H>L>L]
168,3,OP>Investment>LME,H>L>H,29.0,0.3535533905932738,OP>Investment>LME [H>L>H]
169,3,OP>Investment>LME,H>H>L,30.0,0.3535533905932738,OP>Investment>LME [H>H>L]
170,3,OP>Investment>LME,H>H>H,30.0,0.3535533905932738,OP>Investment>LME [H>H>H]
171,3,OP>Investment>OP,L>L>L,27.0,0.3535533905932738,OP>Investment>OP [L>L>L]
172,3,OP>Investment>OP,L>L>H,27.0,0.3535533905932738,OP>Investment>OP [L>L>H]
173,3,OP>Investment>OP,L>H>L,28.0,0.3535533905932738,OP>Investment>OP [L>H>L]
174,3,OP>Investment>OP,L>H>H,28.0,0.3535533905932738,OP>Investment>OP [L>H>H]
175,3,OP>Investment>OP,H>L>L,29.0,0.3535533905932738,OP>Investment>OP [H>L>L]
176,3,OP>Investment>OP,H>L>H,29.0,0.3535533905932738,OP>Investment>OP [H>L>H]
177,3,OP>Investment>OP,H>H>L,30.0,0.3535533905932738,OP>Investment>OP [H>H>L]
178,3,OP>Investment>OP,H>H>H,30.0,0.3535533905932738,OP>Investment>OP [H>H>H]
179,3,OP>Investment>Investment,L>L>L,27.0,0.3535533905932738,OP>Investment>Investment [L>L>L]
180,3,OP>Investment>Investment,L>L>H,27.0,0.3535533905932738,OP>Investment>Investment [L>L>H]
181,3,OP>Investment>Investment,L>H>L,28.0,0.3535533905932738,OP>Investment>Investment [L>H>L]
182,3,OP>Investment>Investment,L>H>H,28.0,0.3535533905932738,OP>Investment>Investment [L>H>H]
183,3,OP>Investment>Investment,H>L>L,29.0,0.3535533905932738,OP>Investment>Investment [H>L>L]
184,3,OP>Investment>Investment,H>L>H,29.0,0.3535533905932738,OP>Investment>Investment [H>L>H]
185,3,OP>Investment>Investment,H>H>L,30.0,0.3535533905932738,OP>Investment>Investment [H>H>L]
186,3,OP>Investment>Investment,H>H>H,30.0,0.3535533905932738,OP>Investment>Investment [H>H>H]
187,3,Investment>LME>LME,L>L>L,31.0,0.3535533905932738,Investment>LME>LME [L>L>L]
188,3,Investment>LME>LME,L>L>H,31.0,0.3535533905932738,Investment>LME>LME [L>L>H]
189,3,Investment>LME>LME,L>H>L,32.0,0.3535533905932738,Investment>LME>LME [L>H>L]
190,3,Investment>LME>LME,L>H>H,32.0,0.3535533905932738,Investment>LME>LME [L>H>H]
191,3,Investment>LME>LME,H>L>L,33.0,0.3535533905932738,Investment>LME>LME [H>L>L]
192,3,Investment>LME>LME,H>L>H,33.0,0.3535533905932738,Investment>LME>LME [H>L>H]
193,3,Investment>LME>LME,H>H>L,34.0,0.3535533905932738,Investment>LME>LME [H>H>L]
194,3,Investment>LME>LME,H>H>H,34.0,0.3535533905932738,Investment>LME>LME [H>H>H]
195,3,Investment>LME>OP,L>L>L,31.0,0.3535533905932738,Investment>LME>OP [L>L>L]
196,3,Investment>LME>OP,L>L>H,31.0,0.3535533905932738,Investment>LME>OP [L>L>H]
197,3,Investment>LME>OP,L>H>L,32.0,0.3535533905932738,Investment>LME>OP [L>H>L]
198,3,Investment>LME>OP,L>H>H,32.0,0.3535533905932738,Investment>LME>OP [L>H>H]
199,3,Investment>LME>OP,H>L>L,33.0,0.3535533905932738,Investment>LME>OP [H>L>L]
200,3,Investment>LME>OP,H>L>H,33.0,0.3535533905932738,Investment>LME>OP [H>L>H]
201,3,Investment>LME>OP,H>H>L,34.0,0.3535533905932738,Investment>LME>OP [H>H>L]
202,3,Investment>LME>OP,H>H>H,34.0,0.3535533905932738,Investment>LME>OP [H>H>H]
203,3,Investment>LME>Investment,L>L>L,31.0,0.3535533905932738,Investment>LME>Investment [L>L>L]
204,3,Investment>LME>Investment,L>L>H,31.0,0.3535533905932738,Investment>LME>Investment [L>L>H]
205,3,Investment>LME>Investment,L>H>L,32.0,0.3535533905932738,Investment>LME>Investment [L>H>L]
206,3,Investment>LME>Investment,L>H>H,32.0,0.3535533905932738,Investment>LME>Investment [L>H>H]
207,3,Investment>LME>Investment,H>L>L,33.0,0.3535533905932738,Investment>LME>Investment [H>L>L]
208,3,Investment>LME>Investment,H>L>H,33.0,0.3535533905932738,Investment>LME>Investment [H>L>H]
209,3,Investment>LME>Investment,H>H>L,34.0,0.3535533905932738,Investment>LME>Investment [H>H>L]
210,3,Investment>LME>Investment,H>H>H,34.0,0.3535533905932738,Investment>LME>Investment [H>H>H]
211,3,Investment>OP>LME,L>L>L,35.0,0.3535533905932738,Investment>OP>LME [L>L>L]
212,3,Investment>OP>LME,L>L>H,35.0,0.3535533905932738,Investment>OP>LME [L>L>H]
213,3,Investment>OP>LME,L>H>L,36.0,0.3535533905932738,Investment>OP>LME [L>H>L]
214,3,Investment>OP>LME,L>H>H,36.0,0.3535533905932738,Investment>OP>LME [L>H>H]
215,3,Investment>OP>LME,H>L>L,37.0,0.3535533905932738,Investment>OP>LME [H>L>L]
216,3,Investment>OP>LME,H>L>H,37.0,0.3535533905932738,Investment>OP>LME [H>L>H]
217,3,Investment>OP>LME,H>H>L,38.0,0.3535533905932738,Investment>OP>LME [H>H>L]
218,3,Investment>OP>LME,H>H>H,38.0,0.3535533905932738,Investment>OP>LME [H>H>H]
219,3,Investment>OP>OP,L>L>L,35.0,0.3535533905932738,Investment>OP>OP [L>L>L]
220,3,Investment>OP>OP,L>L>H,35.0,0.3535533905932738,Investment>OP>OP [L>L>H]
221,3,Investment>OP>OP,L>H>L,36.0,0.3535533905932738,Investment>OP>OP [L>H>L]
222,3,Investment>OP>OP,L>H>H,36.0,0.3535533905932738,Investment>OP>OP [L>H>H]
223,3,Investment>OP>OP,H>L>L,37.0,0.3535533905932738,Investment>OP>OP [H>L>L]
224,3,Investment>OP>OP,H>L>H,37.0,0.3535533905932738,Investment>OP>OP [H>L>H]
225,3,Investment>OP>OP,H>H>L,38.0,0.3535533905932738,Investment>OP>OP [H>H>L]
226,3,Investment>OP>OP,H>H>H,38.0,0.3535533905932738,Investment>OP>OP [H>H>H]
227,3,Investment>OP>Investment,L>L>L,35.0,0.3535533905932738,Investment>OP>Investment [L>L>L]
228,3,Investment>OP>Investment,L>L>H,35.0,0.3535533905932738,Investment>OP>Investment [L>L>H]
229,3,Investment>OP>Investment,L>H>L,36.0,0.3535533905932738,Investment>OP>Investment [L>H>L]
230,3,Investment>OP>Investment,L>H>H,36.0,0.3535533905932738,Investment>OP>Investment [L>H>H]
231,3,Investment>OP>Investment,H>L>L,37.0,0.3535533905932738,Investment>OP>Investment [H>L>L]
232,3,Investment>OP>Investment,H>L>H,37.0,0.3535533905932738,Investment>OP>Investment [H>L>H]
233,3,Investment>OP>Investment,H>H>L,38.0,0.3535533905932738,Investment>OP>Investment [H>H>L]
234,3,Investment>OP>Investment,H>H>H,38.0,0.3535533905932738,Investment>OP>Investment [H>H>H]
235,3,Investment>Investment>LME,L>L>L,39.0,0.3535533905932738,Investment>Investment>LME [L>L>L]
236,3,Investment>Investment>LME,L>L>H,39.0,0.3535533905932738,Investment>Investment>LME [L>L>H]
237,3,Investment>Investment>LME,L>H>L,40.0,0.3535533905932738,Investment>Investment>LME [L>H>L]
238,3,Investment>Investment>LME,L>H>H,40.0,0.3535533905932738,Investment>Investment>LME [L>H>H]
239,3,Investment>Investment>LME,H>L>L,41.0,0.3535533905932738,Investment>Investment>LME [H>L>L]
240,3,Investment>Investment>LME,H>L>H,41.0,0.3535533905932738,Investment>Investment>LME [H>L>H]
241,3,Investment>Investment>LME,H>H>L,42.0,0.3535533905932738,Investment>Investment>LME [H>H>L]
242,3,Investment>Investment>LME,H>H>H,42.0,0.3535533905932738,Investment>Investment>LME [H>H>H]
243,3,Investment>Investment>OP,L>L>L,39.0,0.3535533905932738,Investment>Investment>OP [L>L>L]
244,3,Investment>Investment>OP,L>L>H,39.0,0.3535533905932738,Investment>Investment>OP [L>L>H]
245,3,Investment>Investment>OP,L>H>L,40.0,0.3535533905932738,Investment>Investment>OP [L>H>L]
246,3,Investment>Investment>OP,L>H>H,40.0,0.3535533905932738,Investment>Investment>OP [L>H>H]
247,3,Investment>Investment>OP,H>L>L,41.0,0.3535533905932738,Investment>Investment>OP [H>L>L]
248,3,Investment>Investment>OP,H>L>H,41.0,0.3535533905932738,Investment>Investment>OP [H>L>H]
249,3,Investment>Investment>OP,H>H>L,42.0,0.3535533905932738,Investment>Investment>OP [H>H>L]
250,3,Investment>Investment>OP,H>H>H,42.0,0.3535533905932738,Investment>Investment>OP [H>H>H]
251,3,Investment>Investment>Investment,L>L>L,39.0,0.3535533905932738,Investment>Investment>Investment [L>L>L]
252,3,Investment>Investment>Investment,L>L>H,39.0,0.3535533905932738,Investment>Investment>Investment [L>L>H]
253,3,Investment>Investment>Investment,L>H>L,40.0,0.3535533905932738,Investment>Investment>Investment [L>H>L]
254,3,Investment>Investment>Investment,L>H>H,40.0,0.3535533905932738,Investment>Investment>Investment [L>H>H]
255,3,Investment>Investment>Investment,H>L>L,41.0,0.3535533905932738,Investment>Investment>Investment [H>L>L]
256,3,Investment>Investment>Investment,H>L>H,41.0,0.3535533905932738,Investment>Investment>Investment [H>L>H]
257,3,Investment>Investment>Investment,H>H>L,42.0,0.3535533905932738,Investment>Investment>Investment [H>H>L]
258,3,Investment>Investment>Investment,H>H>H,42.0,0.3535533905932738,Investment>Investment>Investment [H>H>H]
259,4,LME>LME>LME>OP,L>L>L>L,43.0,0.25,LME>LME>LME>OP [L>L>L>L]
260,4,LME>LME>LME>OP,L>L>L>H,43.0,0.25,LME>LME>LME>OP [L>L>L>H]
261,4,LME>LME>LME>OP,L>L>H>L,44.0,0.25,LME>LME>LME>OP [L>L>H>L]
262,4,LME>LME>LME>OP,L>L>H>H,44.0,0.25,LME>LME>LME>OP [L>L>H>H]
263,4,LME>LME>LME>OP,L>H>L>L,45.0,0.25,LME>LME>LME>OP [L>H>L>L]
264,4,LME>LME>LME>OP,L>H>L>H,45.0,0.25,LME>LME>LME>OP [L>H>L>H]
265,4,LME>LME>LME>OP,L>H>H>L,46.0,0.25,LME>LME>LME>OP [L>H>H>L]
266,4,LME>LME>LME>OP,L>H>H>H,46.0,0.25,LME>LME>LME>OP [L>H>H>H]
267,4,LME>LME>LME>OP,H>L>L>L,47.0,0.25,LME>LME>LME>OP [H>L>L>L]
268,4,LME>LME>LME>OP,H>L>L>H,47.0,0.25,LME>LME>LME>OP [H>L>L>H]
269,4,LME>LME>LME>OP,H>L>H>L,48.0,0.25,LME>LME>LME>OP [H>L>H>L]
270,4,LME>LME>LME>OP,H>L>H>H,48.0,0.25,LME>LME>LME>OP [H>L>H>H]
271,4,LME>LME>LME>OP,H>H>L>L,49.0,0.25,LME>LME>LME>OP [H>H>L>L]
272,4,LME>LME>LME>OP,H>H>L>H,49.0,0.25,LME>LME>LME>OP [H>H>L>H]
273,4,LME>LME>LME>OP,H>H>H>L,50.0,0.25,LME>LME>LME>OP [H>H>H>L]
274,4,LME>LME>LME>OP,H>H>H>H,50.0,0.25,LME>LME>LME>OP [H>H>H>H]
275,4,LME>LME>LME>Investment,L>L>L>L,43.0,0.25,LME>LME>LME>Investment [L>L>L>L]
276,4,LME>LME>LME>Investment,L>L>L>H,43.0,0.25,LME>LME>LME>Investment [L>L>L>H]
277,4,LME>LME>LME>Investment,L>L>H>L,44.0,0.25,LME>LME>LME>Investment [L>L>H>L]
278,4,LME>LME>LME>Investment,L>L>H>H,44.0,0.25,LME>LME>LME>Investment [L>L>H>H]
279,4,LME>LME>LME>Investment,L>H>L>L,45.0,0.25,LME>LME>LME>Investment [L>H>L>L]
280,4,LME>LME>LME>Investment,L>H>L>H,45.0,0.25,LME>LME>LME>Investment [L>H>L>H]
281,4,LME>LME>LME>Investment,L>H>H>L,46.0,0.25,LME>LME>LME>Investment [L>H>H>L]
282,4,LME>LME>LME>Investment,L>H>H>H,46.0,0.25,LME>LME>LME>Investment [L>H>H>H]
283,4,LME>LME>LME>Investment,H>L>L>L,47.0,0.25,LME>LME>LME>Investment [H>L>L>L]
284,4,LME>LME>LME>Investment,H>L>L>H,47.0,0.25,LME>LME>LME>Investment [H>L>L>H]
285,4,LME>LME>LME>Investment,H>L>H>L,48.0,0.25,LME>LME>LME>Investment [H>L>H>L]
286,4,LME>LME>LME>Investment,H>L>H>H,48.0,0.25,LME>LME>LME>Investment [H>L>H>H]
287,4,LME>LME>LME>Investment,H>H>L>L,49.0,0.25,LME>LME>LME>Investment [H>H>L>L]
288,4,LME>LME>LME>Investment,H>H>L>H,49.0,0.25,LME>LME>LME>Investment [H>H>L>H]
289,4,LME>LME>LME>Investment,H>H>H>L,50.0,0.25,LME>LME>LME>Investment [H>H>H>L]
290,4,LME>LME>LME>Investment,H>H>H>H,50.0,0.25,LME>LME>LME>Investment [H>H>H>H]
