date,close
2023-12-18,6761.2465
2023-12-19,6849.7481
2023-12-20,6770.8922
2023-12-21,6841.3984
2023-12-22,6771.761
2023-12-25,6711.1808
2023-12-26,6569.7562
2023-12-27,6667.0848
2023-12-28,6814.6461
2023-12-29,6829.0608
2024-01-02,6704.4698
2024-01-03,6573.6982
2024-01-04,6468.7885
2024-01-05,6373.8507
2024-01-08,6169.568
2024-01-09,6172.0354
2024-01-10,6105.8036
2024-01-11,6182.776
2024-01-12,6065.3683
2024-01-15,6087.1511
2024-01-16,6098.4383
2024-01-17,5960.3196
2024-01-18,6095.7493
2024-01-19,6090.2899
2024-01-22,5919.3735
2024-01-23,5944.4626
2024-01-24,5912.7635
2024-01-25,6042.234
2024-01-26,5837.3943
2024-01-29,5697.864
2024-01-30,5460.1429
2024-01-31,5347.611
2024-02-01,5411.9289
2024-02-02,5221.1194
2024-02-05,5193.2244
2024-02-06,5533.4514
2024-02-07,5603.6257
2024-02-08,5778.4203
2024-02-19,5916.5203
2024-02-20,5876.0794
2024-02-21,5896.7244
2024-02-22,5994.538
2024-02-23,6009.2341
2024-02-26,6036.0599
2024-02-27,6323.4822
2024-02-28,6060.1296
2024-02-29,6439.332
2024-03-01,6574.377
2024-03-04,6610.7693
2024-03-05,6603.131
2024-03-06,6510.0113
2024-03-07,6367.583
2024-03-08,6513.3154
2024-03-11,6589.0587
2024-03-12,6615.5967
2024-03-13,6594.9283
2024-03-14,6494.7982
2024-03-15,6498.6463
2024-03-18,6685.1042
2024-03-19,6588.6274
2024-03-20,6568.7207
2024-03-21,6568.4803
2024-03-22,6506.5549
2024-03-25,6359.5754
2024-03-26,6281.2347
2024-03-27,6111.1903
2024-03-28,6205.4419
2024-03-29,6189.0804
2024-04-01,6273.6999
2024-04-02,6161.0291
2024-04-03,6107.084
2024-04-08,5966.1411
2024-04-09,6016.5119
2024-04-10,5854.1577
2024-04-11,5876.7241
2024-04-12,5915.4611
2024-04-15,6021.7507
2024-04-16,5864.6025
2024-04-17,6068.3595
2024-04-18,5989.2087
2024-04-19,5817.0404
2024-04-22,5818.9703
2024-04-23,5766.8233
2024-04-24,5875.3252
2024-04-25,5877.7787
2024-04-26,6050.9764
2024-04-29,6267.0107
2024-04-30,6177.9081
2024-05-06,6237.7924
2024-05-07,6191.5994
2024-05-08,6102.489
2024-05-09,6243.9448
2024-05-10,6116.5457
2024-05-13,6064.2868
2024-05-14,6068.8372
2024-05-15,5992.9274
2024-05-16,5998.6641
2024-05-17,6064.8867
2024-05-20,6076.5707
2024-05-21,6038.632
2024-05-22,6077.2486
2024-05-23,5979.2144
2024-05-24,5821.997
2024-05-27,5995.4523
2024-05-28,5995.0202
2024-05-29,5965.3076
2024-05-30,6079.6602
2024-05-31,6050.9066
2024-06-03,6162.1414
2024-06-04,6166.7485
2024-06-05,6200.7361
2024-06-06,6169.3123
