rank,weight,train_ic,train_rank_ic,valid_ic,valid_rank_ic,test_ic,test_rank_ic,train_gross_excess,train_turnover,train_annual_cost,train_net_excess,train_periods,valid_gross_excess,valid_turnover,valid_annual_cost,valid_net_excess,valid_periods,test_gross_excess,test_turnover,test_annual_cost,test_net_excess,test_periods,formula
47,0.010277577675879002,0.010277576744556427,0.0009738053777255118,-0.010259105823934078,-0.0009693120373412967,-0.002529548015445471,-0.008308779448270798,0.04366423242712674,0.04307737201452255,0.013026597297191621,0.03063763512993512,146,-0.2116830314908709,0.041461385786533356,0.012537923061847686,-0.22422095455271857,49,-0.03435641806572676,0.044847071170806885,0.013561754322052002,-0.04791817238777876,48,Log($ratio_ep_ttm)
48,0.015085454098880291,0.015085454098880291,0.05134372040629387,0.014933638274669647,0.07635140419006348,0.017496801912784576,0.04355878755450249,0.030765916223395362,0.40678247809410095,0.12301102137565613,-0.09224510515226077,146,0.01709760342325483,0.45702075958251953,0.1382030776977539,-0.12110547427449905,49,0.1178925096988678,0.4488663971424103,0.13573719849586485,-0.01784468879699705,48,"TsPctChange(Pow(30.0,Add(Log($book_to_market_ratio_lf),2.0)),30)"
49,0.001224558800458908,0.0012245583347976208,-0.01882919855415821,-0.004232662729918957,-0.014143506996333599,0.001288144150748849,-0.024642257019877434,-0.17612195080273774,0.22684063017368317,0.06859660656452178,-0.2447185573672595,146,-0.11611980199813843,0.21537064015865326,0.06512808158397675,-0.1812478835821152,49,-0.06112749427556992,0.21664440631866455,0.06551326847076416,-0.12664076274633407,48,"TsCov(Add(30.0,$volume),$ratio_pcf_ocf_ttm,30)"
50,0.0013111091684550047,0.0010565948905423284,-3.704518894664943e-05,-0.00042044129804708064,-0.017389804124832153,0.0039046891033649445,0.0012816545786336064,0.02022106316808152,0.2284930795431137,0.06909630725383759,-0.04887524408575607,146,-0.004767044101442609,0.2518073320388794,0.07614653720855713,-0.08091358130999973,49,-0.03995540197938681,0.22166603803634644,0.06703180990219117,-0.10698721188157798,48,"Abs(Greater(Less(Div(30.0,TsDelta($current_liabilities,30)),10.0),-2.0))"
51,0.005297473631799221,0.005297474097460508,0.010044603608548641,0.001177377998828888,0.009037647396326065,0.0027180130127817392,0.003927397541701794,0.055023094399334636,0.039764318615198135,0.012024729949235915,0.04299836445009872,146,-0.10498159953526089,0.04029785841703415,0.012186072385311128,-0.11716767192057201,49,-0.05838038977235556,0.04186391085386276,0.012659646642208098,-0.07104003641456366,48,"Add(Inv(Sub($high,$ratio_bm_ttm)),-1.0)"
52,0.0016766636399552226,0.0016766636399552226,0.0982230082154274,0.00041304290061816573,0.13473443686962128,0.0015729260630905628,0.07215259224176407,0.011685737640890356,0.004662683699280024,0.0014099955506622793,0.010275742090228078,146,-0.135444780758449,0.004195386078208685,0.0012686847500503063,-0.13671346550849933,49,-0.028821929823607206,0.004982871934771538,0.001506820473074913,-0.030328750296682118,48,"TsEMA(Pow($book_to_market_ratio_lyr,-30.0),20)"
53,0.003392101963981986,0.003860353259369731,0.01688961312174797,-0.0018462619045749307,0.0069404481910169125,-0.003997364547103643,0.0028886008076369762,0.039798359429999576,0.01755364239215851,0.005308221459388733,0.034490137970610846,146,0.04390682280063629,0.017465196549892426,0.005281475436687469,0.03862534736394882,49,-0.05067932456731797,0.015992404893040657,0.004836103239655495,-0.055515427806973466,48,Inv($oper_roe_lyr)
54,0.0040358249098062515,0.004035824444144964,0.03117923066020012,-0.006534229498356581,-0.0005272147245705128,-0.011620799079537392,0.019768092781305313,-0.02123173863103945,0.4327852427959442,0.13087425742149353,-0.15210599605253297,146,0.003258809234414782,0.5257402658462524,0.15898385639190674,-0.15572504715749194,49,0.04785313233733177,0.4981772005558014,0.15064878544807433,-0.10279565311074257,48,"TsDiv(TsRank(Log(Greater($low,10.0)),50),30)"
55,0.0017269755480811,0.0017269751988351345,0.04632703587412834,-0.002490792889147997,0.041269268840551376,-0.00023974973009899259,0.017827682197093964,0.028751476211090612,0.20106932520866394,0.06080336394309998,-0.03205188773200937,146,-0.13904105595179966,0.19884490966796875,0.060130700683593746,-0.1991717566353934,49,-0.1323855087161064,0.19048652052879333,0.05760312380790711,-0.18998863252401352,48,"Pow(TsIr($book_to_market_ratio_lyr,50),Pow(0.5,Sign(Sub($ratio_bm_ttm,Abs($high)))))"
56,0.013753252103924751,0.013753252103924751,0.002522609429433942,0.00880785845220089,0.00033467242610640824,0.00023102021077647805,-0.006238624453544617,0.044586992427094345,0.7894653081893921,0.23873430919647218,-0.19414731676937783,146,0.01628985617841993,0.7810236215591431,0.23618154315948486,-0.21989168698106493,49,-0.07860903069376945,0.7772539854049683,0.2350416051864624,-0.31365063588023184,48,"TsSkew(Div($current_liabilities,Less($low,Pow($oper_main_profit_ttm,$high))),20)"
