selection,size,net_5y,turn_5y,s_5y,comb_5y,net_1y,turn_1y,s_1y,comb_1y,net_3m,turn_3m,s_3m,comb_3m,comb_mean,comb_min,change
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 'paper_composite']",6,21.697080021134614,13.27434792444876,0.03146825326227192,0.629175569026488,5.379360909150726,12.459807896080477,0.003961459555979793,0.12342719709317937,55.66927496547347,11.662674190679086,0.07770229312158974,0.8445982060816666,0.5324003240671114,0.12342719709317937,R1 add paper_composite
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'weighted_reversal_lowturn']",6,22.78183443126045,25.715328455003572,0.04612676160972619,0.5775485308725334,9.585146391902994,24.52574567154244,0.00943727885566561,0.17512168987371793,56.077681035170755,21.990532636945762,0.10181388854679241,0.8440723139166666,0.5322475115543059,0.17512168987371793,R2 add weighted_reversal_lowturn
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'reversal_turn_paper']",5,22.200240729016567,21.629065141276456,0.0421589861072364,0.5907680635115956,7.052759191934141,20.241255571203094,0.006027241238133739,0.1496605005337682,53.750321037779095,17.421048075875927,0.08902719772936564,0.855754455874,0.532061006639788,0.1496605005337682,R1 swap book_to_market_lf_minus_size -> reversal_turn_paper
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'reversal_turn_paper']",5,22.200240729016567,21.629065141276456,0.0421589861072364,0.5907680635115956,7.052759191934141,20.241255571203094,0.006027241238133739,0.1496605005337682,53.750321037779095,17.421048075875927,0.08902719772936564,0.855754455874,0.532061006639788,0.1496605005337682,R2 swap growth_revenue -> reversal_turn_paper
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'f_i10_01', 'reversal_chip_turn_eq']",5,22.109968384005757,22.377954082765594,0.04475003601916851,0.5966795338001627,7.1475147947852795,21.66694933014345,0.006194716427467957,0.14555087117992319,56.378212133402336,17.779008070410026,0.09049773675631384,0.853630835318,0.5319537467660286,0.14555087117992319,R3 swap growth_revenue -> reversal_chip_turn_eq
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'chip250']",5,22.811829973485104,23.54954455431092,0.04475958876097629,0.6070810149200615,9.434729250351717,22.818205987751668,0.005069859120278121,0.14942567167118737,60.119940431226325,17.901595509112852,0.09039193620400399,0.838854304534,0.5317869970417496,0.14942567167118737,R2 swap size_only -> chip250
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'chip250']",5,22.811829973485104,23.54954455431092,0.04475958876097629,0.6070810149200615,9.434729250351717,22.818205987751668,0.005069859120278121,0.14942567167118737,60.119940431226325,17.901595509112852,0.09039193620400399,0.838854304534,0.5317869970417496,0.14942567167118737,R3 swap f_i10_01 -> chip250
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'growth_revenue', 'cash_conversion']",5,21.40144392790586,17.30157850172228,0.037124466066579466,0.6113009828122664,6.7710478978227435,16.1584475602475,0.00816307294989945,0.15140944229603523,47.66122803363867,10.322022428831016,0.08387547207898259,0.831739188802,0.5314832046367672,0.15140944229603523,R2 swap book_to_market_lf_plus_impact -> cash_conversion
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 'reversal_chip_eq']",6,23.926596348497927,21.694333299880082,0.04057532059901318,0.6011076411215817,7.840858905467256,20.606468646855962,0.005061036039329432,0.14475193579830337,61.19383417711697,18.3800799043962,0.09169452348648399,0.8485245895279167,0.5314613888159339,0.14475193579830337,R1 add reversal_chip_eq
"['size_only', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 't10_size_plus_impact_wc']",5,22.111198327991676,19.449047220105776,0.03978836353112378,0.5992277627696245,6.307328837933168,18.291107210303043,0.004781466887784536,0.13884650087825057,56.53512877774776,16.02163607301301,0.0870764093094072,0.855795760559,0.5312900080689583,0.13884650087825057,R1 swap impact60 -> t10_size_plus_impact_wc
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 'drawdown120']",6,24.061110751117727,23.309623292942085,0.0415683861103444,0.5936010515083848,9.853877411668414,23.375200176816396,0.007727063648551661,0.16435253079333115,63.68297385315932,18.680959996735112,0.09890295959320201,0.8358225667870833,0.5312587163629331,0.16435253079333115,R3 add drawdown120
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 'quality_roic']",5,19.86438953938271,15.804037774948076,0.037584074931018036,0.6383744964401683,3.8920503397826627,15.037627434038209,0.0053834850745391105,0.11206497048806024,50.99032000494677,11.807512863265487,0.07683934590112508,0.842803003105,0.5310808233444095,0.11206497048806024,R1 swap size_only -> quality_roic
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 'reversal_chip_turn_paper']",5,21.264308131663967,20.5895723573274,0.04102778976841867,0.597928809465035,5.913472937163757,19.300711559391083,0.004448339059432028,0.1354235008127045,55.43493394071606,16.47443439973838,0.08507291162312268,0.8596996982530001,0.5310173361769132,0.1354235008127045,R1 swap size_only -> reversal_chip_turn_paper
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'f_i10_01', 'weighted_reversal_lowturn']",5,22.349430078224284,24.256973115561156,0.04588928494324134,0.5912509801658373,6.437300880998809,23.369719509656743,0.00804507320696548,0.14687224058189494,50.6500237964718,20.44386387060511,0.09638262565731502,0.854597356323,0.5309068590235775,0.14687224058189494,R3 swap growth_revenue -> weighted_reversal_lowturn
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 'reversal_chip_turn_eq']",6,22.754059333372638,20.549826792720822,0.041946913835940076,0.6082026919194541,6.356359378143678,19.49358264103978,0.00527979410169916,0.13355875794779348,57.61483073900002,17.43640080489645,0.0887092687926577,0.8503148093258333,0.5306920863976936,0.13355875794779348,R1 add reversal_chip_turn_eq
"['size_only', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 't10_size_plus_impact_dd120']",5,22.8586952844091,25.006706835168917,0.04439543800056997,0.5703368062578609,10.382116943836678,24.06476407153111,0.007400631135342285,0.1747964218541544,63.44811440427659,19.4081200096224,0.09644642183836559,0.8461912005450001,0.5304414762190052,0.1747964218541544,R2 swap impact60 -> t10_size_plus_impact_dd120
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 't10_size_plus_wc_mcap']",5,23.172467552091522,21.085313035518503,0.040633254727189885,0.5931042397222673,6.861524282162177,19.744895407509873,0.005457814706046477,0.1430726926566987,58.51457702682203,16.404035329562923,0.09133409607841683,0.855030019018,0.530402317132322,0.1430726926566987,R1 swap book_to_market_lf_plus_impact -> t10_size_plus_wc_mcap
"['size_only', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 't10_size_plus_impact']",5,22.857303724328613,19.965101046179917,0.039159742686801655,0.6043596249386289,5.364064325731717,18.49242223472159,0.004848938462778893,0.12922995331743628,57.923276556929245,16.017471722582417,0.08729603729836893,0.857529230041,0.5303729360990217,0.12922995331743628,R1 swap impact60 -> t10_size_plus_impact
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 'momentum20']",5,22.346615022806617,25.054043486833148,0.047631380223824286,0.5910252922851369,7.336687300855596,22.96357878845208,0.006585631546944446,0.14664207828647385,61.66499860001353,22.155389543682595,0.10463625993164465,0.8527377275529999,0.5301350327082036,0.14664207828647385,R1 swap size_only -> momentum20
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'quality_asset_turnover_tsrank378']",5,23.43321456637785,19.12542590254232,0.03488951971721891,0.5873534454052582,9.009952448143515,19.6937043164381,0.006406802066052759,0.16234348356881517,51.578370082273295,11.656694559534534,0.0868004382544215,0.840300863662,0.5299992642120245,0.16234348356881517,R1 swap book_to_market_lf_plus_impact -> quality_asset_turnover_tsrank378
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'momentum20_open']",5,23.968053279364877,26.305669298230043,0.046854415687922084,0.5828274772370882,8.49919219314461,24.02761482918943,0.007976170139060079,0.15871486167970006,62.12899652563596,21.853742722902297,0.1146585549336751,0.8481103125355001,0.5298842171507627,0.15871486167970006,R1 swap book_to_market_lf_minus_size -> momentum20_open
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'momentum20_open']",5,23.968053279364877,26.305669298230043,0.046854415687922084,0.5828274772370882,8.49919219314461,24.02761482918943,0.007976170139060079,0.15871486167970006,62.12899652563596,21.853742722902297,0.1146585549336751,0.8481103125355001,0.5298842171507627,0.15871486167970006,R2 swap growth_revenue -> momentum20_open
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'reversal_turn_paper']",5,20.59452990847553,24.701921420949777,0.04621636828882886,0.5739642900854434,8.593269952773921,23.23247900531307,0.007495553913675623,0.16489811531041615,49.90968352126077,18.15098162098823,0.09037259164719365,0.850632063505,0.5298314896336198,0.16489811531041615,R2 swap size_only -> reversal_turn_paper
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'reversal_turn_paper']",5,20.59452990847553,24.701921420949777,0.04621636828882886,0.5739642900854434,8.593269952773921,23.23247900531307,0.007495553913675623,0.16489811531041615,49.90968352126077,18.15098162098823,0.09037259164719365,0.850632063505,0.5298314896336198,0.16489811531041615,R3 swap f_i10_01 -> reversal_turn_paper
"['impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 'impact_abs_return60']",5,20.030114859949492,10.852266260488609,0.023754157238007598,0.5257173034592896,10.737703553623938,10.80046062600686,0.007418311842352671,0.2355274206079548,48.991827293544645,8.479085607218055,0.07618806047739388,0.8280193836455,0.5297547025709148,0.2355274206079548,R3 swap t10_size_plus_impact_bm -> impact_abs_return60
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'f_i10_01', 'reversal40']",5,23.291922951601073,26.815498360118294,0.045399375009560594,0.5614870896280212,10.368698892585613,25.721068792372243,0.007715552581888929,0.1762585038920647,59.702028951581845,22.372782753459486,0.09866035345162158,0.850728153689,0.5294912490696952,0.1762585038920647,R3 swap growth_revenue -> reversal40
"['impact60', 't10_size_plus_impact_bm', 'growth_revenue', 'f_i10_01', 'reversal_turn_paper_nomcap']",5,21.729436970772614,25.458728128581004,0.046930829623304256,0.5748319307913332,9.269402466117024,24.221909343018357,0.008610384572913365,0.16874659872211545,52.30528111951068,19.054510261111062,0.09472261653952149,0.844504754559,0.5293610946908163,0.16874659872211545,R3 swap book_to_market_lf_plus_impact -> reversal_turn_paper_nomcap
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'skew60_low']",5,23.12930407459556,19.60761100807619,0.03729854001950357,0.5836861696088258,8.008471117997571,18.6146454362122,0.006876278864081236,0.16043410368499098,56.415149865863,19.23883049922591,0.09150887367426275,0.8436228491619999,0.5292477074852723,0.16043410368499098,R1 swap book_to_market_lf_plus_impact -> skew60_low
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 'cash_conversion']",5,20.285295519743343,15.161818837156366,0.03433758469482856,0.6337546931136748,5.083797075207886,13.816138755280386,0.004013479339467527,0.11940655864191022,46.302557766469725,10.713961028477755,0.05855271270183644,0.8343297708537125,0.5291636742030992,0.11940655864191022,R1 swap size_only -> cash_conversion
"['size_only', 'impact60', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 'f_i10_01']",5,22.191719186062812,8.852254677993134,0.024841249978230746,0.5612130798825038,9.321634104841229,8.580433868368784,0.0047005059830354115,0.19013294648910067,53.57084961323333,8.596995294372595,0.07690693082592852,0.8360040521259999,0.5291166928325348,0.19013294648910067,R1 swap t10_size_plus_impact_bm -> f_i10_01
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 'skew60_low']",5,21.101924122455237,18.659843510649736,0.037509711029248306,0.5915277962086978,6.5800280069737145,17.58824371474118,0.006425989007811026,0.14959421425013417,53.059949953078466,17.87095112857901,0.0846728252250208,0.846198424957,0.5291068118052773,0.14959421425013417,R1 swap size_only -> skew60_low
"['size_only', 'impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 'impact_abs_return60']",5,20.800409138852885,10.538898914757405,0.023176315648218617,0.5282885708794881,10.930907431738841,10.560014169805196,0.0071604286422731,0.2326761502018195,49.03875342694027,8.478161605652652,0.07793830795377958,0.8263087600185,0.5290911603666025,0.2326761502018195,R2 swap t10_size_plus_impact_bm -> impact_abs_return60
"['size_only', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'paper_composite']",5,21.546164326629693,16.72003636463598,0.03442927642933004,0.6159785496302382,6.50776619688132,15.798594980145353,0.004738623983023002,0.13396666151672154,52.13215922008527,11.57760115664707,0.08119435266531773,0.837167347717,0.52903751962132,0.13396666151672154,R2 swap impact60 -> paper_composite
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'momentum20_open']",5,21.760108636539478,30.347850414256,0.052855008254633566,0.5748801471830856,9.527299291094096,27.998460402174093,0.00995328308493745,0.1686835165520692,58.3027220861681,24.5996788213795,0.12221405307619336,0.8429879201665,0.5288505279672183,0.1686835165520692,R2 swap size_only -> momentum20_open
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'momentum20_open']",5,21.760108636539478,30.347850414256,0.052855008254633566,0.5748801471830856,9.527299291094096,27.998460402174093,0.00995328308493745,0.1686835165520692,58.3027220861681,24.5996788213795,0.12221405307619336,0.8429879201665,0.5288505279672183,0.1686835165520692,R3 swap f_i10_01 -> momentum20_open
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'f_i10_01', 'fscore_eq']",5,22.174836739960824,23.96751975118804,0.043656922136781594,0.5691109884562913,9.579004097145434,23.473396507022393,0.006701303197387775,0.16918873819540328,59.57050484349886,19.832594492898753,0.09482447411202886,0.8482140677685,0.5288379314733982,0.16918873819540328,R3 swap growth_revenue -> fscore_eq
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 'reversal_turn_paper_nomcap']",6,22.11028935890437,19.603747707320565,0.04068445188091101,0.6076629000214907,5.818012510402848,18.29511682466234,0.005109844160331385,0.1296983366882905,53.10318654323609,15.227893264259551,0.0850010500597026,0.8491247154966667,0.5288286507354827,0.1296983366882905,R1 add reversal_turn_paper_nomcap
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'reversal_chip_turn_eq']",5,21.844744964726566,26.457075145444158,0.04769449682152964,0.5810994494665724,8.878711932887612,25.058183389037364,0.007432815077871551,0.15804020348277803,55.11279640302875,19.579522760728935,0.09390438166507671,0.846797819322,0.5286458240904501,0.15804020348277803,R2 swap size_only -> reversal_chip_turn_eq
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'reversal_chip_turn_eq']",5,21.844744964726566,26.457075145444158,0.04769449682152964,0.5810994494665724,8.878711932887612,25.058183389037364,0.007432815077871551,0.15804020348277803,55.11279640302875,19.579522760728935,0.09390438166507671,0.846797819322,0.5286458240904501,0.15804020348277803,R3 swap f_i10_01 -> reversal_chip_turn_eq
"['size_only', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 't10_size_plus_impact_fscore']",5,22.091731968570937,20.287770006082884,0.040378488860283376,0.5947134366997153,5.629414349140211,18.972820302275107,0.004678438196809227,0.13204995571719175,59.67862982638316,15.837060516615278,0.08865310525577573,0.8589982003750001,0.5285871975973023,0.13204995571719175,R1 swap impact60 -> t10_size_plus_impact_fscore
"['size_only', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'turn_bias']",5,21.50612951587832,21.677456756042627,0.04790977281226703,0.6090973059197116,6.136357194081916,20.46159332167869,0.008749913589302024,0.1377318208747217,48.01055210352237,15.247996327025207,0.08529339948592793,0.838693225291,0.5285074506951445,0.1377318208747217,R2 swap impact60 -> turn_bias
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'reversal40']",5,24.29889313766479,27.407855459614755,0.04461590023317572,0.5600959140954157,10.987051060505035,26.807595824978826,0.007401436187925721,0.17588361629366822,62.26039902131875,22.546040409228727,0.099775819690898,0.849017530062,0.5283323534836947,0.17588361629366822,R1 swap book_to_market_lf_minus_size -> reversal40
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'reversal40']",5,24.29889313766479,27.407855459614755,0.04461590023317572,0.5600959140954157,10.987051060505035,26.807595824978826,0.007401436187925721,0.17588361629366822,62.26039902131875,22.546040409228727,0.099775819690898,0.849017530062,0.5283323534836947,0.17588361629366822,R2 swap growth_revenue -> reversal40
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'reversal_turn_paper']",5,22.764520256297345,21.914033850364415,0.041517130291713854,0.5846533046180142,6.625782960047087,20.411729618004998,0.005706740235375222,0.1425134463914013,54.72147823953135,17.07989994470087,0.09048722834865744,0.856514003206,0.5278935847384719,0.1425134463914013,R1 swap book_to_market_lf_plus_impact -> reversal_turn_paper
"['size_only', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 'turn_bias']",5,20.778482879077927,17.96005065393109,0.04396753993650798,0.6178508485033359,4.416318917296662,16.90999232012462,0.005768619553739137,0.11848424656284698,50.330357597962475,14.222424655601959,0.08092017481835455,0.847150740787,0.527828611951061,0.11848424656284698,R1 swap impact60 -> turn_bias
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 'momentum20']",6,23.52386387526205,22.965330775427994,0.04373654614314938,0.5934312575383437,6.73423575393553,20.68505286653916,0.006770958907291057,0.141261655137583,59.47594957432879,19.83799822976266,0.10384601123730017,0.8482168032716666,0.5276365719825311,0.141261655137583,R1 add momentum20
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'cash_conversion']",5,21.51990219625805,15.830228459188431,0.03477239516385354,0.6149499566964655,5.658391338596439,14.67175671932619,0.004928185337573369,0.12769236630200664,48.606075294851045,10.712091971643234,0.08049835751775758,0.8401967042980001,0.527613009098824,0.12769236630200664,R1 swap book_to_market_lf_plus_impact -> cash_conversion
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'paper_composite_nomcap']",5,21.01270510920281,15.091112277373917,0.03316445890724183,0.620378935785814,5.5885824809191105,13.922671207377016,0.003396662992847972,0.11993561054768306,56.435783610171086,12.653057325623365,0.07875905487011031,0.841482379958,0.5272656420971656,0.11993561054768306,R1 swap book_to_market_lf_plus_impact -> paper_composite_nomcap
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'reversal_chip_turn_eq']",5,22.651226189812352,22.895252891996094,0.04416081387648529,0.5877884091783704,7.324783726932601,22.196943196279,0.0058939028744649305,0.14189163378234423,57.76260561625462,18.85053419363053,0.09174208982321681,0.8519202116910001,0.5272000848839049,0.14189163378234423,R1 swap book_to_market_lf_minus_size -> reversal_chip_turn_eq
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'reversal_chip_turn_eq']",5,22.651226189812352,22.895252891996094,0.04416081387648529,0.5877884091783704,7.324783726932601,22.196943196279,0.0058939028744649305,0.14189163378234423,57.76260561625462,18.85053419363053,0.09174208982321681,0.8519202116910001,0.5272000848839049,0.14189163378234423,R2 swap growth_revenue -> reversal_chip_turn_eq
"['t10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 'cash_conversion']",5,19.955802101105313,17.00722678292447,0.0381115947276506,0.6072319485277391,6.270626508344221,15.532929605801574,0.0066110078677512575,0.14101694166108933,46.72303041042205,10.404885394358992,0.07731818336419619,0.8332548405119999,0.5271679102336094,0.14101694166108933,R3 swap impact60 -> cash_conversion
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'reversal_turn_eq']",5,20.90962233821061,27.08238186819476,0.049874498818895524,0.5726471757143015,8.48603835166454,25.64650251254293,0.008984413899421673,0.1618854579869422,49.396253817005245,20.697288150475774,0.09444763814733999,0.846911309251,0.5271479809840812,0.1618854579869422,R2 swap size_only -> reversal_turn_eq
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'reversal_turn_eq']",5,20.90962233821061,27.08238186819476,0.049874498818895524,0.5726471757143015,8.48603835166454,25.64650251254293,0.008984413899421673,0.1618854579869422,49.396253817005245,20.697288150475774,0.09444763814733999,0.846911309251,0.5271479809840812,0.1618854579869422,R3 swap f_i10_01 -> reversal_turn_eq
"['size_only', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'momentum120']",5,22.717732066498442,22.8850500125644,0.04206146554879067,0.5753904587728615,10.661319051263296,20.9864858685655,0.004821860159185124,0.16916022655140062,63.27055323800565,16.447952929117676,0.08483067657705588,0.83680840247,0.5271196959314207,0.16916022655140062,R2 swap impact60 -> momentum120
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'reversal_turn_eq']",5,22.188855235431802,23.871526290329694,0.044557410542140095,0.5692106726972515,8.389129682785763,22.81039100717305,0.00708434035358168,0.1600580207607693,55.38409514490266,19.06695898831235,0.09275132053325326,0.8520337016199999,0.5271007983593402,0.1600580207607693,R1 swap book_to_market_lf_minus_size -> reversal_turn_eq
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'reversal_turn_eq']",5,22.188855235431802,23.871526290329694,0.044557410542140095,0.5692106726972515,8.389129682785763,22.81039100717305,0.00708434035358168,0.1600580207607693,55.38409514490266,19.06695898831235,0.09275132053325326,0.8520337016199999,0.5271007983593402,0.1600580207607693,R2 swap growth_revenue -> reversal_turn_eq
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'momentum20']",5,24.355144278139427,26.392891166968724,0.04609622842026491,0.5848121207025281,7.32251345857759,24.05390836442493,0.007878498919234837,0.14644642862582047,58.07173522684009,22.19847956969126,0.11231417954446749,0.8494026044259999,0.5268870512514495,0.14644642862582047,R1 swap book_to_market_lf_minus_size -> momentum20
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'momentum20']",5,24.355144278139427,26.392891166968724,0.04609622842026491,0.5848121207025281,7.32251345857759,24.05390836442493,0.007878498919234837,0.14644642862582047,58.07173522684009,22.19847956969126,0.11231417954446749,0.8494026044259999,0.5268870512514495,0.14644642862582047,R2 swap growth_revenue -> momentum20
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'reversal_chip_turn_eq']",5,23.501352227670246,23.33968558382055,0.043746624528969845,0.587845724340763,7.304905700899875,22.292527608620432,0.005546932086660846,0.13949450783988834,57.53360470851392,18.763323023611918,0.09306764155834056,0.852679759023,0.5266733304012171,0.13949450783988834,R1 swap book_to_market_lf_plus_impact -> reversal_chip_turn_eq
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'cash_conversion']",5,19.468501433971618,16.770883845269402,0.03778193311265639,0.6123957012681924,5.717059823724367,15.220976689939198,0.006547449423897211,0.1354550258959904,43.69864931064855,9.721871079817808,0.059598975004405697,0.8319754521226999,0.5266087264289608,0.1354550258959904,R2 swap size_only -> cash_conversion
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'cash_conversion']",5,19.468501433971618,16.770883845269402,0.03778193311265639,0.6123957012681924,5.717059823724367,15.220976689939198,0.006547449423897211,0.1354550258959904,43.69864931064855,9.721871079817808,0.059598975004405697,0.8319754521226999,0.5266087264289608,0.1354550258959904,R3 swap f_i10_01 -> cash_conversion
"['size_only', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 't10_nomcap_plus_impact']",5,22.29639871959225,25.330734477030468,0.045923634273273485,0.5728725109541639,8.689157064771774,23.937828178325365,0.007496336792025433,0.15814008627267373,58.112434393606094,19.409602721073416,0.09474553252981903,0.848282894515,0.5264318305806125,0.15814008627267373,R2 swap impact60 -> t10_nomcap_plus_impact
"['t10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 'skew60_low']",5,21.45127660910765,22.13979737882816,0.041787879870165336,0.5699393609391971,8.638388683256773,20.960245616058103,0.009380586873652475,0.17242148375988015,58.3712230630825,21.127442494898485,0.09245331167021546,0.836680985376,0.5263472766916925,0.17242148375988015,R3 swap impact60 -> skew60_low
"['impact60', 't10_size_plus_impact_bm', 'growth_revenue', 'f_i10_01', 'weighted_reversal_lowturn']",5,21.134085945984477,27.93667269200892,0.04962864593107619,0.5572270687190897,8.658867851688118,26.360068900535627,0.011443404384642182,0.1747735023851963,53.37006048577506,22.80583040089624,0.10832521091862232,0.8468993881589999,0.5262999864210953,0.1747735023851963,R3 swap book_to_market_lf_plus_impact -> weighted_reversal_lowturn
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'growth_roe']",5,19.323611477693106,17.563995224500957,0.0385129740442098,0.5894704900497986,6.634191488260428,16.60629920030109,0.008642742567226297,0.15474258429548696,39.04373689709584,10.451072192944462,0.07799333273141364,0.8342642822374999,0.5261591188609285,0.15474258429548696,R2 swap size_only -> growth_roe
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'growth_roe']",5,19.323611477693106,17.563995224500957,0.0385129740442098,0.5894704900497986,6.634191488260428,16.60629920030109,0.008642742567226297,0.15474258429548696,39.04373689709584,10.451072192944462,0.07799333273141364,0.8342642822374999,0.5261591188609285,0.15474258429548696,R3 swap f_i10_01 -> growth_roe
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 'paper_composite_nomcap']",5,20.130176506309105,14.276758953362256,0.03177299752802619,0.6285544794535476,4.3746608701413505,13.365641243036706,0.002909315078452331,0.10567895177059752,50.30684132555141,10.974859053665556,0.07060524774992756,0.8440579557529999,0.5260971289923817,0.10567895177059752,R1 swap size_only -> paper_composite_nomcap
"['impact60', 't10_size_plus_impact_bm', 'growth_revenue', 'f_i10_01', 'quality_asset_turnover_tsrank378']",5,20.5125666041362,19.312828509657763,0.036928077921247804,0.5528584000429266,9.333018912928708,19.268859658118153,0.010753540276364243,0.19177382071821517,44.46103017387743,9.757138792210133,0.08934848000435057,0.8335539717930001,0.5260620641847139,0.19177382071821517,R3 swap book_to_market_lf_plus_impact -> quality_asset_turnover_tsrank378
