selection,size,comb,na,nb,nc,net,turnover,test,recent,s_recent,raw_a,change
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_chip_eq,6,0.34594396132424826,0.18432004879374997,0.10472480827979658,0.6053917081501543,23.12027605207313,22.787872377107444,26.261349863057305,9.893960109159094,0.006283488496787794,0.014745603903499998,add reversal_chip_eq
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_turn_paper_nomcap,5,0.3457718050030581,0.19917263249999997,0.09229229997344424,0.6080777189163391,20.024440452615615,21.456723932380388,20.30247743381167,8.472132631473583,0.005537537998406654,0.015933810599999997,swap size_only -> reversal_turn_paper_nomcap
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+skew60_low,5,0.3455189389728599,0.14717590761,0.12837389552312883,0.602561986706144,21.1299552715959,20.964498757872388,23.956354951524197,9.305337578948448,0.00770243373138773,0.0117740726088,swap impact60 -> skew60_low
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+fscore_interact,6,0.34535100925310347,0.1697929637875,0.15671809539203588,0.5700912957964243,22.00224587492217,23.3589794667197,23.645126767300965,10.223605565645924,0.009403085723522152,0.013583437103,add fscore_interact
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_dd120,5,0.3437027512426618,0.20328010158999998,0.08373795496112556,0.6083076593072618,22.203134628978333,22.196835613906487,26.07070858063805,7.171592942477559,0.005024277297667534,0.0162624081272,swap impact60 -> t10_size_plus_impact_dd120
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+momentum20,6,0.34171352596977933,0.18278111751249998,0.15387945052656463,0.5584433217399595,23.96774915887883,26.23391114528042,28.30243426740141,11.375366209648455,0.009232767031593878,0.014622489401,add momentum20
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_chip_turn_size_eq,5,0.34076061123147544,0.21181788675,0.08384876443166521,0.5978888140675391,22.12339770307005,22.50818456166802,25.803776585981463,7.920091958402587,0.005030925865899912,0.01694543094,swap impact60 -> reversal_chip_turn_size_eq
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_wc_mcap,5,0.3389005142940953,0.20421175688999998,0.08293752769808051,0.5978445071594826,21.491984624591314,21.73604667880123,24.986822732156348,8.476355642679936,0.00497625166188483,0.0163369405512,swap impact60 -> t10_size_plus_wc_mcap
size_only+impact60+chip250+book_to_market_lf_minus_size+reversal_turn_eq,5,0.3381817611198054,0.194002766145,0.11941620477322579,0.572412302711503,23.256086820561382,24.951176382012683,29.609097029442143,8.052732069316047,0.007164972286393547,0.0155202212916,swap book_to_market_lf_plus_impact -> reversal_turn_eq
size_only+impact60+chip250+book_to_market_lf_minus_size+reversal_chip_turn_eq,5,0.3381396851915536,0.19343531649999998,0.0932695329939536,0.5929073007637107,23.029136017523605,23.75735836716614,28.226032832222053,8.2549955953069,0.005596171979637216,0.01547482532,swap book_to_market_lf_plus_impact -> reversal_chip_turn_eq
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_turn_paper,5,0.3354242255492523,0.21163167783,0.08932039885177186,0.5818572230780714,20.980573315645927,22.156188693234164,23.522991464636217,7.668791415335033,0.005359223931106312,0.0169305342264,swap impact60 -> reversal_turn_paper
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_turn_eq,5,0.3339739353205657,0.20688064511999996,0.11510619964282175,0.5606903031590624,20.76713573117291,23.334815685774533,24.199037102986377,8.733329711700417,0.006906371978569304,0.016550451609599996,swap size_only -> reversal_turn_eq
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal40,6,0.32886662156887114,0.18117664099583333,0.13865988733220122,0.5424451840076312,23.09690250107825,25.274760680522146,26.462383700752785,10.903544620977035,0.008319593239932073,0.014494131279666667,add reversal40
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+momentum120,5,0.3286733855576181,0.156366111215,0.054779247666956035,0.6182831702915189,21.56793735805882,20.501668571771358,23.24867669513772,9.196103647975239,0.003286754860017362,0.012509288897199999,swap impact60 -> momentum120
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+weighted_reversal,5,0.3281902823082117,0.20504906706749998,0.22167855909212966,0.4657621626943696,21.2402809762469,25.986023129328196,23.65406648693076,10.746864356864677,0.01330071354552778,0.016403925365399998,swap chip250 -> weighted_reversal
size_only+impact60+chip250+book_to_market_lf_plus_impact+weighted_reversal_lowturn,5,0.32776654223316787,0.19447018486499998,0.14448344921558703,0.5295628845215832,22.46706187930254,26.881924272528934,27.707217797092376,6.852136376938467,0.008669006952935222,0.015557614789199998,swap book_to_market_lf_minus_size -> weighted_reversal_lowturn
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_chip_turn_eq,5,0.327483557618804,0.20631319547499996,0.09163282528372758,0.5647765103877762,20.233099926231706,22.2718977366574,22.76686065919459,8.064182359050722,0.005497969517023655,0.016505055637999998,swap size_only -> reversal_chip_turn_eq
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+max_return21_low,5,0.32509468763914995,0.173195891715,0.16238987320832052,0.519153452607195,18.850052282806477,20.562612592638548,20.04839454057352,8.98633739225983,0.009743392392499231,0.013855671337199999,swap chip250 -> max_return21_low
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_chip_turn_paper,5,0.3245883056196263,0.21468227408999999,0.07379633661726662,0.5684958510790733,20.807478026613353,22.266868336391415,23.09942875501188,7.804006235984659,0.004427780197035997,0.0171745819272,swap impact60 -> reversal_chip_turn_paper
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+momentum120,5,0.32199541846079993,0.170218849775,0.0663315942679706,0.5883013122489116,20.025190241434238,19.803713621043656,21.542315481194294,9.047036276115177,0.003979895656078236,0.013617507982,swap size_only -> momentum120
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+drawdown120,6,0.32124498248679906,0.14892198454374997,0.0857632540292489,0.580985437039582,22.271399791034398,22.269512423791557,24.97196761695451,8.580007707025079,0.0051457952417549345,0.011913758763499998,add drawdown120
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+max_return21_low,6,0.31968576913265634,0.16364359425,0.1244843626826897,0.5408611629860332,21.16894392699241,23.834486325863622,20.52748297178767,7.390526453063859,0.0074690617609613815,0.01309148754,add max_return21_low
size_only+impact60+chip250+book_to_market_lf_plus_impact+fscore_eq,5,0.31775814015873166,0.16255374209249998,0.16116502644539984,0.5085325166318705,22.495024189538817,26.408413816281012,27.43183802308082,12.035275726414287,0.00966990158672399,0.0130042993674,swap book_to_market_lf_minus_size -> fscore_eq
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_turn_eq,5,0.31669602139665376,0.19302790656,0.1029475239079323,0.5379084593708388,21.470855030126966,24.516841333118784,25.045863880061514,8.122111085747083,0.0061768514344759376,0.015442232524799999,swap impact60 -> reversal_turn_eq
