field,direction,periods,rank_ic,ic_ir,win,s_i,turnover,gross,net,efficiency,finite_share
ratio_pb_ttm,0,120,-0.05899757831200843,-0.2445081912863869,0.3,0.004327617349003845,0.0806004956792985,-0.13682388305623072,-0.14901067800294066,0.05369219274063786,0.8523463083101637
ratio_pcf_ocf_lyr,0,120,-0.018392800716283686,-0.10199379267400414,0.11666666666666667,0.00021886100867760653,0.0726079812670527,-0.06075875701819289,-0.07173708378577126,0.003014283069964913,0.8524080939141179
ratio_pcf_total_lyr,0,120,-0.018392800716283686,-0.10199379267400414,0.11666666666666667,0.00021886100867760653,0.0726079812670527,-0.06075875701819289,-0.07173708378577126,0.003014283069964913,0.8524080939141179
ratio_pcf_total_ttm,1,120,-0.015571557381741702,0.026810970599725217,0.125,5.2186070894226373e-05,0.11728605535058859,-0.056473713076880205,-0.0742073646458892,0.0004449469354070529,0.851943157244362
ratio_pe_lyr,0,120,-0.020221668245804146,-0.2084895247434887,0.25,0.0010540015005220508,0.07002798056555487,-0.06801768016703291,-0.0786059108285448,0.01505114801269151,0.851912264442385
ratio_pe_ttm,0,120,-0.01603033218358896,-0.00877576669644069,0.08333333333333333,1.1723204609135114e-05,0.09272097919521943,-0.053327924962357054,-0.06734733701667424,0.0001264352977167388,0.8516357738646896
ratio_peg_lyr,1,120,-0.003174194251471063,0.023177856619038963,0.08333333333333333,6.130918270131167e-06,0.064416385244814,-0.043518851961998006,-0.05325860941101388,9.517637860042376e-05,0.851912264442385
ratio_peg_ttm,0,120,-0.0011769259487299502,-0.0008327027820711387,0.075,7.350221338493577e-08,0.12061311487001024,-0.020271638823909477,-0.03850834179225503,6.094048185734375e-07,0.8516357738646896
ratio_ps_lyr,0,120,-0.037888338254412395,-0.07295257224252068,0.2,0.0005528103467308161,0.06901391212566471,-0.10810543674836182,-0.11854034026176231,0.008010129113159467,0.8518721037998147
ratio_ps_ttm,0,120,-0.03748853635590574,-0.04308954785867185,0.16666666666666666,0.0002692273469098933,0.069193770352773,-0.10779601054212007,-0.11825810861945935,0.003890918872281163,0.8513438368860056
ratio_sp_lyr,1,120,0.03788242320476489,0.03861773509619234,0.38333333333333336,0.0005607911305806598,0.04041383197586668,0.012852535039775237,0.006741963645024195,0.013876217699809783,0.851912264442385
revenue,0,120,-0.010608473663705131,-0.014899116472350413,0.325,5.1368487530556514e-05,0.029336318509956327,-0.06051401395117639,-0.06494966530988179,0.0017510202417908294,0.9736422613531047
roc,0,120,-0.05886295089927233,-0.4035856359938028,0.6083333333333333,0.014451713564052508,0.7814800321857973,-0.28207802342818866,-0.4002378042946812,0.018492748335016452,0.9052054371331479
rsi10,0,120,-0.03818155516078923,-0.1471347951473548,0.4583333333333333,0.0025748411777871526,0.8980863548095378,-0.14244633459064548,-0.27823699143784764,0.0028670307303947555,0.8525239419215322
rsi6,0,120,-0.04057593976237069,-0.23927290899293813,0.475,0.0046116434924807145,0.8960646971457839,-0.14250294219129656,-0.2779879243997391,0.005146551925513957,0.8528900216249614
sales_tax,1,120,-0.007773634161636459,0.039195706415201974,0.14166666666666666,4.316485333698072e-05,0.029402717051823558,-0.0642475080861773,-0.06869319890441301,0.00146805661738338,0.9721640407784986
short_term_loans,0,120,-0.007742091103321689,-0.0734926680681093,0.375,0.00021337009935355612,0.013589071295927919,-0.05280397986291163,-0.054858647442855936,0.010668504967677805,0.9018829162805067
skd_d,0,120,-0.02667662818459861,-0.12884025339954777,0.4166666666666667,0.0014320931396455013,0.6931149370938849,-0.10657128037790076,-0.21137025886649616,0.002066169783687001,0.904763670064875
skd_k,0,120,-0.02968786381297522,-0.16181957237186181,0.4666666666666667,0.0022419027991965363,0.6990964686206629,-0.10372890576804106,-0.20943229182348527,0.0032068575651939338,0.9052054371331479
sp_ratio_lyr,1,120,0.03788242320476489,0.03861773509619234,0.38333333333333336,0.0005607911305806598,0.04041383197586668,0.012852535039775237,0.006741963645024195,0.013876217699809783,0.851912264442385
sp_ratio_ttm,1,120,0.03746727266922129,0.04292477005231153,0.38333333333333336,0.000616505057795206,0.041132899196192285,0.009015242573127136,0.0027959482146628616,0.014988125559899179,0.8513438368860056
swl,0,120,-0.04867692967366539,-0.17097373296320675,0.525,0.004369300097134383,0.05509752409486876,-0.13657962096935283,-0.14491036661249698,0.07930120579667382,0.905897435897436
sws,0,120,-0.047174984954056136,-0.16492034491217397,0.525,0.004084560264671017,0.04818806579150248,-0.131005170399227,-0.13829120594690217,0.08476290130307101,0.9054556688291628
sy,0,120,-0.020330879605559297,-0.03379705715126445,0.4,0.0002748495599858258,0.890329076027363,-0.06565313853257737,-0.20027089482791466,0.0003087055869411803,1.0
tapi,0,120,-0.0675492564160729,-0.4849410970857343,0.5416666666666666,0.017743597361606984,0.36844411560515794,-0.24330927234020994,-0.29901802261970983,0.048158178160787504,0.9078560395427867
total_assets,1,120,-0.013152383594634463,0.049204206029073286,0.30833333333333335,0.00019953871591717095,0.005210731849683014,-0.06517752096512597,-0.06596538362079804,0.009976935795858547,0.9759051590979302
total_liabilities,1,120,-0.00966188014060128,0.05356567342059489,0.30833333333333335,0.00015957641084078373,0.005808488361511849,-0.05920991941000464,-0.060088162850265234,0.007978820542039187,0.9757198022860673
tr,0,120,-0.0732774763750039,-0.2208264325467193,0.49166666666666664,0.007955955149509987,0.2310893359512305,-0.15797682908277855,-0.1929175366786046,0.034428049727006985,0.905897435897436
trix,0,120,-0.07538265610481476,-0.3437695205699178,0.525,0.013604986262930559,0.5432633261434036,-0.2543403009067118,-0.3364817158195944,0.025043078757978395,0.9002641334569046
udl,0,120,-0.047934177785339954,-0.16916783401366356,0.525,0.00425718354136521,0.05097543769787792,-0.13474850115651194,-0.14245598733643108,0.08351440877460939,0.9036731541550819
vma10,0,120,-0.04712467813568825,-0.16512910727548433,0.525,0.004085369416375136,0.05427581229790434,-0.132516396371955,-0.14072289919139813,0.07527053476328861,0.905897435897436
vma120,0,120,-0.03555470359231126,-0.14051679683289833,0.48333333333333334,0.0024147493128817824,0.02200733894176957,-0.10659292902984663,-0.10992043867784218,0.10972472952186998,0.8803938832252086
vma20,0,120,-0.0446585398369963,-0.15508208285891947,0.5083333333333333,0.00352058418247437,0.043734861979065565,-0.12852144462151738,-0.1351341557527521,0.08049834898666326,0.9036731541550819
vma250,0,120,-0.03109120274035942,-0.13811453036786647,0.44166666666666665,0.0018965815320667817,0.01763899905829535,-0.09791791776479253,-0.10058493442240679,0.09482907660333909,0.8484321902996602
vma3,0,120,-0.049508018940174,-0.17465751629699444,0.525,0.004539647503059558,0.061872138109891124,-0.13955037339039733,-0.14890544067261285,0.07337143408551179,0.9074111831943157
vma30,0,120,-0.0427069833019711,-0.14840279363069986,0.49166666666666664,0.003116102517863146,0.037393371925552144,-0.12101985788444258,-0.12667373571958607,0.08333301752158405,0.9014241581711462
vma5,0,120,-0.04868712558526083,-0.17174665252908838,0.525,0.004389971691279237,0.05932601853292735,-0.13525737624958512,-0.14422747025176372,0.07399740956563094,0.9069725054062404
vma55,0,120,-0.03979141211773744,-0.14114785488493348,0.48333333333333334,0.0027146283572428106,0.02880336604446528,-0.11386361105528375,-0.1182186800012069,0.09424691381736756,0.8956688291628051
vma60,0,120,-0.0392885495972467,-0.14056803855057076,0.48333333333333334,0.0026693119379511965,0.028113628370564307,-0.11185447358300205,-0.11610525419263137,0.09494725841741704,0.8945335186901453
vol10,0,120,-0.07843974574538135,-0.3428740056734548,0.575,0.015464596150942582,0.39450336550164194,-0.2747475613934688,-0.33439647025731706,0.03920016279526066,0.8493605189990733
vol120,0,120,-0.04639103580816698,-0.17284100127671237,0.525,0.004209593366657384,0.07868108558351536,-0.159329710080087,-0.17122629022031452,0.05350197363747794,0.8047652147049738
vol20,0,120,-0.07187369584804744,-0.27550518494613224,0.5583333333333333,0.011055879859286254,0.2724554552944341,-0.2268557575094604,-0.26805102234997885,0.04057866944649176,0.8452517763361139
vol250,0,120,-0.03427986217195814,-0.09705854962688726,0.5416666666666666,0.0018022082562357544,0.04808920360902265,-0.09953846595565319,-0.10680955354133741,0.03747635895341836,0.7526367006487488
vol3,0,120,-0.08248720493178846,-0.4283476503827521,0.625,0.02208325026198259,0.4876221145891928,-0.3106032854599653,-0.3843317491858512,0.045287630731405765,0.8522412727834414
vol30,0,120,-0.06745861394134804,-0.24787055364907085,0.5583333333333333,0.009335893892206152,0.20955329805439507,-0.21759946886174752,-0.24928392752757206,0.044551405198035944,0.8412279888785913
vol5,0,120,-0.08119458523947708,-0.39241468354549375,0.6,0.01911716848341421,0.4586073621637003,-0.29865560785617906,-0.36799704101533054,0.041685262951775985,0.8514426938523324
vol55,0,120,-0.05821378173734456,-0.21590538016209193,0.5333333333333333,0.006703289960893024,0.13710441476964194,-0.18979084999127893,-0.21052103750444878,0.0488918607920515,0.831133765832561
vol60,0,120,-0.05701507005057134,-0.2107981239656439,0.5333333333333333,0.006409957229029444,0.12857445071103615,-0.18024371053508204,-0.1996841674825907,0.049854051046544716,0.8291396354649365
volt20,0,120,-0.06737359301107784,-0.18822963608886412,0.525,0.006657896119599071,0.28573285920680064,-0.14508152279494047,-0.1882843311070087,0.023301121677365026,0.9036731541550819
volt60,0,120,-0.05666658545281956,-0.14528255744750035,0.48333333333333334,0.003979122120594756,0.12528626367556575,-0.11856978970690812,-0.13751307277465366,0.031760242534639445,0.8945335186901453
vr,0,120,-0.0441759321166226,-0.25620773953465725,0.5333333333333333,0.006036381711699384,0.6328926074121599,-0.15753010504971598,-0.25322346729043455,0.009537766188139877,0.855767686129132
wma10,0,120,-0.04836435632210408,-0.17014879309135228,0.525,0.004320296849844214,0.05601412582805103,-0.13458433818528925,-0.14305367401049057,0.07712870255453802,0.905897435897436
wma120,0,120,-0.03818608233102302,-0.14150113792570249,0.49166666666666664,0.0026566589338591234,0.023572511553997273,-0.10982530467802509,-0.11338946842498948,0.1127015646072989,0.8803938832252086
wma20,0,120,-0.046649632381638176,-0.16376134989984914,0.525,0.004010688554853111,0.04752686202675215,-0.13326431203412603,-0.14045037357257095,0.08438782582775094,0.9036731541550819
wma250,0,120,-0.03368291632505665,-0.1322695897102459,0.4583333333333333,0.002041978364506569,0.01932417101744853,-0.10110541691292896,-0.10402723157076718,0.10209891822532845,0.8484321902996602
wma3,0,120,-0.05011205538386962,-0.1771402104131329,0.525,0.004660351518339948,0.06297540102058405,-0.14093671242119798,-0.1504585930555103,0.07400272872921718,0.9074111831943157
wma5,0,120,-0.04958923164039462,-0.17508333615632315,0.525,0.004558180259340219,0.061194497207786906,-0.1409540870136673,-0.15020669499148467,0.07448676706768002,0.9069725054062404
wma60,0,120,-0.0417408709310401,-0.14590719278299483,0.5,0.003045146650932686,0.03104047448322988,-0.11907429897809774,-0.1237676187199621,0.09810245177076388,0.8945335186901453
wr,1,120,0.02785228638180203,0.1836741970790591,0.5,0.00255787316899675,0.7957190362881329,-0.015780576505391997,-0.1360932947921577,0.0032145431394084868,0.9010349088662342
