field,label,family,tested_platform,tested_local,local_status,in_catalog
a_share_market_val,"A股市值,A股市值 = A股股本 x A股未复权收盘价",fields.md base,,local,local_proxy,0
a_share_market_val_in_circulation,"流通A股市值,流通A股市值 = 流通A股 * A股未复权收盘价",fields.md base,,local,local_proxy,0
accrued_expense,预提费用,fields.md base,,local,unavailable,0
accrued_staff_costs,长期应付职工薪酬,fields.md base,,,unavailable,0
accts_payable,应付账款,fields.md base,,local,unavailable,0
accumulated_depreciation,累计折旧,fields.md base,,local,local_proxy,0
adjust_asset_impairment,资产减值损失,fields.md base,,local,unavailable,0
adjust_credit_asset_impairment,信用减值损失,fields.md base,,local,unavailable,0
advance_from_customers,预收账款,fields.md base,,local,unavailable,0
advance_insurance,预收保费,fields.md base,,local,unavailable,0
amortization_expense,摊回赔付支出,fields.md base,,local,unavailable,0
amortization_premium_reserve,摊回保险责任准备金,fields.md base,,local,unavailable,0
amortization_reinsurance_cost,摊回分保费用,fields.md base,,local,unavailable,0
amount,成交额,fields.md base,platform,local,local_direct,0
asset_impairment,资产减值损失,fields.md base,,local,unavailable,0
assets_depreciation_reserves,资产减值准备,fields.md base,,local,unavailable,0
assets_hold_for_sale,划分为持有待售的资产,fields.md base,,local,unavailable,0
assets_reclassified_other_income,金融资产重分类计入其他综合收益的金额,fields.md base,,local,unavailable,0
bad_debt_reserve,坏账准备,fields.md base,platform,local,unavailable,0
basic_earnings_per_share,基本每股收益,fields.md base,,local,unavailable,0
begin_period_cash_equivalent,期初现金及现金等价物余额,fields.md base,,,unavailable,0
bill_accts_payable,应付票据及应付账款,fields.md base,,local,unavailable,0
bill_accts_receivable,应收票据及应收账款,fields.md base,,local,unavailable,0
bill_receivable,应收票据,fields.md base,,,unavailable,0
bond_payable,应付债券,fields.md base,platform,local,local_direct,0
book_to_market_ratio_lf,"账面市值比lf,归属母公司股东权益合计mrq",fields.md base,platform,local,local_derived,0
book_to_market_ratio_lyr,"账面市值比lyr,归属母公司股东权益合计lyr",fields.md base,platform,local,local_derived,0
book_to_market_ratio_ttm,"账面市值比 ttm,归属母公司股东权益合计ttm",fields.md base,,local,local_derived,0
borrowings_capital,拆入资金,fields.md base,,local,unavailable,0
borrowings_from_central_banks,向中央银行借款,fields.md base,,local,unavailable,0
buy_back_security_proceeds,卖出回购金融资产款,fields.md base,,local,unavailable,0
capital_reserve,资本公积金,fields.md base,,local,unavailable,0
capitalized_biological_assets,生产性生物资产,fields.md base,,local,unavailable,0
cash_equivalent,货币资金,fields.md base,platform,local,local_direct,0
cash_equivalent_increase,现金及现金等价物净增加额,fields.md base,,local,unavailable,0
cash_flow_from_financing_activities,筹资活动产生的现金流量净额,fields.md base,platform,,unavailable,0
cash_flow_from_investing_activities,投资活动产生的现金流量净额,fields.md base,,local,unavailable,0
cash_flow_from_operating_activities,经营活动产生的现金流量净额,fields.md base,platform,local,local_direct,0
cash_flow_hedging_effective_portion,现金流量套期损益的有效部分,fields.md base,,,unavailable,0
cash_from_operating_activities,经营活动现金流入小计,fields.md base,,local,unavailable,0
cash_from_other_operating_activities,收到其它与经营活动有关的现金,fields.md base,,local,unavailable,0
cash_paid_for_asset,购建固定资产、无形资产和其他长期资产所支付的现金,fields.md base,platform,local,unavailable,0
cash_paid_for_comissions,支付手续费及佣金的现金,fields.md base,,local,unavailable,0
cash_paid_for_debt,偿还债务支付的现金,fields.md base,,local,unavailable,0
cash_paid_for_dividend_and_interest,分配股利、利润或偿付利息支付的现金,fields.md base,,local,unavailable,0
cash_paid_for_employee,支付给职工以及为职工支付的现金,fields.md base,platform,local,unavailable,0
cash_paid_for_goods_and_services,购买商品、接受劳务支付的现金,fields.md base,,local,unavailable,0
cash_paid_for_investment_activities,投资活动现金流出小计,fields.md base,,local,unavailable,0
cash_paid_for_operation_activities,经营活动现金流出小计,fields.md base,,local,unavailable,0
cash_paid_for_orignal_insurance,支付原保险合同赔付款项的现金,fields.md base,,local,unavailable,0
cash_paid_for_other_financing_activities,支付其他与筹资活动有关的现金,fields.md base,,local,unavailable,0
cash_paid_for_other_investment_activities,支付其他与投资活动有关的现金,fields.md base,,local,unavailable,0
cash_paid_for_other_operation_activities,支付其他与经营活动有关的现金,fields.md base,,local,unavailable,0
cash_paid_for_policy_dividends,支付保单红利的现金,fields.md base,,local,unavailable,0
cash_paid_for_reinsurance,支付再保业务现金净额,fields.md base,,local,unavailable,0
cash_paid_for_taxes,支付的各项税费,fields.md base,,local,unavailable,0
cash_paid_to_acquire_investment,投资支付的现金,fields.md base,,,unavailable,0
cash_paid_to_financing_activities,筹资活动现金流出小计,fields.md base,,local,unavailable,0
cash_received_from_disposal_of_asset,处置固定资产、无形资产和其他长期资产收回的现金净额,fields.md base,,local,unavailable,0
cash_received_from_financial_institution_borrows,取得借款收到的现金,fields.md base,,local,unavailable,0
cash_received_from_financing_activities,筹资活动现金流入小计,fields.md base,,local,unavailable,0
cash_received_from_interests_and_commissions,收取利息、手续费及佣金的现金,fields.md base,,local,unavailable,0
cash_received_from_investment,取得投资收益收到的现金,fields.md base,platform,local,unavailable,0
cash_received_from_investment_activities,投资活动现金流入小计,fields.md base,,local,unavailable,0
cash_received_from_investors,吸收投资收到的现金,fields.md base,,local,unavailable,0
cash_received_from_issuing_equity_instruments,发行其他权益工具收到的现金,fields.md base,,,unavailable,0
cash_received_from_issuing_security,发行债券收到的现金,fields.md base,,local,unavailable,0
cash_received_from_minority_invest_subsidiaries,子公司吸收少数股东投资收到的现金,fields.md base,,local,unavailable,0
cash_received_from_original_insurance,收到原保险合同保费取得的现金,fields.md base,,,unavailable,0
cash_received_from_other_financing_activities,收到其他与筹资活动有关的现金,fields.md base,,local,unavailable,0
cash_received_from_other_investment_activities,收到其他与投资活动有关的现金,fields.md base,,local,unavailable,0
cash_received_from_proxy_security,代理买卖证券收到的现金净额,fields.md base,,local,unavailable,0
cash_received_from_reinsurance,收到再保业务现金净额,fields.md base,,local,unavailable,0
cash_received_from_sales_of_goods,销售商品、提供劳务收到的现金,fields.md base,platform,local,unavailable,0
cash_received_from_sub_issue_security,代理承销证券收到的现金净额,fields.md base,,local,unavailable,0
classified_by_continuity_operation,按经营持续性分类,fields.md base,,,unavailable,0
classified_by_ownership,按所有权归属分类,fields.md base,,,unavailable,0
client_deposits,客户资金存款,fields.md base,,local,unavailable,0
client_provision,客户备付金,fields.md base,,local,unavailable,0
close,收盘价,fields.md base,platform,local,local_direct,0
comission_payable,应付手续费及佣金,fields.md base,,local,unavailable,0
commission_expense,手续费及佣金支出,fields.md base,,local,unavailable,0
commission_income,手续费及佣金收入,fields.md base,,local,unavailable,0
compensation_expense,赔付支出,fields.md base,,local,unavailable,0
compensation_payable,应付赔付款,fields.md base,,local,unavailable,0
construction_in_progress,在建工程,fields.md base,,local,unavailable,0
consumable_biological_assets,消耗性生物资产,fields.md base,,local,unavailable,0
continuous_operation_net_profit,持续经营净利润,fields.md base,,local,unavailable,0
contract_assets,合同资产,fields.md base,,local,unavailable,0
contract_liabilities,合同负债,fields.md base,,,unknown,0
contract_work,工程施工,fields.md base,,,unavailable,0
corporate_credit_risk_change,企业自身信用风险公允价值变动,fields.md base,,local,unavailable,0
cost_of_goods_sold,营业成本,fields.md base,platform,local,local_direct,0
credit_asset_impairment,信用资产减值损失,fields.md base,,,unavailable,0
current_assets,流动资产合计,fields.md base,platform,local,local_direct,0
current_liabilities,流动负债合计,fields.md base,platform,local,local_direct,0
debt_investment,债权投资,fields.md base,,local,unavailable,0
deferred_expense,待摊费用,fields.md base,,,unavailable,0
deferred_expense_amortization,长期待摊费用摊销,fields.md base,,,local_proxy,0
deferred_income,递延收益,fields.md base,,local,unavailable,0
deferred_income_tax_assets,递延所得税资产,fields.md base,,local,unavailable,0
deferred_income_tax_liabilities,递延所得税负债,fields.md base,,local,unavailable,0
deferred_revenue,递延收益(长期负债),fields.md base,,local,unavailable,0
deposits,吸收存款,fields.md base,,local,unavailable,0
deposits_from_interbank,吸收存款及同业存款,fields.md base,,local,unavailable,0
deposits_of_interbank,同业及其他金融机构存放款项,fields.md base,,,unavailable,0
depreciation_reserve,固定资产减值准备,fields.md base,,local,unavailable,0
derivative_financial_assets,衍生金融资产,fields.md base,,local,unavailable,0
derivative_financial_liabilities,衍生金融负债,fields.md base,,,unavailable,0
discontinued_operation_net_profit,终止经营净利润,fields.md base,,local,unavailable,0
disposal_income_on_asset,资产处置收益,fields.md base,,local,unavailable,0
disposal_loss_on_asset,非流动资产处置净损失,fields.md base,,local,unavailable,0
dividend_payable,应付股利,fields.md base,,local,unavailable,0
dividend_receivable,应收股利,fields.md base,,local,unavailable,0
dividend_yield_ttm,"股息率ttm,连续四季度报表公布股利之和",fields.md base,platform,local,unavailable,0
dividends_paid_to_minority_by_subsidiaries,子公司支付给少数股东的股利、利润或偿付的利息,fields.md base,,local,unavailable,0
draw_back_canceled_loans,收回已核销贷款,fields.md base,,local,unavailable,0
earned_premiums,已赚保费,fields.md base,,local,unavailable,0
end_period_cash_equivalent,期末现金及现金等价物余额,fields.md base,,local,unavailable,0
engineer_material,工程物资,fields.md base,,,unavailable,0
equity_parent_company,归属于母公司所有者权益合计,fields.md base,,local,local_direct,0
equity_preferred_stock,权益部分的优先股,fields.md base,,local,unavailable,0
estimated_liabilities,预计负债,fields.md base,,local,unavailable,0
ev_lf,"企业价值lf,总市值 + 负债合计mrq",fields.md base,,local,local_derived,0
ev_lyr,"企业价值lyr,总市值 + 负债合计lyr",fields.md base,,local,local_derived,0
ev_no_cash_lf,企业价值(不含货币资金)lf,fields.md base,platform,local,local_derived,0
ev_no_cash_lyr,企业价值(不含货币资金)lyr,fields.md base,,local,local_derived,0
ev_no_cash_to_ebit_lyr,"企业倍数(不含货币资金)lyr,企业价值lyr",fields.md base,,,local_derived,0
ev_no_cash_to_ebit_ttm,"企业倍数(不含货币资金)ttm,企业价值ttm",fields.md base,,local,local_derived,0
ev_no_cash_ttm,企业价值(不含货币资金)ttm,fields.md base,platform,local,local_derived,0
ev_to_ebitda_lyr,"企业倍数lyr,企业价值lyr",fields.md base,,,local_derived,0
ev_to_ebitda_ttm,"企业倍数ttm,企业价值ttm",fields.md base,,,unavailable,0
ev_ttm,"企业价值ttm,总市值 + 负债合计ttm",fields.md base,platform,local,local_derived,0
exchange_gains_or_losses,兑汇损益,fields.md base,,local,unavailable,0
exchange_rate_change_effect,汇率变动对现金及现金等价物的影响,fields.md base,,local,unavailable,0
fair_value_change_income,公允价值变动净收益,fields.md base,,local,unavailable,0
financial_asset_available_for_sale,可供出售金融资产,fields.md base,,local,unavailable,0
financial_asset_available_for_sale_change,可供出售金融资产公允价值变动损益,fields.md base,,local,unavailable,0
financial_asset_held_for_trading,交易性金融资产,fields.md base,,local,unavailable,0
financial_asset_hold_to_maturity,持有至到期投资,fields.md base,,local,unavailable,0
financial_asset_hold_to_maturity_change,持有至到期投资重分类为可供出售金融资产损益,fields.md base,,local,unavailable,0
financial_lease_payable,应付融资租赁款,fields.md base,,local,local_proxy,0
financial_lease_receivable,应收融资租赁款,fields.md base,,,unavailable,0
financial_liabilities,交易性金融负债,fields.md base,,local,unavailable,0
financial_receivable,应收款项融资,fields.md base,,local,unavailable,0
financing_expense,财务费用,fields.md base,,local,unavailable,0
financing_interest_expense,利息支出(财务费用),fields.md base,platform,local,unavailable,0
financing_interest_income,利息收入(财务费用),fields.md base,,local,unavailable,0
fixed_asset_depreciation,固定资产折旧,fields.md base,,local,local_proxy,0
fixed_asset_to_be_disposed,固定资产清理,fields.md base,,local,unavailable,0
fixed_deposits,定期存款,fields.md base,,local,unavailable,0
foreign_currency_converted_difference,外币报表折算差额,fields.md base,,local,unavailable,0
foreign_currency_statement_converted_difference,外币财务报表分析折算差额,fields.md base,,local,unavailable,0
fully_diluted_earnings_per_share,稀释每股收益,fields.md base,,local,unavailable,0
fund_providing,融出资金,fields.md base,,local,unavailable,0
ga_expense,管理费用,fields.md base,,local,unavailable,0
general_reserve,一般风险准备,fields.md base,,local,unavailable,0
goodwill,商誉,fields.md base,,,unavailable,0
grants_received,专项应付款,fields.md base,,local,unavailable,0
gross_profit,主营业务利润,fields.md base,,local,local_proxy,0
health_insurance_reserve,长期健康险责任准备金,fields.md base,,local,unavailable,0
health_reserve_receivable,应收分保长期健康险责任准备金,fields.md base,,local,unavailable,0
high,最高价,fields.md base,platform,local,local_direct,0
housing_revolving_funds,住房周转金,fields.md base,,local,unavailable,0
impairment_intangible_assets,开发支出,fields.md base,,local,unavailable,0
income_tax,所得税,fields.md base,,local,unavailable,0
independent_account_assets,独立账户资产,fields.md base,,,unavailable,0
independent_account_liabilities,独立账户负债,fields.md base,,local,unavailable,0
insurance_commission_expense,保险手续费及佣金支出,fields.md base,,local,unavailable,0
insurance_contract_reserve,保险合同准备金,fields.md base,,local,unavailable,0
insurance_receivable,应收保费,fields.md base,,local,unavailable,0
insurer_deposit_investment,保户储金及投资款,fields.md base,,,unavailable,0
insurer_mortgage_loan,保户质押贷款,fields.md base,,local,unavailable,0
intangible_asset_amortization,无形资产摊销,fields.md base,,local,local_proxy,0
intangible_assets,无形资产,fields.md base,,local,unavailable,0
interbank_deposits,存放同业款项,fields.md base,,local,unavailable,0
interest_expense,利息支出,fields.md base,,local,unavailable,0
interest_income,利息收入,fields.md base,,,unavailable,0
interest_payable,应付利息,fields.md base,,local,unavailable,0
interest_receivable,应收利息,fields.md base,,local,unavailable,0
inventory,存货,fields.md base,platform,local,local_direct,0
invest_income_associates,对联营合营企业的投资收益,fields.md base,,local,unavailable,0
investment_income,投资收益,fields.md base,platform,local,unavailable,0
lease_liabilities,租赁负债,fields.md base,,local,local_direct,0
lend_capital,拆出资金,fields.md base,,local,unavailable,0
liabilities_hold_for_sale,划分为持有待售的负债,fields.md base,,local,unavailable,0
life_insurance_reserve,寿险责任准备金,fields.md base,,local,unavailable,0
life_reserve_receivable,应收分保寿险责任准备金,fields.md base,,local,unavailable,0
loan_account_receivables,投资-贷款及应收款项,fields.md base,,local,unavailable,0
loans_advances_to_customers,发放贷款和垫款,fields.md base,,local,unavailable,0
long_term_deferred_expenses,长期待摊费用,fields.md base,,,unavailable,0
long_term_liabilities_due_one_year,一年内到期的长期负债,fields.md base,,local,local_direct,0
long_term_loans,长期借款,fields.md base,platform,local,local_direct,0
long_term_payable,长期应付款,fields.md base,,local,unavailable,0
long_term_receivables,长期应收款,fields.md base,,local,unavailable,0
low,最低价,fields.md base,platform,local,local_direct,0
market_cap,市值,fields.md base,platform,local,local_direct,0
market_cap_3,总市值,fields.md base,,local,local_direct,0
minority_interest,少数股东权益,fields.md base,,local,unavailable,0
minority_profit,少数股东损益,fields.md base,,local,unavailable,0
mortgaged_loan,质押借款,fields.md base,,local,unavailable,0
net_accts_receivable,应收账款净额,fields.md base,platform,local,unavailable,0
net_cash_deal_from_sub,处置子公司及其他营业单位收到的现金净额,fields.md base,,local,unavailable,0
net_cash_payment_from_sub,取得子公司及其他营业单位支付的现金净额,fields.md base,,local,unavailable,0
net_commission_income,手续费及佣金净收入,fields.md base,,,unavailable,0
net_deposit_increase,客户存款和同业存放款项净增加额,fields.md base,,local,unavailable,0
net_fixed_assets,固定资产净额,fields.md base,,local,unavailable,0
net_inc_cash_and_equivalents,现金及现金等价物净增加额,fields.md base,,local,unavailable,0
net_increase_from__financing_buy_back,回购业务资金净增加额(筹资),fields.md base,,local,unavailable,0
net_increase_from_central_bank,向中央银行借款净增加额,fields.md base,,local,unavailable,0
net_increase_from_central_bank_and_banks,存放中央银行和同业款项净增加额,fields.md base,,local,unavailable,0
net_increase_from_disposing_financial_assets,处置交易性金融资产净增加额,fields.md base,,,unavailable,0
net_increase_from_financial_institutions,拆入资金净增加额,fields.md base,,local,unavailable,0
net_increase_from_insurer_deposit_investment,保户储金及投资款净增加额,fields.md base,,local,unavailable,0
net_increase_from_investing_buy_back,返售业务资金净增加额(投资),fields.md base,,local,unavailable,0
net_increase_from_lending_capital,拆出资金净增加额,fields.md base,,local,unavailable,0
net_increase_from_loans_and_advances,客户贷款及垫款净增加额,fields.md base,,local,unavailable,0
net_increase_from_operating_buy_back,返售业务资金净增加额(经营),fields.md base,,local,unavailable,0
net_increase_from_other_financial_institutions,向其他金融机构拆入资金净增加额,fields.md base,,local,unavailable,0
net_increase_from_repurchasing_business,回购业务资金净增加额,fields.md base,,local,unavailable,0
net_increase_from_trading_financial_assets,为交易目的而持有的金融资产净增加额,fields.md base,,local,unavailable,0
net_increase_in_pledge_loans,质押贷款净增加额,fields.md base,,,unavailable,0
net_interest_income,利息净收入,fields.md base,,,unavailable,0
net_long_term_equity_investment,长期股权投资净额,fields.md base,,local,unavailable,0
net_open_hedge_income,净敞口套期收益,fields.md base,,local,unavailable,0
net_profit,净利润,fields.md base,platform,local,local_direct,0
net_profit_deduct_non_recurring_pnl,扣除非经常性损益后的净利润,fields.md base,,local,unavailable,0
net_profit_parent_company,归属母公司净利润,fields.md base,,,unknown,0
net_proxy_security_income,代理买卖证券业务净收入,fields.md base,,local,unavailable,0
net_trust_income,受托客户资产管理业务净收入,fields.md base,,local,unavailable,0
non_current_asset_due_one_year,一年内到期的非流动资产,fields.md base,,,unavailable,0
non_current_assets,非流动资产合计,fields.md base,,local,unavailable,0
non_current_liabilities,非流动负债合计,fields.md base,,local,unavailable,0
non_current_liability_due_one_year,一年内到期的非流动负债,fields.md base,,local,local_direct,0
non_operating_expense,营业外支出,fields.md base,,local,unavailable,0
non_operating_revenue,营业外收入,fields.md base,,,unavailable,0
non_recurring_pnl,非经常性损益,fields.md base,,local,unavailable,0
notes_payable,应付票据,fields.md base,,local,unavailable,0
o_n_a_expense,业务及管理费用,fields.md base,,local,unavailable,0
oil_and_gas_assets,油气资产,fields.md base,,local,unavailable,0
open,开盘价,fields.md base,platform,local,local_direct,0
operating_revenue,营业收入,fields.md base,platform,local,local_direct,0
other_accts_receivable,其他应收款(原值),fields.md base,,local,unavailable,0
other_assets,其他资产,fields.md base,,local,unavailable,0
other_current_assets,其他流动资产,fields.md base,,local,unavailable,0
other_current_liabilities,其他流动负债,fields.md base,,local,unavailable,0
other_debt_investment,其他债权投资,fields.md base,,local,unavailable,0
other_debt_investment_change,其他债权投资公允价值变动,fields.md base,,local,unavailable,0
other_debt_investment_reserve,其他债权投资信用减值准备,fields.md base,,local,unavailable,0
other_effecting_cash_equivalent_items,影响现金及现金等价物的其他科目,fields.md base,,local,unavailable,0
other_effecting_net_profits_items,影响净利润的其他科目,fields.md base,,local,unavailable,0
other_effecting_total_profits_items,影响利润总额的其他科目,fields.md base,,local,unavailable,0
other_equity_instruments,其他权益工具,fields.md base,,local,unavailable,0
other_equity_instruments_change,其他权益工具投资公允价值变动,fields.md base,,,unavailable,0
other_equity_investment,其他权益工具投资,fields.md base,,local,unavailable,0
other_fees_payable,其他应交款,fields.md base,,local,unavailable,0
other_illiquidy_financial_assets,其他非流动金融资产,fields.md base,,,unavailable,0
other_income,其他综合收益,fields.md base,,local,unavailable,0
other_income_classified_income_statement,以后能重分类进损益表的其他综合收益,fields.md base,,local,unavailable,0
other_income_equity_classified_income_statement,权益法下在被投资单位能重分类进损益表的其他综合收益中享有的份额,fields.md base,,local,unavailable,0
other_income_equity_unclassified_income_statement,权益法下在被投资单位不能重分类进损益表的其他综合收益中享有的份额,fields.md base,,,unavailable,0
other_income_minority,归属于少数股东的其他综合收益总额,fields.md base,,local,unavailable,0
other_income_unclassified_income_statement,以后不能重分类进损益表的其他综合收益,fields.md base,,local,unavailable,0
other_liabilities,其他负债,fields.md base,,local,unavailable,0
other_net_income,非经营性净收益,fields.md base,,local,unavailable,0
other_non_current_assets,其他非流动资产,fields.md base,,local,unavailable,0
other_non_current_liabilities,其他非流动负债,fields.md base,,local,unavailable,0
other_operating_cost,其他经营成本,fields.md base,,local,unavailable,0
other_operating_revenue,其他经营收入,fields.md base,,local,unavailable,0
other_payable,其他应付款,fields.md base,,local,unavailable,0
other_payable_interest_dividend,其他应付款(含利息和股利),fields.md base,,local,unavailable,0
other_receivables_interest_dividend,其他应收款(含利息和股利),fields.md base,,local,unavailable,0
other_reserves,其他储备,fields.md base,,,unavailable,0
other_revenue,其他收益,fields.md base,,local,unavailable,0
others,其他,fields.md base,,local,unavailable,0
paid_in_capital,实收资本(或股本),fields.md base,,local,unavailable,0
payroll_payable,应付职工薪酬,fields.md base,platform,local,unavailable,0
pb_ratio_lf,"市净率lf,当前股票总市值",fields.md base,,local,local_derived,0
pb_ratio_lyr,"市净率lyr,当前股票总市值",fields.md base,,local,local_derived,0
pb_ratio_ttm,"市净率ttm,当前股票总市值",fields.md base,,local,local_derived,0
peg_ratio_lyr,"PEG值lyr,市盈率lyr",fields.md base,,local,local_proxy,0
peg_ratio_ttm,"PEG值ttm,市盈率ttm",fields.md base,,local,local_proxy,0
perpetual_bond,永续债(应付债券),fields.md base,,local,local_direct,0
perpetual_equity_debt,永续债(其他权益工具),fields.md base,,,unavailable,0
policy_dividend_payable,应付保单红利,fields.md base,,local,unavailable,0
policy_dividend_payout,保单红利支出,fields.md base,,local,unavailable,0
precious_metals,贵金属,fields.md base,,local,unavailable,0
preference_shares,优先股,fields.md base,,local,unavailable,0
premium_reserve,保险责任准备金,fields.md base,,local,unavailable,0
premiums_income,保险业务收入,fields.md base,,local,unavailable,0
prepayment,预付账款,fields.md base,,local,unavailable,0
profit_before_tax,利润总额,fields.md base,,local,local_direct,0
profit_from_operation,营业利润,fields.md base,platform,local,local_direct,0
proxy_security_proceeds,代理买卖证券款,fields.md base,,,unavailable,0
ps_ratio_lyr,"市销率lyr,总市值",fields.md base,,local,local_derived,0
ps_ratio_ttm,"市销率ttm,总市值",fields.md base,platform,local,local_derived,0
r_n_d,研发费用,fields.md base,platform,local,unavailable,0
real_estate_investment,投资性房地产,fields.md base,,local,unavailable,0
refundable_capital_deposits,存出资本保证金,fields.md base,,local,unavailable,0
refundable_deposits,存出保证金,fields.md base,,local,unavailable,0
refunded_premiums,退保金,fields.md base,,local,unavailable,0
refunds_of_taxes,收到的税费返还,fields.md base,,,unavailable,0
reinsurance,分出保费,fields.md base,,local,unavailable,0
reinsurance_cost,分保费用,fields.md base,,,unavailable,0
reinsurance_income,分保费收入,fields.md base,,,unavailable,0
reinsurance_payable,应付分保账款,fields.md base,,local,unavailable,0
reinsurance_receivable,应收分保账款,fields.md base,,local,unavailable,0
reinsurance_reserve_receivable,应收分保合同准备金,fields.md base,,local,unavailable,0
remearsured_other_income,重新计量设定收益计划净负债或净资产的变动,fields.md base,,local,unavailable,0
resale_financial_assets,买入返售金融资产,fields.md base,,local,unavailable,0
revenue,营业总收入,fields.md base,,local,local_direct,0
sales_tax,营业税,fields.md base,,local,local_direct,0
seat_costs,交易席位费,fields.md base,,local,unavailable,0
security_deposits_received,存入保证金,fields.md base,,local,unavailable,0
selling_expense,销售费用,fields.md base,,local,unavailable,0
settlement_provision,结算备付金,fields.md base,,local,unavailable,0
short_term_debt,应付短期债券,fields.md base,,local,local_direct,0
short_term_loans,短期借款,fields.md base,platform,local,local_direct,0
sp_ratio_lyr,"销售收益率lyr,营利收入lyr",fields.md base,,local,local_derived,0
sp_ratio_ttm,"销售收益率ttm,营利收入ttm",fields.md base,platform,local,local_derived,0
specific_reserve,专项储备,fields.md base,,local,unavailable,0
sub_issue_security_income,证券承销业务净收入,fields.md base,,local,unavailable,0
sub_issue_security_proceeds,代理承销证券款,fields.md base,,local,unavailable,0
subrogation_fee_receivable,应收代位追偿款,fields.md base,,,unavailable,0
surplus_reserve,盈余公积,fields.md base,,local,unavailable,0
tax_payable,应交税费,fields.md base,,local,unavailable,0
total_assets,总资产,fields.md base,platform,,local_direct,0
total_construction_in_progress,在建工程合计,fields.md base,,local,unavailable,0
total_equity,股东权益合计,fields.md base,,local,unavailable,0
total_equity_and_liabilities,负债和股东权益总计,fields.md base,,local,unavailable,0
total_expense,营业总成本,fields.md base,,local,unavailable,0
total_fixed_assets,固定资产合计,fields.md base,,local,unavailable,0
total_income,综合收益总额,fields.md base,,local,unavailable,0
total_income_minority,归属于少数股东的综合收益总额,fields.md base,,local,unavailable,0
total_income_parent_company,归属于母公司所有者的综合收益总额,fields.md base,,local,unavailable,0
total_liabilities,负债合计,fields.md base,,local,local_direct,0
trade_risk_allowances,交易风险准备,fields.md base,,local,unavailable,0
treasury_stock,库存股,fields.md base,,local,unavailable,0
turnover,换手率,fields.md base,platform,local,local_direct,0
uncertained_impairment_losses,未确认投资损失,fields.md base,,local,unavailable,0
uncertained_premium_reserve,未到期责任准备金,fields.md base,,local,unavailable,0
unclaimed_indemnity_reserve,未决赔款准备金,fields.md base,,local,unavailable,0
unclaimed_reserve_receivable,应收分保未决赔款准备金,fields.md base,,local,unavailable,0
undistributed_profit,未分配利润,fields.md base,,local,unavailable,0
unearned_premium_reserve,未到期责任准备金,fields.md base,,local,unavailable,0
unearned_reserve_receivable,应收分保未到期责任准备金,fields.md base,,local,unavailable,0
use_right_assets,使用权资产,fields.md base,,local,unavailable,0
volume,成交量,fields.md base,platform,local,local_direct,0
accer,"ACCER = SLOPE (CLOSE, N) / CLOSE",fields-oscillators.md,,local,local_proxy,1
alpha191_001,Alpha191因子第1个,fields-cal-date.md,,,unavailable,1
alpha191_002,Alpha191因子第2个,fields-cal-date.md,,,unavailable,1
alpha191_003,Alpha191因子第3个,fields-cal-date.md,,,unavailable,1
alpha191_004,Alpha191因子第4个,fields-cal-date.md,,,unavailable,1
alpha191_005,Alpha191因子第5个,fields-cal-date.md,,,unavailable,1
alpha191_006,Alpha191因子第6个,fields-cal-date.md,,,unavailable,1
alpha191_007,Alpha191因子第7个,fields-cal-date.md,,,unavailable,1
alpha191_008,Alpha191因子第8个,fields-cal-date.md,,,unavailable,1
alpha191_009,Alpha191因子第9个,fields-cal-date.md,,,unavailable,1
alpha191_010,Alpha191因子第10个,fields-cal-date.md,,,unavailable,1
alpha191_011,Alpha191因子第11个,fields-cal-date.md,,,unavailable,1
alpha191_012,Alpha191因子第12个,fields-cal-date.md,,,unavailable,1
alpha191_013,Alpha191因子第13个,fields-cal-date.md,,,unavailable,1
alpha191_014,Alpha191因子第14个,fields-cal-date.md,,,unavailable,1
alpha191_015,Alpha191因子第15个,fields-cal-date.md,,,unavailable,1
alpha191_016,Alpha191因子第16个,fields-cal-date.md,,,unavailable,1
alpha191_017,Alpha191因子第17个,fields-cal-date.md,,,unavailable,1
alpha191_018,Alpha191因子第18个,fields-cal-date.md,,,unavailable,1
alpha191_019,Alpha191因子第19个,fields-cal-date.md,,,unavailable,1
alpha191_020,Alpha191因子第20个,fields-cal-date.md,,,unavailable,1
alpha191_021,Alpha191因子第21个,fields-cal-date.md,,,unavailable,1
alpha191_022,Alpha191因子第22个,fields-cal-date.md,,,unavailable,1
alpha191_023,Alpha191因子第23个,fields-cal-date.md,,,unavailable,1
alpha191_024,Alpha191因子第24个,fields-cal-date.md,,,unavailable,1
alpha191_025,Alpha191因子第25个,fields-cal-date.md,,,unavailable,1
alpha191_026,Alpha191因子第26个,fields-cal-date.md,,,unavailable,1
alpha191_027,Alpha191因子第27个,fields-cal-date.md,,,unavailable,1
alpha191_028,Alpha191因子第28个,fields-cal-date.md,,,unavailable,1
alpha191_029,Alpha191因子第29个,fields-cal-date.md,,,unavailable,1
alpha191_030,Alpha191因子第30个,fields-cal-date.md,,,unavailable,1
alpha191_031,Alpha191因子第31个,fields-cal-date.md,,,unavailable,1
alpha191_032,Alpha191因子第32个,fields-cal-date.md,,,unavailable,1
alpha191_033,Alpha191因子第33个,fields-cal-date.md,,,unavailable,1
alpha191_034,Alpha191因子第34个,fields-cal-date.md,,,unavailable,1
alpha191_035,Alpha191因子第35个,fields-cal-date.md,,,unavailable,1
