holding_date,name,player,pid,pool,direction,cycle,rank_ic,ic,ic_mean,icir,n
20260911,b13-quad_dual,白嫖王,54ce4e58e81d454c9f07161887e53f53,678390e74da18d1454aeff6e,positive,5,-0.322133919699178,-0.3265105179764656,-0.2070526816941151,-1.225606957610699,2
20260910,vol60 低波动慢版,忧郁小胖,4d852c9ecaad4163acbf9ce76e4ce802,68225c2b19a9737288658d8d,negative,5,0.3212102750743615,0.3281248486601813,0.0996605575955888,0.3084537008575645,2
20260909,probe-mom-mom_skip20_120d,我不会啊,9ba82617661048b1b36ffda848d8a880,d9912fa70c0705c49d35e488,positive,5,0.3207864737176579,0.3306284503804685,0.1538468981048293,0.6153706849729457,2
20260914,panda4-ac2-panda4_ac2_value_pb,Ctest,e8df43ea69514282848e67d83c034e7f,c60c90354b9e9c06b7600a33,negative,4,0.3205309910671793,0.1718651129403986,0.0468315747929074,0.4303611134227463,3
20260909,11,海子,0f823d0507dd430d82a83214fbbf771a,a6f8396a5327fefd0146df54,positive,5,0.319943926488767,0.259149284153806,0.259149284153806,,1
20260911,F-A01_短期反转_筛选-克隆,小智,5341543d1aa846f6989d8edb76e554ba,a867a95df06f8e52eb84e3d7,negative,5,-0.3198333917713746,-0.2305908999770918,-0.152980279504627,-1.3937962661168724,2
20260911,P4-0904-I01,feee1,8e95faab6c3a43119ccd50790eba8ff0,8fcaacdb5c5ff7fe0680f5e7,positive,7,-0.3195257882022452,-0.2778528781382571,-0.2778528781382571,,1
20260914,panda4-ac2-panda4_ac2_value_bm,Ctest,e8df43ea69514282848e67d83c034e7f,c60c90354b9e9c06b7600a33,positive,4,-0.3194096007410076,-0.2623610268174522,-0.0534428244857411,-0.2938198978330338,3
20260911,comp4-a5_波动比动量60,衍神,67faa5dca2dd446cab3dab6785265f8c,5d02513c74284390d06bbde6,negative,5,-0.3192846980489832,-0.2648134001037545,-0.2648134001037545,,1
20260914,sub-5,msod,0c5659cfbeb24f87b259c33a795e91fd,455314557e214ea8a07031e3,negative,5,0.3187981057008652,0.2851314397707014,0.2851314397707014,,1
20260909,tournament-20260827-cci14_rev,我不会啊,9ba82617661048b1b36ffda848d8a880,d9912fa70c0705c49d35e488,negative,5,-0.3172370434172217,-0.2462643920333335,-0.0812247257940065,-0.3480045477411049,2
20260915,probe10-bm_quality,唐曦,f3e2c019b82e4227af768f18936739e0,ceeeb0f0b6bc12ab37c53810,positive,5,-0.3171787767012656,-0.239826777979204,-0.0522495328938874,-0.3128092919063289,3
20260914,AI30-21-HighMom5D-20260804-134415,Ctest,e8df43ea69514282848e67d83c034e7f,c60c90354b9e9c06b7600a33,positive,4,-0.3169130555885856,-0.1947570835326957,-0.0687537471308496,-0.5345982748600026,3
20260915,comp-full-小市值,dfkai,3790d28ffb874321bf84c9872586b1f6,4ceacc590e88b90b41c61b9e,negative,5,-0.3166698659719601,-0.1351007210208293,-0.0322409742628418,-0.2371745257625953,3
20260915,T4_size_nl,京云,2a97a3bbaae74ed4b924e90621def7e8,813d38a2232fffc6492b383f,negative,5,-0.3166697776347027,-0.220532251860067,0.0046229411460622,0.0145184882913979,2
20260915,probe-市值规模,Alpha,f04abfbad0bd4fb4a5804b00fcb30c3a,0b658b582ae4601c1f4d52d8,negative,5,-0.3166569396049129,-0.2217921553440042,-0.0376841228514948,-0.1576921803802476,3
20260915,BATCH1LOG-CAP,GuoXIze,0134d2eb43d04995a9fed90fdb8ca592,31cead1a5a6430ad387d9ef3,negative,5,-0.3166569396049129,-0.2217921553440042,0.0052918405133713,0.0164780274269648,2
20260915,OOS-LOG-CAP,GuoXIze,0134d2eb43d04995a9fed90fdb8ca592,31cead1a5a6430ad387d9ef3,negative,5,-0.3166569396049129,-0.2217921553440042,0.0052918405133713,0.0164780274269648,2
20260915,BATCH1LOW-TURNOVER-20,GuoXIze,0134d2eb43d04995a9fed90fdb8ca592,31cead1a5a6430ad387d9ef3,negative,5,0.31535070744062,0.230000708914702,0.0918640396220423,0.4702421572530817,2
20260911,POOL5-RevSlope60,小黑盒,a42cbffc80e741878001c22cbc241b43,57b188b4c911623a81f056cb,negative,4,-0.315017747495106,-0.2546794084462022,-0.2546794084462022,,1
20260914,r2-低换手20日,歪比巴卜,f0f1b5ec1b6f4152bf82b218aa065547,5be31c10f44c082ecc681df9,negative,5,0.3144479855010229,0.2260786494747214,0.2260786494747214,,1
20260914,full-低换手,孤舟,f774c886a65c460eba2f771abf893aac,2c8f59a7e03bb0eef2e78ce1,negative,5,0.3144479855010229,0.2260786494747213,0.0671565996825019,0.2988061574779181,2
20260914,p26f0805-low_turnover_20,Monkey AI,038e0e8107384a5a9b85109a3b6fd101,0f5ad0dd0422817649bd116f,negative,5,0.3144479855010229,0.2260786494747214,0.0671565996825019,0.2988061574779182,2
20260914,full-A07,Alex,f8670c3c4f70489c8f901e91d077768e,3fd009a237e50b9ced053053,negative,5,0.3144479855010229,0.2260786494747213,0.2260786494747213,,1
20260914,prb-P06,123321,e4fbe3381b0548eebfc7fa1d4e29836b,82f034acbc0aea0a2c6d308d,negative,5,0.3144479855010229,0.2260786494747214,0.2260786494747214,,1
20260914,probe-低换手,孤舟,f774c886a65c460eba2f771abf893aac,2c8f59a7e03bb0eef2e78ce1,negative,5,0.3144479855010229,0.2260786494747214,0.0671565996825019,0.2988061574779182,2
20260914,full-F-A08-5y,试试水战队,766cca24a0e74d82bcfe494ace41db56,72ffbe8459773f4e6991b594,negative,5,0.3144479855010229,0.2260786494747213,0.0671565996825019,0.2988061574779181,2
20260914,val-v04,清风,a1412d2510bf426bb33d4a2ae9879dd4,78c9b3cc6ba35981e6c25a29,negative,5,0.3144479855010229,0.2260786494747213,0.2260786494747213,,1
20260914,c20-c07-trend-ma20,sx因子,1e88d23fe8ae44c3b48321d4d252b9a8,f9c67377c33c2eba0f9bbe14,negative,4,-0.3143652146166248,-0.2002091195396401,-0.086057531642057,-0.5696440914909594,3
20260914,panda4-ac2-panda4_ac2_price_deviation,Ctest,e8df43ea69514282848e67d83c034e7f,c60c90354b9e9c06b7600a33,negative,4,-0.3143652146166248,-0.2002091195396401,-0.086057531642057,-0.5696440914909595,3
20260914,probe-rev-bias20,sx因子,1e88d23fe8ae44c3b48321d4d252b9a8,f9c67377c33c2eba0f9bbe14,negative,4,-0.3143193127319348,-0.2002179502976392,-0.0860588693721058,-0.5696117680307374,3
20260909,41,海子,0f823d0507dd430d82a83214fbbf771a,a6f8396a5327fefd0146df54,positive,5,0.314251304520782,0.2525820416523454,0.2525820416523454,,1
20260915,WMA加权均线(250日),Aroy4542,962892bcfc2a4b7c8337294385823a4d,742eb17bbe2904778b1ddbc7,positive,3,0.3132381266750554,0.2416689386279147,0.0954725530717282,0.4574168957273949,3
20260911,revp1-RevVol20D,小黑盒,a42cbffc80e741878001c22cbc241b43,57b188b4c911623a81f056cb,negative,4,-0.3128627508478792,-0.1498185247546171,-0.0851041734697867,-0.9298978815827008,2
20260910,异常换手率因子3(5),无助的我,6543cef603d443bcb4983298d075c575,ef4bb1338c0a4dc675fd9822,positive,5,0.3122431673361068,0.2432331623646161,0.1209104884242529,0.6989434053988184,2
20260911,F-combo4,郭相山,9b4a58b00e314b63a7124a186bb89677,c05b174c843ae939505aaa07,positive,5,-0.3121903883147173,-0.2115734483117027,-0.1120466867172514,-0.7960569671712324,2
20260911,revflow-TurnAmtRev,小黑盒,a42cbffc80e741878001c22cbc241b43,57b188b4c911623a81f056cb,negative,4,-0.3119416662322097,-0.1708272908914024,-0.0953908662874094,-0.8941506542651834,2
20260911,revp1-RevRet5D,小黑盒,a42cbffc80e741878001c22cbc241b43,57b188b4c911623a81f056cb,negative,4,-0.3112854578372879,-0.1816674965491184,-0.0977886356484601,-0.8243675062767093,2
20260911,r1_rev_close_3,云淡风轻,369c9bc063214f4fb723a4bdc2b356f8,086c8833e6c9d0a4b32db220,negative,5,-0.3110111885944025,-0.1995977175483137,-0.1995977175483137,,1
20260909,QF-31,mk13579,bc919f74aebe43eca548552ddc412d64,9550bf664c3b34a663d782d2,positive,5,0.3109994559954758,0.1084505535822692,0.0284330129298199,0.2512596124338028,2
20260911,r13_rsi_short,云淡风轻,369c9bc063214f4fb723a4bdc2b356f8,086c8833e6c9d0a4b32db220,negative,5,-0.3107137471234132,-0.1972072082304081,-0.1972072082304081,,1
20260909,QF-37,mk13579,bc919f74aebe43eca548552ddc412d64,9550bf664c3b34a663d782d2,positive,5,0.3105837031220618,0.1084687144238297,0.0284434689147618,0.2513278106446778,2
20260909,QF-33,mk13579,bc919f74aebe43eca548552ddc412d64,9550bf664c3b34a663d782d2,positive,5,0.3104230314511225,0.2813828711100947,0.1432523701479083,0.733326250516974,2
